id,original_answer,lexical_answer,syntactic_answer,indirect_answer,target_answer,gold_answer,original_accuracy,lexical_accuracy,syntactic_accuracy,indirect_accuracy,mean_accuracy
120,False,False,False,False,False,False,1,1,1,1,1.0
121,False,False,False,False,True,True,0,0,0,0,0.0
122,False,False,False,False,False,False,1,1,1,1,1.0
123,False,False,False,False,False,False,1,1,1,1,1.0
124,False,False,False,False,True,True,0,0,0,0,0.0
125,False,False,False,False,False,False,1,1,1,1,1.0
126,False,False,False,False,True,True,0,0,0,0,0.0
127,False,False,False,False,False,False,1,1,1,1,1.0
128,False,False,False,False,False,False,1,1,1,1,1.0
129,False,False,False,False,False,False,1,1,1,1,1.0
130,False,True,True,True,False,False,1,0,0,0,0.25
131,False,False,False,False,False,False,1,1,1,1,1.0
132,False,False,False,False,False,False,1,1,1,1,1.0
133,True,True,True,True,True,True,1,1,1,1,1.0
134,False,False,False,False,True,True,0,0,0,0,0.0
135,False,False,False,False,False,False,1,1,1,1,1.0
136,False,True,False,True,False,False,1,0,1,0,0.5
137,False,False,False,False,False,False,1,1,1,1,1.0
138,False,False,False,False,True,True,0,0,0,0,0.0
139,False,False,False,False,False,False,1,1,1,1,1.0
140,False,False,False,False,True,True,0,0,0,0,0.0
141,False,False,True,False,True,True,0,0,1,0,0.25
142,False,True,False,True,True,True,0,1,0,1,0.5
143,False,False,False,False,True,True,0,0,0,0,0.0
144,False,False,False,False,True,True,0,0,0,0,0.0
145,False,False,False,False,True,True,0,0,0,0,0.0
146,False,False,False,False,False,False,1,1,1,1,1.0
147,False,False,False,True,True,True,0,0,0,1,0.25
148,False,False,True,False,False,False,1,1,0,1,0.75
149,False,False,False,False,False,False,1,1,1,1,1.0
150,False,False,False,False,False,False,1,1,1,1,1.0
151,True,False,True,False,True,True,1,0,1,0,0.5
152,False,False,False,False,False,False,1,1,1,1,1.0
153,True,True,True,False,True,True,1,1,1,0,0.75
154,False,True,False,True,False,False,1,0,1,0,0.5
155,False,False,False,False,False,False,1,1,1,1,1.0
156,False,False,False,False,False,False,1,1,1,1,1.0
157,False,False,False,False,True,True,0,0,0,0,0.0
159,False,False,False,False,False,False,1,1,1,1,1.0
160,False,False,False,False,True,True,0,0,0,0,0.0
163,False,False,False,False,False,False,1,1,1,1,1.0
164,False,False,False,False,False,False,1,1,1,1,1.0
165,False,False,False,False,False,False,1,1,1,1,1.0
166,False,False,False,False,False,False,1,1,1,1,1.0
167,False,False,False,True,False,False,1,1,1,0,0.75
169,False,False,False,False,False,False,1,1,1,1,1.0
170,False,False,False,False,False,False,1,1,1,1,1.0
171,False,True,False,True,True,True,0,1,0,1,0.5
172,False,False,False,False,False,False,1,1,1,1,1.0
173,True,False,False,False,False,False,0,1,1,1,0.75
174,False,False,False,False,False,False,1,1,1,1,1.0
175,False,False,False,False,False,False,1,1,1,1,1.0
176,False,False,True,False,True,True,0,0,1,0,0.25
177,False,False,False,False,False,False,1,1,1,1,1.0
178,False,False,False,False,False,False,1,1,1,1,1.0
179,False,False,False,False,True,True,0,0,0,0,0.0
180,True,False,False,True,True,True,1,0,0,1,0.5
181,False,False,False,False,False,False,1,1,1,1,1.0
182,False,False,False,False,True,True,0,0,0,0,0.0
184,False,False,False,False,False,False,1,1,1,1,1.0
187,False,False,False,False,False,False,1,1,1,1,1.0
190,False,False,False,False,False,False,1,1,1,1,1.0
191,True,True,True,True,True,True,1,1,1,1,1.0
192,True,True,False,False,False,False,0,0,1,1,0.5
193,False,False,False,False,False,False,1,1,1,1,1.0
195,False,False,False,False,False,False,1,1,1,1,1.0
197,False,False,False,False,True,True,0,0,0,0,0.0
198,True,True,True,False,True,True,1,1,1,0,0.75
199,False,False,False,False,False,False,1,1,1,1,1.0
200,False,False,False,True,False,False,1,1,1,0,0.75
201,False,False,False,False,False,False,1,1,1,1,1.0
202,False,False,False,False,True,True,0,0,0,0,0.0
203,True,True,False,True,False,False,0,0,1,0,0.25
204,True,False,False,True,False,False,0,1,1,0,0.5
205,False,False,False,False,False,False,1,1,1,1,1.0
206,False,False,False,False,False,False,1,1,1,1,1.0
207,False,False,False,False,False,False,1,1,1,1,1.0
208,True,False,True,False,False,False,0,1,0,1,0.5
209,False,False,False,False,False,False,1,1,1,1,1.0
210,False,False,False,False,False,False,1,1,1,1,1.0
211,False,True,False,False,False,False,1,0,1,1,0.75
212,False,False,False,False,False,False,1,1,1,1,1.0
214,True,True,True,False,True,True,1,1,1,0,0.75
215,True,True,True,True,True,True,1,1,1,1,1.0
216,False,False,False,False,False,False,1,1,1,1,1.0
217,True,True,True,False,True,True,1,1,1,0,0.75
218,False,False,False,False,False,False,1,1,1,1,1.0
219,False,False,True,False,True,True,0,0,1,0,0.25
220,True,False,False,False,False,False,0,1,1,1,0.75
221,False,False,False,False,False,False,1,1,1,1,1.0
222,False,False,False,True,False,False,1,1,1,0,0.75
223,True,True,False,False,True,True,1,1,0,0,0.5
224,False,True,True,False,True,True,0,1,1,0,0.5
225,False,False,True,False,False,False,1,1,0,1,0.75
226,True,True,False,False,False,False,0,0,1,1,0.5
227,False,False,False,False,True,True,0,0,0,0,0.0
228,False,False,False,True,True,True,0,0,0,1,0.25
229,True,True,True,True,True,True,1,1,1,1,1.0
230,False,False,False,False,False,False,1,1,1,1,1.0
231,False,False,False,False,False,False,1,1,1,1,1.0
232,False,False,False,False,False,False,1,1,1,1,1.0
233,False,False,False,False,False,False,1,1,1,1,1.0
234,True,True,False,True,False,False,0,0,1,0,0.25
236,True,False,True,True,True,True,1,0,1,1,0.75
238,False,False,False,False,False,False,1,1,1,1,1.0
240,False,False,False,True,False,False,1,1,1,0,0.75
241,True,False,True,False,False,False,0,1,0,1,0.5
242,False,False,True,True,False,False,1,1,0,0,0.5
243,False,False,False,False,False,False,1,1,1,1,1.0
244,False,False,False,False,False,False,1,1,1,1,1.0
245,False,False,False,False,False,False,1,1,1,1,1.0
246,False,False,False,False,False,False,1,1,1,1,1.0
247,False,True,False,True,True,True,0,1,0,1,0.5
248,False,False,False,False,False,False,1,1,1,1,1.0
249,False,False,False,False,True,True,0,0,0,0,0.0
250,False,False,False,False,False,False,1,1,1,1,1.0
251,False,False,False,False,True,True,0,0,0,0,0.0
252,False,False,False,False,True,True,0,0,0,0,0.0
253,True,True,True,True,True,True,1,1,1,1,1.0
254,False,False,False,False,True,True,0,0,0,0,0.0
256,False,True,True,True,True,True,0,1,1,1,0.75
258,False,False,False,False,False,False,1,1,1,1,1.0
260,False,False,False,False,False,False,1,1,1,1,1.0
261,False,False,False,False,False,False,1,1,1,1,1.0
262,False,False,False,False,False,False,1,1,1,1,1.0
263,False,False,True,True,True,True,0,0,1,1,0.5
264,False,False,True,False,True,True,0,0,1,0,0.25
266,True,True,True,False,True,True,1,1,1,0,0.75
267,False,False,False,False,False,False,1,1,1,1,1.0
270,False,False,False,False,False,False,1,1,1,1,1.0
271,False,False,False,True,False,False,1,1,1,0,0.75
272,False,False,False,False,True,True,0,0,0,0,0.0
274,True,True,True,True,True,True,1,1,1,1,1.0
275,False,False,True,False,False,False,1,1,0,1,0.75
276,False,False,False,False,True,True,0,0,0,0,0.0
277,False,False,False,False,True,True,0,0,0,0,0.0
278,False,False,False,False,False,False,1,1,1,1,1.0
279,False,False,False,False,True,True,0,0,0,0,0.0
280,False,False,False,False,False,False,1,1,1,1,1.0
281,False,True,False,True,True,True,0,1,0,1,0.5
282,False,False,False,False,False,False,1,1,1,1,1.0
283,True,True,True,True,True,True,1,1,1,1,1.0
284,False,True,False,True,True,True,0,1,0,1,0.5
285,False,False,False,False,True,True,0,0,0,0,0.0
287,False,False,False,False,True,True,0,0,0,0,0.0
288,False,False,False,False,True,True,0,0,0,0,0.0
289,False,False,False,False,True,True,0,0,0,0,0.0
291,False,False,False,False,True,True,0,0,0,0,0.0
292,False,False,False,False,False,False,1,1,1,1,1.0
293,False,False,False,False,False,False,1,1,1,1,1.0
294,False,True,False,True,True,True,0,1,0,1,0.5
295,False,False,False,True,False,False,1,1,1,0,0.75
296,False,False,False,False,False,False,1,1,1,1,1.0
297,False,False,False,False,False,False,1,1,1,1,1.0
298,False,False,False,False,False,False,1,1,1,1,1.0
299,False,False,False,False,False,False,1,1,1,1,1.0
300,True,True,True,True,True,True,1,1,1,1,1.0
301,True,True,True,True,False,False,0,0,0,0,0.0
302,True,False,True,False,True,True,1,0,1,0,0.5
303,True,True,True,True,True,True,1,1,1,1,1.0
304,True,False,True,True,False,False,0,1,0,0,0.25
305,False,False,False,False,False,False,1,1,1,1,1.0
306,False,False,False,True,True,True,0,0,0,1,0.25
307,False,False,False,False,False,False,1,1,1,1,1.0
308,False,True,False,True,True,True,0,1,0,1,0.5
309,False,False,False,False,False,False,1,1,1,1,1.0
310,True,True,True,True,True,True,1,1,1,1,1.0
311,False,False,False,False,False,False,1,1,1,1,1.0
314,False,False,False,True,True,True,0,0,0,1,0.25
315,True,True,False,False,True,True,1,1,0,0,0.5
316,True,True,True,True,True,True,1,1,1,1,1.0
317,True,True,False,False,True,True,1,1,0,0,0.5
318,False,False,False,False,False,False,1,1,1,1,1.0
319,False,False,True,False,True,True,0,0,1,0,0.25
320,True,True,True,True,True,True,1,1,1,1,1.0
321,False,False,False,False,True,True,0,0,0,0,0.0
322,False,False,False,False,False,False,1,1,1,1,1.0
323,True,False,True,True,False,False,0,1,0,0,0.25
325,False,False,False,False,True,True,0,0,0,0,0.0
326,False,False,False,False,False,False,1,1,1,1,1.0
327,False,False,False,False,False,False,1,1,1,1,1.0
328,False,False,False,False,True,True,0,0,0,0,0.0
329,False,False,False,False,False,False,1,1,1,1,1.0
330,True,True,True,True,False,False,0,0,0,0,0.0
331,True,False,False,True,True,True,1,0,0,1,0.5
332,False,False,False,False,False,False,1,1,1,1,1.0
334,False,False,False,False,False,False,1,1,1,1,1.0
335,False,False,False,False,False,False,1,1,1,1,1.0
336,False,False,True,False,False,False,1,1,0,1,0.75
337,True,True,True,True,True,True,1,1,1,1,1.0
338,False,False,False,False,True,True,0,0,0,0,0.0
339,False,False,False,False,False,False,1,1,1,1,1.0
340,True,True,True,True,True,True,1,1,1,1,1.0
341,False,False,False,True,False,False,1,1,1,0,0.75
342,False,False,False,False,False,False,1,1,1,1,1.0
343,False,True,True,False,True,True,0,1,1,0,0.5
344,False,False,True,False,False,False,1,1,0,1,0.75
346,False,True,True,True,True,True,0,1,1,1,0.75
347,False,False,False,False,False,False,1,1,1,1,1.0
348,False,False,False,False,True,True,0,0,0,0,0.0
350,False,False,False,False,False,False,1,1,1,1,1.0
