id,original_logprob_q,original_logprob_qr,original_uplift,lexical_logprob_q,lexical_logprob_qr,lexical_uplift,syntactic_logprob_q,syntactic_logprob_qr,syntactic_uplift,contextual_logprob_q,contextual_logprob_qr,contextual_uplift,mean_uplift
22,-10.3125,-0.0001316070556640625,10.312368392944336,-11.4375,-7.724761962890625e-05,11.437422752380371,-8.3125,-3.0279159545898438e-05,8.312469720840454,-10.3125,-4.482269287109375e-05,10.312455177307129,10.093679010868073
23,-1.3671875,-0.00022411346435546875,1.3669633865356445,-3.03125,-0.0001316070556640625,3.031118392944336,-1.8828125,-0.000362396240234375,1.8824501037597656,-2.234375,-0.0001468658447265625,2.2342281341552734,2.128690004348755
25,-9.0,-0.0003662109375,8.9996337890625,-5.96875,-7.343292236328125e-05,5.968676567077637,-16.5,-8.535385131835938e-05,16.49991464614868,-13.875,-0.000598907470703125,13.874401092529297,11.335656523704529
26,-11.0,-1.7642974853515625e-05,10.999982357025146,-8.6875,-6.818771362304688e-05,8.687431812286377,-8.4375,-3.457069396972656e-05,8.43746542930603,-5.15625,-6.723403930664062e-05,5.156182765960693,8.320265591144562
28,-7.03125,-0.00016498565673828125,7.031085014343262,-6.875,-0.0001220703125,6.8748779296875,-5.46875,-0.00015163421630859375,5.468598365783691,-6.375,-9.918212890625e-05,6.374900817871094,6.437365531921387
29,-5.9375,-0.003662109375,5.933837890625,-2.328125,-6.914138793945312e-05,2.3280558586120605,-2.53125,-0.0002956390380859375,2.530954360961914,-5.6875,-0.0002269744873046875,5.687273025512695,4.1200302839279175
32,-5.65625,-2.0503997802734375e-05,5.656229496002197,-0.46875,-1.2159347534179688e-05,0.4687378406524658,-0.1845703125,-9.179115295410156e-06,0.1845611333847046,-2.28125,-1.1563301086425781e-05,2.2812384366989136,2.1476917266845703
33,-9.8125,-2.968311309814453e-05,9.812470316886902,-11.6875,-3.123283386230469e-05,11.687468767166138,-11.3125,-0.0235595703125,11.2889404296875,-9.3125,-0.0001430511474609375,9.312356948852539,10.52530911564827
34,-2.078125,-0.000316619873046875,2.077808380126953,-2.65625,-0.0005645751953125,2.6556854248046875,-1.5078125,-0.00067138671875,1.50714111328125,-1.0390625,-0.0003032684326171875,1.0387592315673828,1.8198485374450684
35,-6.125,-0.00010919570922851562,6.1248908042907715,-7.28125,-7.867813110351562e-05,7.2811713218688965,-6.3125,-0.00011491775512695312,6.312385082244873,-7.5,-0.00023746490478515625,7.499762535095215,6.804552435874939
37,-3.109375,-0.0308837890625,3.0784912109375,-6.5625,-4.4375,2.125,-2.875,-1.633167266845703e-05,2.8749836683273315,-9.4375,0.0,9.4375,4.378993719816208
38,-1.59375,-5.960464477539062e-07,1.5937494039535522,-3.109375,0.0,3.109375,-2.625,0.0,2.625,-2.3125,0.0,2.3125,2.410156100988388
39,-3.765625,0.0,3.765625,-4.90625,0.0,4.90625,-6.5,-2.384185791015625e-07,6.499999761581421,-2.171875,0.0,2.171875,4.335937440395355
40,-8.5625,-0.0004405975341796875,8.56205940246582,-12.6875,-0.0021820068359375,12.685317993164062,-9.25,-0.018798828125,9.231201171875,-11.375,-0.01129150390625,11.36370849609375,10.460571765899658
41,-10.125,-0.00115203857421875,10.123847961425781,-7.40625,-0.0030364990234375,7.4032135009765625,-7.34375,-0.00032806396484375,7.343421936035156,-7.5625,-0.00016307830810546875,7.5623369216918945,8.108205080032349
42,-22.875,-0.2275390625,22.6474609375,-11.1875,-0.0010223388671875,11.186477661132812,-9.5625,-0.000843048095703125,9.561656951904297,-10.3125,-0.328125,9.984375,13.344992637634277
43,-5.375,-9.775161743164062e-05,5.374902248382568,-5.15625,-0.0002994537353515625,5.155950546264648,-8.625,-5.2928924560546875e-05,8.62494707107544,-9.0,-7.963180541992188e-05,8.99992036819458,7.038930058479309
44,-2.875,-0.0556640625,2.8193359375,-3.359375,-0.005035400390625,3.354339599609375,-3.015625,-0.1650390625,2.8505859375,-3.09375,-0.294921875,2.798828125,2.9557723999023438
45,-13.75,-0.00013828277587890625,13.749861717224121,-16.625,-0.004425048828125,16.620574951171875,-17.125,-0.002593994140625,17.122406005859375,-16.375,-0.0013427734375,16.3736572265625,15.966624975204468
48,-3.984375,-1.1682510375976562e-05,3.984363317489624,-5.8125,-0.00029754638671875,5.812202453613281,-1.2421875,-0.0003185272216796875,1.2418689727783203,-6.90625,-0.00015354156494140625,6.906096458435059,4.486132800579071
49,-6.71875,-0.443359375,6.275390625,-6.21875,-7.875,-1.65625,-2.375,-0.6953125,1.6796875,-18.5625,-31.625476837158203,-13.062976837158203,-1.6910371780395508
53,-14.5625,-0.00017642974853515625,14.562323570251465,-13.5625,-0.000377655029296875,13.562122344970703,-12.8125,-0.0002079010009765625,12.812292098999023,-12.625,-0.0001506805419921875,12.624849319458008,13.3903968334198
54,-1.3359375,-2.5272369384765625e-05,1.3359122276306152,-0.5625,-9.298324584960938e-06,0.562490701675415,-2.640625,-9.584426879882812e-05,2.640529155731201,-1.4921875,-0.000133514404296875,1.4920539855957031,1.5077465176582336
55,-7.5625,-0.000782012939453125,7.561717987060547,-9.25,-0.0001506805419921875,9.249849319458008,-5.09375,-2.5987625122070312e-05,5.093724012374878,-5.8125,-0.000705718994140625,5.811794281005859,6.929271399974823
56,-17.5,-2.4318695068359375e-05,17.49997568130493,-14.625,-1.430511474609375e-05,14.624985694885254,-14.625,-7.152557373046875e-06,14.624992847442627,-14.8125,-1.1682510375976562e-05,14.812488317489624,15.39061063528061
57,-4.03125,-0.0009307861328125,4.0303192138671875,-5.375,-0.0107421875,5.3642578125,-2.8125,-0.0002593994140625,2.8122406005859375,-4.53125,-0.0245361328125,4.5067138671875,4.178382873535156
58,-5.25,-0.000293731689453125,5.249706268310547,-5.03125,-0.0004062652587890625,5.030843734741211,-2.6875,-0.000499725341796875,2.687000274658203,-4.6875,-0.000209808349609375,4.687290191650391,4.413710117340088
60,-8.75,-0.0004596710205078125,8.749540328979492,-7.6875,-1.2993812561035156e-05,7.687487006187439,-7.46875,-7.152557373046875e-06,7.468742847442627,-4.375,-0.01129150390625,4.36370849609375,7.067369669675827
61,-10.1875,-0.0002651214599609375,10.187234878540039,-9.8125,-0.00125885009765625,9.811241149902344,-8.625,-0.00022029876708984375,8.62477970123291,-7.875,-0.0004100799560546875,7.874589920043945,9.12446141242981
65,-5.25,-0.0003948211669921875,5.249605178833008,-4.65625,-0.0010223388671875,4.6552276611328125,-4.71875,-0.00019073486328125,4.718559265136719,-1.734375,-0.000537872314453125,1.7338371276855469,4.0893073081970215
67,-4.5625,-0.00011491775512695312,4.562385082244873,-9.5,-0.000690460205078125,9.499309539794922,-2.5,-0.000881195068359375,2.4991188049316406,-9.5,-0.002532958984375,9.497467041015625,6.514570116996765
68,-3.25,-6.723403930664062e-05,3.2499327659606934,-2.953125,-0.0002346038818359375,2.952890396118164,-3.109375,-0.00012969970703125,3.1092453002929688,-3.921875,-0.365234375,3.556640625,3.2171772718429565
70,-6.53125,-3.5762786865234375e-07,6.531249642372131,-9.5625,0.0,9.5625,-6.40625,-1.1920928955078125e-07,6.4062498807907104,-10.4375,0.0,10.4375,8.23437488079071
71,-8.9375,-0.00732421875,8.93017578125,-10.125,-0.0005340576171875,10.124465942382812,-10.3125,-0.022216796875,10.290283203125,-10.75,-0.09326171875,10.65673828125,10.000415802001953
73,-9.1875,-1.5974044799804688e-05,9.1874840259552,-8.1875,-1.990795135498047e-05,8.187480092048645,-8.9375,-4.8160552978515625e-05,8.937451839447021,-8.3125,-0.00010585784912109375,8.312394142150879,8.656202524900436
74,-11.75,-4.5299530029296875e-06,11.749995470046997,-6.9375,-7.152557373046875e-06,6.937492847442627,-8.8125,-1.1205673217773438e-05,8.812488794326782,-4.375,-2.2649765014648438e-06,4.3749977350234985,7.968743711709976
76,-9.0,-0.00051116943359375,8.999488830566406,-7.21875,-0.00031280517578125,7.218437194824219,-5.8125,-0.0002841949462890625,5.812215805053711,-7.5625,-0.0003681182861328125,7.562131881713867,7.398068428039551
78,-7.09375,0.0,7.09375,-8.4375,-2.384185791015625e-07,8.437499761581421,-8.5625,-1.1920928955078125e-07,8.56249988079071,-7.53125,0.0,7.53125,7.906249910593033
79,-10.4375,-0.000148773193359375,10.43735122680664,-9.6875,-2.4318695068359375e-05,9.687475681304932,-12.3125,-0.00017452239990234375,12.312325477600098,-11.4375,-0.004669189453125,11.432830810546875,10.967495799064636
81,-7.59375,-0.01226806640625,7.58148193359375,-6.3125,-1.6953125,4.6171875,-4.875,-8.344650268554688e-05,4.8749165534973145,-9.125,-0.000701904296875,9.124298095703125,6.549471020698547
83,-8.25,-0.00037384033203125,8.249626159667969,-7.84375,-0.00054931640625,7.84320068359375,-6.59375,-0.00016689300537109375,6.593583106994629,-9.3125,-0.00194549560546875,9.310554504394531,7.99924111366272
84,-4.0625,-0.000255584716796875,4.062244415283203,-4.65625,-0.0004100799560546875,4.655839920043945,-2.84375,-0.00079345703125,2.84295654296875,-3.78125,-0.000972747802734375,3.7802772521972656,3.835329532623291
86,-6.21875,-0.06640625,6.15234375,-7.0,-0.00026702880859375,6.999732971191406,-3.609375,-0.006805419921875,3.602569580078125,-7.65625,-0.00064849853515625,7.655601501464844,6.102561950683594
87,-6.1875,-5.7220458984375e-05,6.187442779541016,-7.03125,-2.2530555725097656e-05,7.031227469444275,-5.15625,-1.52587890625e-05,5.1562347412109375,-2.171875,-3.409385681152344e-05,2.1718409061431885,5.136686474084854
88,-7.125,-0.002044677734375,7.122955322265625,-5.96875,-5.412101745605469e-05,5.968695878982544,-7.90625,-4.124641418457031e-05,7.906208753585815,-7.125,-0.00014495849609375,7.124855041503906,7.030678749084473
89,-4.46875,-0.00016689300537109375,4.468583106994629,-3.375,-0.0152587890625,3.3597412109375,-1.59375,-0.0213623046875,1.5723876953125,-4.875,-0.00518798828125,4.86981201171875,3.5676310062408447
90,-11.5625,-0.0006866455078125,11.561813354492188,-7.84375,-0.00347900390625,7.84027099609375,-7.96875,-0.0004024505615234375,7.968347549438477,-11.5,-0.001953125,11.498046875,9.717119693756104
91,-11.375,-0.000270843505859375,11.37472915649414,-14.375,-2.181529998779297e-05,14.374978184700012,-13.0625,-0.00165557861328125,13.060844421386719,-10.5625,-3.039836883544922e-05,10.562469601631165,12.343255341053009
94,-11.75,-0.0159912109375,11.7340087890625,-7.75,-0.00010919570922851562,7.7498908042907715,-2.5625,-1.1920928955078125e-07,2.5624998807907104,-5.15625,-3.528594970703125e-05,5.156214714050293,6.800653547048569
95,-5.84375,-6.914138793945312e-05,5.8436808586120605,-5.375,-0.0003986358642578125,5.374601364135742,-7.5625,-5.626678466796875e-05,7.562443733215332,-6.15625,-0.0001811981201171875,6.156068801879883,6.234198689460754
96,-4.46875,-5.7220458984375e-06,4.468744277954102,-5.0625,-0.00078582763671875,5.061714172363281,-2.5625,-6.079673767089844e-06,2.562493920326233,-2.078125,-2.0623207092285156e-05,2.0781043767929077,3.542764186859131
97,-3.1875,-0.003662109375,3.183837890625,-1.7109375,-0.0419921875,1.6689453125,-4.65625,-0.0034332275390625,4.6528167724609375,-5.34375,-0.0027008056640625,5.3410491943359375,3.7116622924804688
99,-11.3125,-0.1875,11.125,-10.9375,-0.423828125,10.513671875,-8.5,-0.05810546875,8.44189453125,-13.375,-0.2177734375,13.1572265625,10.8094482421875
101,-4.34375,-0.000171661376953125,4.343578338623047,-13.0,-0.021484375,12.978515625,-4.28125,-0.0003490447998046875,4.280900955200195,-2.328125,-0.00013065338134765625,2.3279943466186523,5.982747316360474
102,-10.8125,-0.00023365020751953125,10.81226634979248,-10.5,-0.00024318695068359375,10.499756813049316,-10.4375,-0.00025177001953125,10.437248229980469,-9.6875,-0.000156402587890625,9.68734359741211,10.359153747558594
105,-5.40625,-3.40625,2.0,-2.515625,-7.2479248046875e-05,2.515552520751953,-1.8203125,-1.1563301086425781e-05,1.8203009366989136,-4.09375,-8.487701416015625e-05,4.09366512298584,2.6073796451091766
107,-6.5625,-4.601478576660156e-05,6.562453985214233,-5.9375,-1.4781951904296875e-05,5.937485218048096,-6.4375,-4.649162292480469e-06,6.4374953508377075,-6.25,-9.202957153320312e-05,6.249907970428467,6.296835631132126
108,-4.3125,-0.00012159347534179688,4.312378406524658,-3.40625,-0.0003528594970703125,3.4058971405029297,-6.25,-0.0002918243408203125,6.24970817565918,-2.046875,-0.000644683837890625,2.0462303161621094,4.003553509712219
109,-7.84375,-7.534027099609375e-05,7.843674659729004,-4.75,-0.0013427734375,4.7486572265625,-3.421875,-0.091796875,3.330078125,-3.5625,-0.0030517578125,3.5594482421875,4.870464563369751
113,-5.5625,-4.5,1.0625,-5.0,-0.0712890625,4.9287109375,-7.1875,-0.00052642822265625,7.186973571777344,-6.90625,-0.001983642578125,6.904266357421875,5.020612716674805
114,-9.6875,-2.86102294921875e-06,9.68749713897705,-9.8125,-2.86102294921875e-06,9.81249713897705,-8.0625,-3.4570693969726562e-06,8.062496542930603,-9.8125,-1.0728836059570312e-06,9.812498927116394,9.343747437000275
117,-4.125,0.0,4.125,-3.9375,0.0,3.9375,-0.58984375,0.0,0.58984375,-3.40625,-1.1920928955078125e-07,3.4062498807907104,3.0146484076976776
118,-0.8515625,-7.009506225585938e-05,0.8514924049377441,-0.470703125,-0.00017261505126953125,0.47053050994873047,-4.5,-6.389617919921875e-05,4.499936103820801,-2.46875,-0.0004215240478515625,2.4683284759521484,2.072571873664856
119,-8.4375,-8.344650268554688e-07,8.437499165534973,-4.09375,-1.7762184143066406e-05,4.093732237815857,-5.25,-5.960464477539062e-07,5.249999403953552,-2.25,-0.00171661376953125,2.2482833862304688,5.007378548383713
124,-3.015625,0.0,3.015625,-6.8125,-1.1920928955078125e-07,6.8124998807907104,-0.828125,-1.1920928955078125e-07,0.8281248807907104,-5.78125,0.0,5.78125,4.109374940395355
126,-10.1875,-0.0002841949462890625,10.187215805053711,-12.1875,-0.056640625,12.130859375,-7.96875,-0.05859375,7.91015625,-3.9375,-0.0001811981201171875,3.937318801879883,8.541387557983398
129,-9.75,-0.000659942626953125,9.749340057373047,-9.5,-0.00048065185546875,9.499519348144531,-8.375,-3.8623809814453125e-05,8.374961376190186,-11.75,-0.000579833984375,11.749420166015625,9.843310236930847
131,-5.71875,-0.001007080078125,5.717742919921875,-6.6875,-0.00069427490234375,6.686805725097656,-5.09375,-0.04541015625,5.04833984375,-7.53125,-0.001312255859375,7.529937744140625,6.245706558227539
133,-9.9375,-1.6570091247558594e-05,9.937483429908752,-8.1875,-2.703125,5.484375,-9.875,-8.225440979003906e-06,9.874991774559021,-13.25,-1.2159347534179688e-05,13.249987840652466,9.63670951128006
134,-6.28125,-0.0002918243408203125,6.28095817565918,-6.65625,-0.000568389892578125,6.655681610107422,-5.84375,-0.00531005859375,5.83843994140625,-7.03125,-0.0264892578125,7.0047607421875,6.444960117340088
136,-7.3125,-0.3515625,6.9609375,-8.4375,-0.00010824203491210938,8.437391757965088,-6.25,-12.375,-6.125,-4.53125,-5.5625,-1.03125,2.060519814491272
138,-5.78125,-0.1357421875,5.6455078125,-0.171875,-3.933906555175781e-06,0.17187106609344482,-2.25,-0.2099609375,2.0400390625,-3.796875,-0.36328125,3.43359375,2.822752922773361
142,-10.0,-2.4318695068359375e-05,9.999975681304932,-12.0625,-9.72747802734375e-05,12.062402725219727,-10.8125,-2.86102294921875e-05,10.812471389770508,-10.125,-8.0108642578125e-05,10.124919891357422,10.749942421913147
144,-9.3125,-3.1948089599609375e-05,9.3124680519104,-8.4375,-3.5762786865234375e-05,8.437464237213135,-6.40625,-2.968311309814453e-05,6.406220316886902,-7.5625,-3.24249267578125e-05,7.562467575073242,7.92965504527092
148,-1.6796875,-1.5854835510253906e-05,1.6796716451644897,-3.640625,-0.09033203125,3.55029296875,-4.40625,-0.00107574462890625,4.405174255371094,-4.21875,-0.00885009765625,4.20989990234375,3.4612596929073334
151,-8.0625,-0.00098419189453125,8.061515808105469,-5.9375,-0.002960205078125,5.934539794921875,-7.40625,-0.000164031982421875,7.406085968017578,-5.15625,-5.0067901611328125e-05,5.156199932098389,6.639585375785828
152,-3.25,-4.9591064453125e-05,3.249950408935547,-4.5,-1.0967254638671875e-05,4.499989032745361,-2.765625,-9.298324584960938e-06,2.765615701675415,-1.6171875,-3.457069396972656e-05,1.6171529293060303,3.0331770181655884
153,-7.65625,-3.814697265625e-06,7.656246185302734,-7.125,-1.0728836059570312e-06,7.124998927116394,-9.125,-1.6689300537109375e-06,9.124998331069946,-8.4375,-3.039836883544922e-05,8.437469601631165,8.08592826128006
155,-7.3125,-2.0503997802734375e-05,7.312479496002197,-4.375,-2.1457672119140625e-05,4.374978542327881,-3.015625,-0.0007476806640625,3.0148773193359375,-9.0,-3.5762786865234375e-05,8.999964237213135,5.925574898719788
156,-1.4140625,-3.0279159545898438e-05,1.414032220840454,-5.59375,-0.0002803802490234375,5.593469619750977,-5.4375,-6.151199340820312e-05,5.437438488006592,-3.171875,-0.00011110305786132812,3.1717638969421387,3.9041760563850403
157,-9.625,-0.00421142578125,9.62078857421875,-9.125,-6.341934204101562e-05,9.124936580657959,-14.1875,-0.016357421875,14.171142578125,-15.875,-0.003662109375,15.871337890625,12.197051405906677
158,-6.625,-0.00021457672119140625,6.624785423278809,-7.03125,-0.0003452301025390625,7.030904769897461,-1.9375,-1.430511474609375e-05,1.937485694885254,-6.9375,-4.8160552978515625e-05,6.9374518394470215,5.632656931877136
159,-5.71875,-0.0004596710205078125,5.718290328979492,-4.40625,-0.00104522705078125,4.405204772949219,-4.03125,-0.423828125,3.607421875,-1.8037109375,-34.0400390625,-32.236328125,-4.626352787017822
161,-8.6875,-5.960464477539062e-07,8.687499403953552,-3.90625,-1.0728836059570312e-06,3.906248927116394,-2.875,-1.3113021850585938e-06,2.874998688697815,-8.0,-1.3589859008789062e-05,7.999986410140991,5.867183357477188
163,-9.0,-0.00150299072265625,8.998497009277344,-9.4375,-0.000965118408203125,9.436534881591797,-7.3125,-0.0020751953125,7.3104248046875,-9.8125,-0.000492095947265625,9.812007904052734,8.889366149902344
167,-12.6875,-0.0003757476806640625,12.687124252319336,-11.8125,-4.9591064453125e-05,11.812450408935547,-6.8125,-0.000141143798828125,6.812358856201172,-13.375,-0.0004825592041015625,13.374517440795898,11.171612739562988
169,-12.875,-0.00019073486328125,12.874809265136719,-13.125,-0.00015354156494140625,13.124846458435059,-13.5,-0.00011157989501953125,13.49988842010498,-11.75,-6.341934204101562e-05,11.749936580657959,12.81237018108368
173,-9.125,-0.0002727508544921875,9.124727249145508,-8.4375,-8.58306884765625e-05,8.437414169311523,-7.1875,-0.00180816650390625,7.185691833496094,-8.875,-0.0004177093505859375,8.874582290649414,8.405603885650635
174,-10.625,-0.00014781951904296875,10.624852180480957,-10.0625,-5.125999450683594e-06,10.06249487400055,-6.3125,-3.719329833984375e-05,6.31246280670166,-10.4375,-1.990795135498047e-05,10.437480092048645,9.359322488307953
175,-5.78125,-0.314453125,5.466796875,-6.46875,-0.1806640625,6.2880859375,-5.625,-0.25390625,5.37109375,-6.71875,-0.3515625,6.3671875,5.873291015625
176,-6.03125,-0.208984375,5.822265625,-9.625,-8.8125,0.8125,-5.34375,-0.000209808349609375,5.343540191650391,-5.53125,-5.4375,0.09375,3.0180139541625977
179,-29.5,-0.007080078125,29.492919921875,-30.75,-0.01123046875,30.73876953125,-29.75,-0.004425048828125,29.745574951171875,-33.75,-0.390625,33.359375,30.83415985107422
180,-4.875,-0.2392578125,4.6357421875,-9.375,-0.014892578125,9.360107421875,-6.875,-0.0186767578125,6.8563232421875,-10.1875,-0.00186920166015625,10.185630798339844,7.759450912475586
182,-7.59375,-0.0274658203125,7.5662841796875,-12.0,-3.3125,8.6875,-10.3125,-0.036865234375,10.275634765625,-10.5,-9.0625,1.4375,6.991729736328125
184,-6.5,-1.6570091247558594e-05,6.499983429908752,-5.1875,-0.04248046875,5.14501953125,-6.875,-1.71875,5.15625,-6.71875,-9.059906005859375e-06,6.718740940093994,5.879998475313187
185,-2.5,-0.00010919570922851562,2.4998908042907715,-5.125,-0.00994873046875,5.11505126953125,-5.625,-0.0269775390625,5.5980224609375,-5.53125,-0.000705718994140625,5.530544281005859,4.685877203941345
187,-4.8125,-3.65625,1.15625,-6.3125,-0.1015625,6.2109375,-6.03125,-0.004180908203125,6.027069091796875,-22.0,-0.03759765625,21.96240234375,8.839164733886719
188,-5.875,-0.0006866455078125,5.8743133544921875,-4.0,-0.00147247314453125,3.9985275268554688,-3.90625,-0.00048065185546875,3.9057693481445312,-5.28125,-0.00159454345703125,5.279655456542969,4.764566421508789
189,-12.0625,-0.33203125,11.73046875,-9.8125,-0.00017642974853515625,9.812323570251465,-7.96875,-0.0001354217529296875,7.96861457824707,-9.75,-0.00017833709716796875,9.749821662902832,9.815307140350342
192,-6.28125,-0.004241943359375,6.277008056640625,-6.28125,-2.609375,3.671875,-4.625,-3.359375,1.265625,-6.3125,-2.578125,3.734375,3.7372207641601562
194,-9.625,-0.00011873245239257812,9.624881267547607,-8.0,-8.916854858398438e-05,7.999910831451416,-7.5,-0.000244140625,7.499755859375,-7.46875,-0.000946044921875,7.467803955078125,8.148087978363037
195,-10.25,-0.0021209716796875,10.247879028320312,-7.5,-8.125,-0.625,-12.125,-0.0003070831298828125,12.124692916870117,-11.4375,-4.15625,7.28125,7.257205486297607
197,-7.625,-2.0265579223632812e-06,7.624997973442078,-4.78125,-1.430511474609375e-06,4.781248569488525,-7.8125,-2.384185791015625e-07,7.812499761581421,-4.78125,-2.6226043701171875e-06,4.78124737739563,6.2499984204769135
198,-6.65625,-0.00010204315185546875,6.6561479568481445,-8.3125,-4.7206878662109375e-05,8.312452793121338,-6.90625,-0.0032806396484375,6.9029693603515625,-8.8125,-7.2479248046875e-05,8.812427520751953,7.6709994077682495
199,-2.171875,-9.489059448242188e-05,2.1717801094055176,-1.015625,-0.00013828277587890625,1.015486717224121,-7.46875,-2.968311309814453e-05,7.468720316886902,-7.875,-6.818771362304688e-05,7.874931812286377,4.632729738950729
201,-1.8046875,-2.8967857360839844e-05,1.8046585321426392,-2.734375,-3.814697265625e-06,2.7343711853027344,-5.9375,-1.895427703857422e-05,5.937481045722961,-2.734375,-1.1563301086425781e-05,2.7343634366989136,3.302718549966812
203,-11.0,-0.006591796875,10.993408203125,-11.5,-0.09130859375,11.40869140625,-6.875,-0.0004253387451171875,6.874574661254883,-8.6875,-0.0007476806640625,8.686752319335938,9.490856647491455
205,-8.875,-0.0003414154052734375,8.874658584594727,-8.625,-0.00018787384033203125,8.624812126159668,-8.5,-0.0003871917724609375,8.499612808227539,-7.90625,-0.0004177093505859375,7.905832290649414,8.476228952407837
206,-4.375,-4.1484832763671875e-05,4.374958515167236,-1.4453125,-0.00013637542724609375,1.445176124572754,-4.71875,-1.1086463928222656e-05,4.718738913536072,-4.96875,-4.76837158203125e-06,4.968745231628418,3.87690469622612
208,-8.125,-5.745887756347656e-05,8.124942541122437,-8.25,-8.487701416015625e-05,8.24991512298584,-7.875,-6.866455078125e-05,7.874931335449219,-8.0625,-9.012222290039062e-05,8.0624098777771,8.078049719333649
210,-9.0,-0.00014400482177734375,8.999855995178223,-9.375,-0.000133514404296875,9.374866485595703,-9.3125,-0.000530242919921875,9.311969757080078,-8.75,-0.00011730194091796875,8.749882698059082,9.109143733978271
213,-4.25,-8.58306884765625e-05,4.249914169311523,-4.5,-0.00677490234375,4.49322509765625,-4.34375,-1.2636184692382812e-05,4.343737363815308,-3.734375,-8.344650268554688e-05,3.7342915534973145,4.205292046070099
216,-6.53125,-0.00075531005859375,6.530494689941406,-9.375,-9.965896606445312e-05,9.374900341033936,-7.21875,-0.00125885009765625,7.217491149902344,-7.28125,-0.000278472900390625,7.280971527099609,7.600964426994324
