id,average_accuracy,ECS
216,1.0,0.9429692228635153
217,1.0,0.9041137595971426
218,1.0,0.8992006480693817
220,1.0,0.9520488977432252
221,1.0,0.9164846241474152
222,1.0,0.9445786873499552
223,1.0,0.9359217484792074
224,1.0,0.942719946304957
226,1.0,0.9403864443302156
227,1.0,0.8929926753044128
228,1.0,0.9290471772352854
229,1.0,0.8768189251422882
230,1.0,0.9192638993263244
231,1.0,0.8828047712643942
232,1.0,0.9020584324995676
233,0.75,0.9346683025360109
234,1.0,0.9607399602731068
236,1.0,0.9494819243748984
238,1.0,0.9320448140303292
239,1.0,0.8985042870044708
240,1.0,0.8716524144013723
241,1.0,0.8933184643586477
242,1.0,0.9533110956350962
243,1.0,0.9240677952766418
244,1.0,0.9506815771261852
245,1.0,0.9356309473514556
246,1.0,0.9516872862974802
247,1.0,0.89725195368131
248,1.0,0.9763175149758656
249,1.0,0.8969743152459463
250,1.0,0.9118137856324514
251,1.0,0.8733877936999003
252,1.0,0.9180750151475272
253,1.0,0.942501425743103
254,1.0,0.937438835700353
255,1.0,0.8897554576396942
256,1.0,0.8994448681672415
258,1.0,0.9010152022043864
261,1.0,0.9303579131762186
262,1.0,0.8104546666145325
264,1.0,0.9365702867507936
265,1.0,0.9427560369173684
266,1.0,0.8765908181667328
267,1.0,0.9787905116875968
268,1.0,0.9708836873372396
269,1.0,0.8943388064702352
270,1.0,0.920147180557251
272,1.0,0.925675481557846
274,1.0,0.935103883345922
275,1.0,0.9540221790472666
276,1.0,0.9377946158250172
277,1.0,0.9377852578957876
278,1.0,0.8636186222235361
279,1.0,0.9418597320715586
280,1.0,0.9323494533697764
281,1.0,0.8855921626091003
282,1.0,0.9331282675266266
283,1.0,0.9484255611896516
285,1.0,0.9020107984542848
286,1.0,0.8282803893089294
289,1.0,0.8520581722259521
290,1.0,0.928658127784729
291,1.0,0.9109266300996144
292,1.0,0.950297087430954
293,1.0,0.9439782003561656
294,1.0,0.9332289497057596
295,1.0,0.8387786149978638
296,1.0,0.9043004115422568
298,1.0,0.9389174580574036
299,1.0,0.9010745584964752
300,1.0,0.910484234491984
301,1.0,0.9223278065522512
302,1.0,0.8880516787370046
304,1.0,0.9317685266335806
305,1.0,0.8931238750616709
307,1.0,0.8850321571032206
308,1.0,0.9421861171722412
310,1.0,0.9552107950051626
312,1.0,0.9353081782658896
313,1.0,0.9461795091629028
314,1.0,0.923903634150823
316,1.0,0.9349143703778584
317,1.0,0.9553907215595244
318,1.0,0.9196188946564992
321,1.0,0.9350483814875284
322,1.0,0.9104669292767844
323,1.0,0.9493892590204874
324,1.0,0.9526751836140952
325,1.0,0.9549929598967234
326,1.0,0.9263126651446024
327,1.0,0.9578168590863546
329,1.0,0.9694892267386118
330,1.0,0.8604015906651815
331,1.0,0.921737939119339
332,1.0,0.9323305984338124
333,1.0,0.9441709717114768
335,1.0,0.8700310786565145
336,1.0,0.9530912339687349
337,1.0,0.9305710395177206
338,1.0,0.8974061608314514
339,1.0,0.971715877453486
340,1.0,0.8946930269400278
341,1.0,0.9784998496373496
342,1.0,0.8954469760258993
343,1.0,0.9470033943653108
344,1.0,0.9223466912905376
346,1.0,0.933350831270218
349,1.0,0.9367652932802836
351,1.0,0.9656508266925812
352,1.0,0.9363362391789756
353,1.0,0.923367569843928
354,1.0,0.8901250461737314
355,1.0,0.9096533258756002
356,1.0,0.9077319800853728
358,1.0,0.9147975544134777
359,1.0,0.9744934340318044
360,1.0,0.84829909602801
361,1.0,0.954032818476359
363,1.0,0.8765735526879629
365,1.0,0.8754287958145142
366,1.0,0.954159567753474
368,1.0,0.915806512037913
370,1.0,0.9584346314271291
372,1.0,0.9354939858118692
373,1.0,0.96959125995636
375,1.0,0.8088177442550659
377,1.0,0.9491992592811584
378,1.0,0.9317930241425832
379,1.0,0.9269732435544332
380,1.0,0.9112853705883026
381,1.0,0.9473687410354614
382,1.0,0.9337466359138488
383,1.0,0.9478028217951456
384,1.0,0.929493417342504
385,1.0,0.8681990504264832
386,1.0,0.9414594769477844
387,1.0,0.9177974661191304
388,1.0,0.931220442056656
389,1.0,0.8313355445861816
390,1.0,0.8750417729218801
391,1.0,0.9812877774238586
392,1.0,0.9464483559131622
393,1.0,0.9253542820612588
394,1.0,0.9261921048164368
395,1.0,0.9145574569702148
396,1.0,0.8515612284342448
397,1.0,0.8925733764966329
398,1.0,0.9107692042986552
399,1.0,0.9117057224114736
400,1.0,0.8763997256755829
401,1.0,0.904163012901942
402,1.0,0.9112654626369476
403,1.0,0.8404044608275095
404,1.0,0.9606914818286896
405,1.0,0.9165663520495096
406,1.0,0.942746768395106
407,1.0,0.973456770181656
408,1.0,0.941763331492742
410,1.0,0.9297223389148712
411,1.0,0.9215312202771504
412,1.0,0.9255293409029642
413,1.0,0.9217870036760966
414,1.0,0.9471922119458516
415,1.0,0.911046783129374
416,1.0,0.9125997523466746
417,1.0,0.9091942012310028
418,1.0,0.874051829179128
419,1.0,0.9297618766625724
420,1.0,0.8583060105641683
421,1.0,0.9409860769907632
422,1.0,0.8994036416212717
423,1.0,0.951036810874939
424,1.0,0.9107953806718192
425,1.0,0.9070751667022704
426,1.0,0.9214752415815988
427,1.0,0.9185252090295156
428,1.0,0.9158684611320496
429,1.0,0.9498450656731924
430,1.0,0.9143830835819244
431,1.0,0.9354987144470216
432,1.0,0.9189687470595042
433,1.0,0.8723863065242767
434,1.0,0.9402483801047008
435,1.0,0.941233605146408
436,1.0,0.9178725679715476
437,1.0,0.9395576020081838
438,1.0,0.8715243836243948
439,1.0,0.9584714571634928
440,1.0,0.9150636792182922
441,1.0,0.878032922744751
442,1.0,0.8997080822785696
443,1.0,0.9344535370667776
444,1.0,0.9166366557280222
445,1.0,0.9115638633569082
446,1.0,0.9057134290536244
447,1.0,0.9169026215871176
448,1.0,0.9214007258415222
449,1.0,0.8749513725439707
450,1.0,0.9022256135940552
451,1.0,0.9708178738753
452,1.0,0.96323495109876
453,1.0,0.9538637399673462
455,1.0,0.9290727376937866
456,1.0,0.8861973782380422
457,1.0,0.9608261585235596
458,1.0,0.9250515401363372
459,1.0,0.941708207130432
461,1.0,0.9418999354044596
463,1.0,0.934496800104777
464,1.0,0.8771513104438782
465,1.0,0.9526209533214568
466,1.0,0.8756210605303446
467,1.0,0.9477217296759288
469,1.0,0.8919113576412201
470,1.0,0.8762706816196442
472,1.0,0.8766861855983734
473,1.0,0.8854016661643982
474,1.0,0.9283512433369956
476,1.0,0.869919091463089
477,1.0,0.9003680447737376
478,1.0,0.916531890630722
479,1.0,0.9449184834957124
480,1.0,0.8751324812571207
481,1.0,0.932256519794464
482,1.0,0.9048193097114564
483,1.0,0.9499732355276744
485,1.0,0.9259062012036642
486,1.0,0.9720042049884796
490,1.0,0.8923111160596212
491,1.0,0.9396352966626486
492,1.0,0.8710203568140665
493,1.0,0.891582578420639
494,1.0,0.9438033103942872
495,1.0,0.932531714439392
496,1.0,0.9678419729073844
497,1.0,0.9587235053380332
498,1.0,0.962296595176061
500,1.0,0.8949581881364187
