id,orig_Z,orig_uplift_conf,orig_necessity_conf,orig_base_lp_gold,orig_half_lp_gold,orig_full_lp_gold,orig_base_issue,orig_half_issue,orig_full_issue,orig_correct_letter,orig_options_json,lex_Z,lex_uplift_conf,lex_necessity_conf,lex_base_lp_gold,lex_half_lp_gold,lex_full_lp_gold,lex_base_issue,lex_half_issue,lex_full_issue,lex_correct_letter,lex_options_json,syn_Z,syn_uplift_conf,syn_necessity_conf,syn_base_lp_gold,syn_half_lp_gold,syn_full_lp_gold,syn_base_issue,syn_half_issue,syn_full_issue,syn_correct_letter,syn_options_json,ctx_Z,ctx_uplift_conf,ctx_necessity_conf,ctx_base_lp_gold,ctx_half_lp_gold,ctx_full_lp_gold,ctx_base_issue,ctx_half_issue,ctx_full_issue,ctx_correct_letter,ctx_options_json
12,-0.003021778,0.00283060732,0.02257598532,-0.003021778,-0.022767156,-0.00019117068,OK,OK,OK,B,"{""A"": ""-1"", ""B"": ""9"", ""C"": ""4.5"", ""D"": ""19""}",-0.007430033,0.00731106457,0.00186030757,-0.007430033,-0.001979276,-0.00011896843,OK,OK,OK,B,"{""A"": ""19"", ""B"": ""9"", ""C"": ""8"", ""D"": ""18""}",-2.251912,2.251890663058,0.001151894258,-2.251912,-0.0011732312,-2.1336942e-05,OK,OK,OK,A,"{""A"": ""9"", ""B"": ""8"", ""C"": ""18"", ""D"": ""19""}",-0.0022779945,0.002258683443,0.003212524243,-0.0022779945,-0.0032318353,-1.9311057e-05,OK,OK,OK,A,"{""A"": ""9"", ""B"": ""10"", ""C"": ""-1"", ""D"": ""18""}"
13,-0.0021399097,0.00198866024,0.0025463508400000003,-0.0021399097,-0.0026976003,-0.00015124946,OK,OK,OK,D,"{""A"": ""449"", ""B"": ""451"", ""C"": ""460"", ""D"": ""450""}",-0.0009923376,0.00082786247,0.01086377887,-0.0009923376,-0.011028254,-0.00016447513,OK,OK,OK,D,"{""A"": ""440"", ""B"": ""451"", ""C"": ""460"", ""D"": ""450""}",-0.0011301253,0.001080537462,0.002922276162,-0.0011301253,-0.002971864,-4.9587838e-05,OK,OK,OK,A,"{""A"": ""450"", ""B"": ""225"", ""C"": ""900"", ""D"": ""451""}",-0.0018864147,0.0018333688979999998,0.018920515198,-0.0018864147,-0.018973561,-5.3045802e-05,OK,OK,OK,A,"{""A"": ""450"", ""B"": ""900"", ""C"": ""460"", ""D"": ""449""}"
14,-0.0013706326,0.0012811143000000002,0.0036385783,-0.0013706326,-0.0037280966,-8.95183e-05,OK,OK,OK,C,"{""A"": ""14"", ""B"": ""6"", ""C"": ""7"", ""D"": ""17""}",-0.0011953787,0.001099304555,0.0068188318550000005,-0.0011953787,-0.006914906,-9.6074145e-05,OK,OK,OK,D,"{""A"": ""8"", ""B"": ""6"", ""C"": ""17"", ""D"": ""7""}",-0.012794949,0.01271138964,0.00819604264,-0.012794949,-0.008279602,-8.355936e-05,OK,OK,OK,B,"{""A"": ""8"", ""B"": ""7"", ""C"": ""14"", ""D"": ""3.5""}",-0.009656561,0.0094796925,0.0467788315,-0.009656561,-0.0469557,-0.0001768685,OK,OK,OK,C,"{""A"": ""17"", ""B"": ""8"", ""C"": ""7"", ""D"": ""-3""}"
15,-0.02868598,0.0285621289,0.4136222689,-0.02868598,-0.41374612,-0.0001238511,OK,OK,OK,B,"{""A"": ""15"", ""B"": ""25"", ""C"": ""35"", ""D"": ""50""}",-0.051749546,0.0516239083,4.1122143623,-0.051749546,-4.11234,-0.0001256377,OK,OK,OK,C,"{""A"": ""24"", ""B"": ""15"", ""C"": ""25"", ""D"": ""26""}",-0.0057383184,0.00546381616,0.0022307697599999996,-0.0057383184,-0.002505272,-0.00027450224,OK,OK,OK,C,"{""A"": ""50"", ""B"": ""35"", ""C"": ""25"", ""D"": ""12.5""}",-0.25159174,0.25143465242,0.015714970420000002,-0.25159174,-0.015872058,-0.00015708758,OK,OK,OK,D,"{""A"": ""12.5"", ""B"": ""50"", ""C"": ""24"", ""D"": ""25""}"
16,-0.0130822165,0.01267343094,0.02688556444,-0.0130822165,-0.02729435,-0.00040878556,OK,OK,OK,D,"{""A"": ""130"", ""B"": ""261"", ""C"": ""270"", ""D"": ""260""}",-0.009355896,0.009014797650000001,0.01682504665,-0.009355896,-0.017166145,-0.00034109835,OK,OK,OK,D,"{""A"": ""250"", ""B"": ""259"", ""C"": ""270"", ""D"": ""260""}",-0.004157459,0.003996439409999999,0.00080686275,-0.004157459,-0.00096788234,-0.00016101959,OK,OK,OK,C,"{""A"": ""259"", ""B"": ""130"", ""C"": ""260"", ""D"": ""520""}",-0.0056399307,0.0053209934000000006,0.09119211869999999,-0.0056399307,-0.091511056,-0.0003189373,OK,OK,OK,D,"{""A"": ""270"", ""B"": ""259"", ""C"": ""261"", ""D"": ""260""}"
17,-0.00023456782,0.00010678616,0.0012124938400000001,-0.00023456782,-0.0013402755,-0.00012778166,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""5"", ""C"": ""4"", ""D"": ""3""}",-0.00015530037,0.00012740597,0.0007388895,-0.00015530037,-0.0007667839,-2.78944e-05,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""5"", ""C"": ""-6"", ""D"": ""14""}",-0.00021978182,0.000198206508,0.000654437588,-0.00021978182,-0.0006760129,-2.1575312e-05,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""3"", ""C"": ""2"", ""D"": ""8""}",-0.0017110327,0.0015547791499999999,0.0007953063500000001,-0.0017110327,-0.0009515599,-0.00015625355,OK,OK,OK,C,"{""A"": ""-6"", ""B"": ""2"", ""C"": ""4"", ""D"": ""14""}"
18,-0.0017381635,0.0012821762,0.0002128785,-0.0017381635,-0.0006688658,-0.0004559873,OK,OK,OK,D,"{""A"": ""361"", ""B"": ""350"", ""C"": ""180"", ""D"": ""360""}",-0.058799062,0.057864300869999996,0.017828008870000002,-0.058799062,-0.01876277,-0.00093476113,OK,OK,OK,B,"{""A"": ""370"", ""B"": ""360"", ""C"": ""361"", ""D"": ""359""}",-0.0076046283,0.0074676746700000005,0.03330586437,-0.0076046283,-0.033442818,-0.00013695363,OK,OK,OK,D,"{""A"": ""350"", ""B"": ""720"", ""C"": ""361"", ""D"": ""360""}",-0.12829909,0.12804281212000002,0.04278833812,-0.12829909,-0.043044616,-0.00025627788,OK,OK,OK,C,"{""A"": ""359"", ""B"": ""720"", ""C"": ""360"", ""D"": ""350""}"
19,-0.006587307,0.0064427292099999995,0.00027529221,-0.006587307,-0.00041987,-0.00014457779,OK,OK,OK,B,"{""A"": ""200"", ""B"": ""100"", ""C"": ""99"", ""D"": ""90""}",-0.0005526116,0.00043316606000000005,4.3361370000000006e-05,-0.0005526116,-0.00016280691,-0.00011944554,OK,OK,OK,C,"{""A"": ""99"", ""B"": ""90"", ""C"": ""100"", ""D"": ""50""}",-0.0010247322,0.00094641596,0.00027648486,-0.0010247322,-0.0003548011,-7.831624e-05,OK,OK,OK,C,"{""A"": ""50"", ""B"": ""101"", ""C"": ""100"", ""D"": ""99""}",-0.032993335,0.03282611917,0.00065937047,-0.032993335,-0.0008265863,-0.00016721583,OK,OK,OK,C,"{""A"": ""50"", ""B"": ""99"", ""C"": ""100"", ""D"": ""101""}"
20,-0.00034681766,0.00025539230999999996,0.00029852983,-0.00034681766,-0.00038995518,-9.142535e-05,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""15"", ""C"": ""2.5"", ""D"": ""-5""}",-0.00016435597,0.00014516407,0.0010878313,-0.00016435597,-0.0011070232,-1.91919e-05,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""6"", ""C"": ""-5"", ""D"": ""2.5""}",-0.0005571377,0.00042625911,0.00097078591,-0.0005571377,-0.0011016645,-0.00013087859,OK,OK,OK,D,"{""A"": ""15"", ""B"": ""6"", ""C"": ""2.5"", ""D"": ""5""}",-0.0006937616,0.000627716365,0.013715618765000001,-0.0006937616,-0.013781664,-6.6045235e-05,OK,OK,OK,B,"{""A"": ""15"", ""B"": ""5"", ""C"": ""2.5"", ""D"": ""6""}"
21,-0.00043834513,0.00011071045000000002,0.02130271432,-0.00043834513,-0.021630349,-0.00032763468,OK,OK,OK,B,"{""A"": ""20"", ""B"": ""10"", ""C"": ""5"", ""D"": ""0""}",-7.8922477,7.892223859863001,0.012472843862999999,-7.8922477,-0.012496684,-2.3840137e-05,OK,OK,OK,A,"{""A"": ""10"", ""B"": ""9"", ""C"": ""5"", ""D"": ""0""}",-0.00047255773,0.00025396823,0.0028136459,-0.00047255773,-0.0030322354,-0.0002185895,OK,OK,OK,D,"{""A"": ""5"", ""B"": ""20"", ""C"": ""0"", ""D"": ""10""}",-0.0036909557,0.00360179496,0.01537192726,-0.0036909557,-0.015461088,-8.916074e-05,OK,OK,OK,D,"{""A"": ""9"", ""B"": ""5"", ""C"": ""11"", ""D"": ""10""}"
22,-0.002887474,0.00258688353,0.00619292583,-0.002887474,-0.0064935163,-0.00030059047,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""-6"", ""C"": ""4"", ""D"": ""14""}",-0.10025417,0.10008147254000001,1.79594660254,-0.10025417,-1.7961193,-0.00017269746,OK,OK,OK,B,"{""A"": ""14"", ""B"": ""4"", ""C"": ""-6"", ""D"": ""2""}",-0.0036799188,0.0034739668200000004,0.04693820002,-0.0036799188,-0.047144152,-0.00020595198,OK,OK,OK,C,"{""A"": ""5"", ""B"": ""14"", ""C"": ""4"", ""D"": ""2""}",-0.0009384545,0.000902453637,0.001843989337,-0.0009384545,-0.0018799902,-3.6000863e-05,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""5"", ""C"": ""3"", ""D"": ""2""}"
23,-1.6928236,1.6921837986000001,1.4926932986,-1.6928236,-1.4933331,-0.0006398014,OK,OK,OK,B,"{""A"": ""15"", ""B"": ""16"", ""C"": ""17"", ""D"": ""26""}",-0.5619019,0.5618214389299999,0.19008478893,-0.5619019,-0.19016525,-8.046107e-05,OK,OK,OK,B,"{""A"": ""15"", ""B"": ""16"", ""C"": ""8"", ""D"": ""26""}",-0.68680257,0.68667728962,0.18857708962,-0.68680257,-0.18870237,-0.00012528038,OK,OK,OK,B,"{""A"": ""17"", ""B"": ""16"", ""C"": ""32"", ""D"": ""8""}",-0.1765017,0.176483580428,0.21146358042799998,-0.1765017,-0.2114817,-1.8119572e-05,OK,OK,OK,A,"{""A"": ""16"", ""B"": ""15"", ""C"": ""6"", ""D"": ""8""}"
24,-0.34124738,0.34099812943999996,1.31811504944,-0.34124738,-1.3183643,-0.00024925056,OK,OK,OK,C,"{""A"": ""150"", ""B"": ""37.5"", ""C"": ""75"", ""D"": ""76""}",-3.241074,3.2404707665399997,1.5648631665400001,-3.241074,-1.5654664,-0.00060323346,OK,OK,OK,D,"{""A"": ""65"", ""B"": ""37.5"", ""C"": ""150"", ""D"": ""75""}",-0.0046384837,0.004412740090000001,0.13019437639,-0.0046384837,-0.13042012,-0.00022574361,OK,OK,OK,D,"{""A"": ""76"", ""B"": ""150"", ""C"": ""65"", ""D"": ""75""}",-0.0054241526,0.0052407292,0.0358318636,-0.0054241526,-0.036015287,-0.0001834234,OK,OK,OK,D,"{""A"": ""85"", ""B"": ""76"", ""C"": ""150"", ""D"": ""75""}"
25,-0.036847007,0.03676714173,0.00130540993,-0.036847007,-0.0013852752,-7.986527e-05,OK,OK,OK,C,"{""A"": ""86"", ""B"": ""48"", ""C"": ""96"", ""D"": ""192""}",-0.32971686,0.329630797994,0.00013848923399999998,-0.32971686,-0.00022455124,-8.6062006e-05,OK,OK,OK,C,"{""A"": ""97"", ""B"": ""48"", ""C"": ""96"", ""D"": ""106""}",-0.0019182982,0.00178336963,0.00108319233,-0.0019182982,-0.0012181209,-0.00013492857,OK,OK,OK,C,"{""A"": ""106"", ""B"": ""48"", ""C"": ""96"", ""D"": ""97""}",-0.00051949994,0.00037885344000000004,0.0008557404,-0.00051949994,-0.0009963869,-0.0001406465,OK,OK,OK,D,"{""A"": ""106"", ""B"": ""95"", ""C"": ""97"", ""D"": ""96""}"
26,-0.54450876,0.54448360839,2.73921354839,-0.54450876,-2.7392387,-2.515161e-05,OK,OK,OK,A,"{""A"": ""700"", ""B"": ""350"", ""C"": ""690"", ""D"": ""699""}",-0.28555998,0.285453175774,0.029503034774,-0.28555998,-0.029609839,-0.000106804226,OK,OK,OK,B,"{""A"": ""699"", ""B"": ""700"", ""C"": ""350"", ""D"": ""701""}",-0.09216282,0.09212503196,0.13742380196,-0.09216282,-0.13746159,-3.778804e-05,OK,OK,OK,A,"{""A"": ""700"", ""B"": ""1400"", ""C"": ""690"", ""D"": ""701""}",-3.243127,3.24296919752,3.75943819752,-3.243127,-3.759596,-0.00015780248,OK,OK,OK,B,"{""A"": ""350"", ""B"": ""700"", ""C"": ""710"", ""D"": ""699""}"
27,-0.00047935318,0.00031320982000000003,0.00060743074,-0.00047935318,-0.0007735741,-0.00016614336,OK,OK,OK,C,"{""A"": ""-9"", ""B"": ""2"", ""C"": ""1"", ""D"": ""0""}",-0.00013576241,9.845097000000001e-05,0.00046992070999999996,-0.00013576241,-0.00050723215,-3.731144e-05,OK,OK,OK,A,"{""A"": ""1"", ""B"": ""0"", ""C"": ""-9"", ""D"": ""2""}",-0.00047780332,0.000436082874,0.0004899283039999999,-0.00047780332,-0.00053164875,-4.1720446e-05,OK,OK,OK,A,"{""A"": ""1"", ""B"": ""0"", ""C"": ""2"", ""D"": ""11""}",-0.0003346643,8.839134999999996e-05,0.00058245769,-0.0003346643,-0.00082873064,-0.00024627295,OK,OK,OK,C,"{""A"": ""2"", ""B"": ""-9"", ""C"": ""1"", ""D"": ""0""}"
28,-0.0006295575,0.00017321258000000008,0.02525503308,-0.0006295575,-0.025711378,-0.00045634492,OK,OK,OK,A,"{""A"": ""24"", ""B"": ""14"", ""C"": ""12"", ""D"": ""48""}",-0.00015601525,-0.0010769890500000002,0.0006380629999999999,-0.00015601525,-0.0018710673,-0.0012330043,OK,OK,OK,C,"{""A"": ""23"", ""B"": ""25"", ""C"": ""24"", ""D"": ""14""}",-0.00020011068,0.0001315639,0.0011707680200000001,-0.00020011068,-0.0012393148,-6.854678e-05,OK,OK,OK,A,"{""A"": ""24"", ""B"": ""12"", ""C"": ""34"", ""D"": ""14""}",-0.0012366953,0.00101643655,0.0034957352499999997,-0.0012366953,-0.003715994,-0.00022025875,OK,OK,OK,C,"{""A"": ""25"", ""B"": ""14"", ""C"": ""24"", ""D"": ""48""}"
29,-0.0003582567,0.00012237712000000002,0.00069292462,-0.0003582567,-0.0009288042,-0.00023587958,OK,OK,OK,B,"{""A"": ""1"", ""B"": ""2"", ""C"": ""4"", ""D"": ""12""}",-0.0012318137,0.0011030791500000001,0.0024333997499999998,-0.0012318137,-0.0025621343,-0.00012873455,OK,OK,OK,A,"{""A"": ""2"", ""B"": ""12"", ""C"": ""-8"", ""D"": ""1""}",-0.0009817375,0.0009238017160000001,0.001464108916,-0.0009817375,-0.0015220447,-5.7935784e-05,OK,OK,OK,A,"{""A"": ""2"", ""B"": ""12"", ""C"": ""-8"", ""D"": ""1""}",-0.000948224,0.0008615661000000001,0.0009233062999999999,-0.000948224,-0.0010099642,-8.66579e-05,OK,OK,OK,D,"{""A"": ""3"", ""B"": ""-8"", ""C"": ""1"", ""D"": ""2""}"
30,-0.0069717234,0.00693762866,0.11471692525999999,-0.0069717234,-0.11475102,-3.409474e-05,OK,OK,OK,A,"{""A"": ""8"", ""B"": ""7"", ""C"": ""4"", ""D"": ""18""}",-0.8538443,0.853720568,0.108177698,-0.8538443,-0.10830143,-0.000123732,OK,OK,OK,B,"{""A"": ""9"", ""B"": ""8"", ""C"": ""4"", ""D"": ""18""}",-0.002238597,0.0020675679,0.051785260900000005,-0.002238597,-0.05195629,-0.0001710291,OK,OK,OK,B,"{""A"": ""9"", ""B"": ""8"", ""C"": ""16"", ""D"": ""7""}",-0.026236158,0.02614270632,0.04394538032,-0.026236158,-0.044038832,-9.345168e-05,OK,OK,OK,A,"{""A"": ""8"", ""B"": ""9"", ""C"": ""4"", ""D"": ""18""}"
31,-0.018211355,0.017857268899999997,0.006348788899999999,-0.018211355,-0.006702875,-0.0003540861,OK,OK,OK,B,"{""A"": ""5949"", ""B"": ""5950"", ""C"": ""2975"", ""D"": ""11900""}",-0.56649673,0.564739766,0.085277612,-0.56649673,-0.087034576,-0.001756964,OK,OK,OK,D,"{""A"": ""5951"", ""B"": ""5960"", ""C"": ""11900"", ""D"": ""5950""}",-0.32485914,0.32465795645,0.07813211245,-0.32485914,-0.078333296,-0.00020118355,OK,OK,OK,D,"{""A"": ""5949"", ""B"": ""5940"", ""C"": ""5951"", ""D"": ""5950""}",-4.153208,4.1496895038,1.1568192037999998,-4.153208,-1.1603377,-0.0035184962,OK,OK,OK,D,"{""A"": ""11900"", ""B"": ""5940"", ""C"": ""5960"", ""D"": ""5950""}"
32,-0.0010480747,0.00090075681,0.00161381081,-0.0010480747,-0.0017611287,-0.00014731789,OK,OK,OK,C,"{""A"": ""19"", ""B"": ""18"", ""C"": ""9"", ""D"": ""10""}",-0.0047990438,0.004724302035,0.002596815035,-0.0047990438,-0.0026715568,-7.4741765e-05,OK,OK,OK,B,"{""A"": ""19"", ""B"": ""9"", ""C"": ""4.5"", ""D"": ""18""}",-0.0014093217,0.001387746388,0.001148321688,-0.0014093217,-0.001169897,-2.1575312e-05,OK,OK,OK,A,"{""A"": ""9"", ""B"": ""18"", ""C"": ""-1"", ""D"": ""10""}",-0.00234131,0.00216622911,0.00204673231,-0.00234131,-0.0022218132,-0.00017508089,OK,OK,OK,B,"{""A"": ""4.5"", ""B"": ""9"", ""C"": ""18"", ""D"": ""19""}"
33,-0.0061425366,0.00571634942,0.059021566819999996,-0.0061425366,-0.059447754,-0.00042618718,OK,OK,OK,D,"{""A"": ""32.5"", ""B"": ""55"", ""C"": ""66"", ""D"": ""65""}",-0.21278685,0.21271937533,0.98068142533,-0.21278685,-0.9807489,-6.747467e-05,OK,OK,OK,A,"{""A"": ""65"", ""B"": ""55"", ""C"": ""75"", ""D"": ""64""}",-2.133899,2.13361008406,0.69152898406,-2.133899,-0.6918179,-0.00028891594,OK,OK,OK,B,"{""A"": ""55"", ""B"": ""65"", ""C"": ""32.5"", ""D"": ""64""}",-0.010265727,0.010167745490000001,0.01591734349,-0.010265727,-0.016015325,-9.798151e-05,OK,OK,OK,C,"{""A"": ""55"", ""B"": ""32.5"", ""C"": ""65"", ""D"": ""66""}"
