id,orig_Z,orig_uplift,orig_necessity,orig_base_score,orig_half_score,orig_full_score,orig_base_issue,orig_half_issue,orig_full_issue,orig_correct_letter,orig_options_json,lex_Z,lex_uplift,lex_necessity,lex_base_score,lex_half_score,lex_full_score,lex_base_issue,lex_half_issue,lex_full_issue,lex_correct_letter,lex_options_json,syn_Z,syn_uplift,syn_necessity,syn_base_score,syn_half_score,syn_full_score,syn_base_issue,syn_half_issue,syn_full_issue,syn_correct_letter,syn_options_json,ctx_Z,ctx_uplift,ctx_necessity,ctx_base_score,ctx_half_score,ctx_full_score,ctx_base_issue,ctx_half_issue,ctx_full_issue,ctx_correct_letter,ctx_options_json
12,10.254989572900001,0.1774216921399976,2.1725770454400006,10.254989572900001,8.259834219599998,10.432411265039999,OK,OK,OK,B,"{""A"": ""19"", ""B"": ""9"", ""C"": ""75"", ""D"": ""4.5""}",10.281665976000001,0.10612312774999921,0.2025206726499995,10.281665976000001,10.1852684311,10.38778910375,OK,OK,OK,B,"{""A"": ""100"", ""B"": ""9"", ""C"": ""18"", ""D"": ""19""}",5.9371110562,5.1630366815,2.8129464541000004,5.9371110562,8.2872012836,11.1001477377,OK,OK,OK,A,"{""A"": ""9"", ""B"": ""18"", ""C"": ""27"", ""D"": ""8""}",8.4099220055,5.037021292121999,9.508846343622,8.4099220055,3.9380969539999997,13.446943297622,OK,OK,OK,A,"{""A"": ""9"", ""B"": ""10"", ""C"": ""-1"", ""D"": ""18""}"
13,7.4913561484999995,1.7371214488000017,3.141239458300001,7.4913561484999995,6.087238139,9.228477597300001,OK,OK,OK,D,"{""A"": ""2"", ""B"": ""449"", ""C"": ""451"", ""D"": ""450""}",8.4773904214,1.579997367439999,4.43301532984,8.4773904214,5.624372459,10.05738778884,OK,OK,OK,D,"{""A"": ""451"", ""B"": ""2"", ""C"": ""440"", ""D"": ""450""}",9.3386825627,2.7709839224899984,7.600038203189999,9.3386825627,4.509628282,12.109666485189999,OK,OK,OK,A,"{""A"": ""450"", ""B"": ""2"", ""C"": ""225"", ""D"": ""900""}",7.5813390767,4.568054881786,5.241002063086,7.5813390767,6.908391895399999,12.149393958486,OK,OK,OK,A,"{""A"": ""450"", ""B"": ""4"", ""C"": ""900"", ""D"": ""460""}"
14,4.995153342,4.694900431619999,6.122161631619999,4.995153342,3.567892142,9.690053773619999,OK,OK,OK,C,"{""A"": ""4"", ""B"": ""14"", ""C"": ""7"", ""D"": ""6""}",3.138650875,6.57989497082,9.26479524582,3.138650875,0.4537505999999999,9.71854584582,OK,OK,OK,D,"{""A"": ""6"", ""B"": ""4"", ""C"": ""8"", ""D"": ""7""}",6.729068917599999,3.3799706368600013,7.254066764460001,6.729068917599999,2.8549727899999997,10.10903955446,OK,OK,OK,B,"{""A"": ""4"", ""B"": ""7"", ""C"": ""8"", ""D"": ""14""}",6.422391894,2.8302386884399997,10.46045338244,6.422391894,-1.2078228,9.25263058244,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""-3"", ""C"": ""7"", ""D"": ""4""}"
15,5.276096073,2.9631502807000007,6.0542945437,5.276096073,2.1849518100000003,8.2392463537,OK,OK,OK,B,"{""A"": ""50"", ""B"": ""25"", ""C"": ""15"", ""D"": ""12""}",-0.50779345,9.02537749565,8.57241078565,-0.50779345,-0.054826739999999985,8.51758404565,OK,OK,OK,C,"{""A"": ""12"", ""B"": ""26"", ""C"": ""25"", ""D"": ""24""}",-1.2221317,9.785661979070001,5.388693002070001,-1.2221317,3.174837277,8.563530279070001,OK,OK,OK,C,"{""A"": ""12.5"", ""B"": ""12"", ""C"": ""25"", ""D"": ""35""}",-2.85011101,12.41398557801,5.98547864601,-2.85011101,3.578395922,9.56387456801,OK,OK,OK,D,"{""A"": ""24"", ""B"": ""12"", ""C"": ""50"", ""D"": ""25""}"
16,-2.884943105,10.1544094294,1.3212240623999998,-2.884943105,5.948242262,7.2694663244,OK,OK,OK,D,"{""A"": ""261"", ""B"": ""40"", ""C"": ""130"", ""D"": ""260""}",7.9712904945,0.6573922913200008,3.0691279598200003,7.9712904945,5.559554826,8.62868278582,OK,OK,OK,D,"{""A"": ""3"", ""B"": ""250"", ""C"": ""259"", ""D"": ""260""}",7.5547830156,0.9020635664400007,3.2315256540400004,7.5547830156,5.225320928,8.45684658204,OK,OK,OK,C,"{""A"": ""520"", ""B"": ""259"", ""C"": ""260"", ""D"": ""3""}",-3.2133464899999997,11.03775033555,6.02563296555,-3.2133464899999997,1.79877088,7.82440384555,OK,OK,OK,D,"{""A"": ""3"", ""B"": ""270"", ""C"": ""259"", ""D"": ""260""}"
17,9.1270182874,1.4962208301699995,2.7435642639699998,9.1270182874,7.8796748536,10.62323911757,OK,OK,OK,C,"{""A"": ""3"", ""B"": ""8"", ""C"": ""4"", ""D"": ""7""}",11.41734338024,2.265584842028,5.7846050939680005,11.41734338024,7.8983231282999995,13.682928222268,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""-6"", ""C"": ""14"", ""D"": ""13""}",8.421451604729999,4.015847151405001,3.651226623165,8.421451604729999,8.78607213297,12.437298756135,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""7"", ""C"": ""3"", ""D"": ""2""}",7.7461719111,2.78788214328,3.81984931438,7.7461719111,6.7142047400000004,10.53405405438,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""-6"", ""C"": ""4"", ""D"": ""2""}"
18,9.3664346795,-0.8695914081499989,-0.34307110044999867,9.3664346795,8.839914371799999,8.49684327135,OK,OK,OK,D,"{""A"": ""350"", ""B"": ""180"", ""C"": ""6"", ""D"": ""360""}",9.344894124000001,0.3900640159799984,2.5634647409799998,9.344894124000001,7.171493399,9.73495813998,OK,OK,OK,B,"{""A"": ""359"", ""B"": ""360"", ""C"": ""370"", ""D"": ""10""}",10.002492835,-0.6138592181100009,0.25210215559000027,10.002492835,9.136531461299999,9.388633616889999,OK,OK,OK,D,"{""A"": ""30"", ""B"": ""361"", ""C"": ""350"", ""D"": ""360""}",5.604740231,2.4395258006999994,6.982910531699999,5.604740231,1.0613555000000001,8.0442660317,OK,OK,OK,C,"{""A"": ""720"", ""B"": ""350"", ""C"": ""360"", ""D"": ""6""}"
19,9.8146971967,-0.9398073980499984,-0.8291142288499991,9.8146971967,9.7040040275,8.87488979865,OK,OK,OK,B,"{""A"": ""99"", ""B"": ""100"", ""C"": ""90"", ""D"": ""120""}",10.9590429276,-0.9533726539600007,-0.010012246430001426,10.9590429276,10.015682520070001,10.00567027364,OK,OK,OK,C,"{""A"": ""50"", ""B"": ""120"", ""C"": ""100"", ""D"": ""90""}",9.928141888,0.25396576752999955,-1.215057655719999,9.928141888,11.39716531125,10.18210765553,OK,OK,OK,C,"{""A"": ""1"", ""B"": ""99"", ""C"": ""100"", ""D"": ""50""}",10.152063502,0.3789883009199979,0.15294646401999934,10.152063502,10.3781053389,10.531051802919999,OK,OK,OK,C,"{""A"": ""1"", ""B"": ""50"", ""C"": ""100"", ""D"": ""99""}"
20,-2.30213549,11.9548591409,8.138731250900001,-2.30213549,1.5139924,9.6527236509,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""-5"", ""C"": ""15"", ""D"": ""10""}",-4.5554806999999995,16.700522958952998,1.2938759163530005,-4.5554806999999995,10.8511663426,12.145042258953,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""10"", ""C"": ""2.5"", ""D"": ""6""}",5.3781432036000005,4.7129572917499996,3.727325165650001,5.3781432036000005,6.363775329699999,10.09110049535,OK,OK,OK,D,"{""A"": ""6"", ""B"": ""2.5"", ""C"": ""40"", ""D"": ""5""}",8.62768093277,1.4290013367000007,0.6250987271700001,8.62768093277,9.4315835423,10.05668226947,OK,OK,OK,B,"{""A"": ""40"", ""B"": ""5"", ""C"": ""6"", ""D"": ""15""}"
21,3.85491954,5.716993036600001,6.516252376600001,3.85491954,3.0556602,9.5719125766,OK,OK,OK,B,"{""A"": ""0"", ""B"": ""10"", ""C"": ""20"", ""D"": ""3""}",-2.8728770900000002,13.984336052071999,4.516562583272,-2.8728770900000002,6.5948963788,11.111458962072,OK,OK,OK,A,"{""A"": ""10"", ""B"": ""20"", ""C"": ""9"", ""D"": ""5""}",9.038464442270001,0.8977594606799979,1.619970326149998,9.038464442270001,8.316253576800001,9.93622390295,OK,OK,OK,D,"{""A"": ""5"", ""B"": ""20"", ""C"": ""0"", ""D"": ""10""}",6.2351243894,2.2412589707199997,3.02758406452,6.2351243894,5.4487992956,8.47638336012,OK,OK,OK,D,"{""A"": ""11"", ""B"": ""9"", ""C"": ""3"", ""D"": ""10""}"
22,6.175012526000001,2.8579312817,3.7971458240000002,6.175012526000001,5.2357979837,9.0329438077,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""-6"", ""C"": ""4"", ""D"": ""14""}",1.1941471700000001,9.005203344969999,6.206188394970001,1.1941471700000001,3.9931621199999996,10.19935051497,OK,OK,OK,B,"{""A"": ""-6"", ""B"": ""4"", ""C"": ""8"", ""D"": ""14""}",8.2856770313,0.23135160139999833,1.9467105012999983,8.2856770313,6.5703181314000005,8.517028632699999,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""2"", ""C"": ""4"", ""D"": ""5""}",8.0510903034,2.335046273979998,2.5526248781799987,8.0510903034,7.8335116992,10.386136577379999,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""2"", ""C"": ""8"", ""D"": ""3""}"
23,-2.462034,4.3611754,2.11368376,-2.462034,-0.21454236000000004,1.8991413999999998,OK,OK,OK,B,"{""A"": ""8"", ""B"": ""16"", ""C"": ""15"", ""D"": ""17""}",1.13741876,-0.43536952000000007,1.71422582,1.13741876,-1.01217658,0.70204924,OK,OK,OK,B,"{""A"": ""26"", ""B"": ""16"", ""C"": ""15"", ""D"": ""8""}",0.05990983000000005,9.825674623200001,9.040342813200002,0.05990983000000005,0.84524164,9.885584453200002,OK,OK,OK,B,"{""A"": ""17"", ""B"": ""16"", ""C"": ""32"", ""D"": ""8""}",1.6816865,10.583278660377001,12.780124690377,1.6816865,-0.5151595299999998,12.264965160377,OK,OK,OK,A,"{""A"": ""16"", ""B"": ""15"", ""C"": ""6"", ""D"": ""8""}"
24,0.36248020000000003,7.58896417686,5.847194396860001,0.36248020000000003,2.10424998,7.9514443768600005,OK,OK,OK,C,"{""A"": ""76"", ""B"": ""4"", ""C"": ""75"", ""D"": ""37.5""}",0.93196873,6.6692257349999995,7.1826020349999995,0.93196873,0.41859243,7.601194465,OK,OK,OK,D,"{""A"": ""150"", ""B"": ""65"", ""C"": ""50"", ""D"": ""75""}",-2.205139145,8.969270574,10.151657009000001,-2.205139145,-3.38752558,6.764131429,OK,OK,OK,D,"{""A"": ""150"", ""B"": ""65"", ""C"": ""50"", ""D"": ""75""}",4.833570752000001,4.914926420529999,6.4056911875299996,4.833570752000001,3.342805985,9.74849717253,OK,OK,OK,D,"{""A"": ""150"", ""B"": ""50"", ""C"": ""76"", ""D"": ""75""}"
25,-0.2837219000000001,10.48466912292,5.3846687739200005,-0.2837219000000001,4.8162784489999995,10.20094722292,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""192"", ""C"": ""96"", ""D"": ""86""}",7.077604477,2.84396078251,-0.51724172696,7.077604477,10.43880698647,9.92156525951,OK,OK,OK,C,"{""A"": ""8"", ""B"": ""106"", ""C"": ""96"", ""D"": ""97""}",10.58257935574,-0.6673909083399998,-0.15304490137000037,10.58257935574,10.06823334877,9.9151884474,OK,OK,OK,C,"{""A"": ""97"", ""B"": ""106"", ""C"": ""96"", ""D"": ""6""}",11.0814015774,-1.0983768854999987,-0.35595261379999954,11.0814015774,10.3389773057,9.9830246919,OK,OK,OK,D,"{""A"": ""2"", ""B"": ""106"", ""C"": ""95"", ""D"": ""96""}"
26,4.449707015,7.236634980568,8.781957341567999,4.449707015,2.9043846540000002,11.686341995568,OK,OK,OK,A,"{""A"": ""700"", ""B"": ""699"", ""C"": ""350"", ""D"": ""50""}",3.3068922720000002,5.95760049065,4.626148925650001,3.3068922720000002,4.638343837,9.26449276265,OK,OK,OK,B,"{""A"": ""701"", ""B"": ""700"", ""C"": ""50"", ""D"": ""350""}",4.21777148,6.503230725570001,4.8533951365700005,4.21777148,5.867607069,10.72100220557,OK,OK,OK,A,"{""A"": ""700"", ""B"": ""50"", ""C"": ""701"", ""D"": ""1400""}",-0.5058746600000001,9.77851898255,13.50625454055,-0.5058746600000001,-4.233610218,9.27264432255,OK,OK,OK,B,"{""A"": ""50"", ""B"": ""700"", ""C"": ""350"", ""D"": ""710""}"
27,8.5352453683,0.8341412362499998,1.4273565765500003,8.5352453683,7.942030028,9.36938660455,OK,OK,OK,C,"{""A"": ""0"", ""B"": ""6"", ""C"": ""1"", ""D"": ""2""}",7.0748158397,3.475675599242,2.9289932493419997,7.0748158397,7.6214981896000005,10.550491438942,OK,OK,OK,A,"{""A"": ""1"", ""B"": ""2"", ""C"": ""6"", ""D"": ""-9""}",11.75790595219,-0.17037209394400143,0.4083556955459997,11.75790595219,11.1791781627,11.587533858246,OK,OK,OK,A,"{""A"": ""1"", ""B"": ""2"", ""C"": ""11"", ""D"": ""6""}",10.9502383796,-1.1245666421300005,-0.03225395432999889,10.9502383796,9.857925691799998,9.82567173747,OK,OK,OK,C,"{""A"": ""-9"", ""B"": ""0"", ""C"": ""1"", ""D"": ""6""}"
28,9.129907306649999,2.8841389334050014,5.046570345555001,9.129907306649999,6.9674758945,12.014046240055,OK,OK,OK,A,"{""A"": ""24"", ""B"": ""48"", ""C"": ""14"", ""D"": ""80""}",10.2115724671,-0.19572592125999932,1.7114943683400003,10.2115724671,8.3043521775,10.01584654584,OK,OK,OK,C,"{""A"": ""14"", ""B"": ""80"", ""C"": ""24"", ""D"": ""25""}",8.9895023919,1.2998740276699987,2.666455179469999,8.9895023919,7.6229212401,10.289376419569999,OK,OK,OK,A,"{""A"": ""24"", ""B"": ""80"", ""C"": ""12"", ""D"": ""34""}",9.462307086300001,-0.7328055499000001,0.9791125206000011,9.462307086300001,7.7503890158,8.7295015364,OK,OK,OK,C,"{""A"": ""14"", ""B"": ""80"", ""C"": ""24"", ""D"": ""25""}"
29,9.6243327433,-0.5077269622999996,1.2997378200000007,9.6243327433,7.816867961,9.116605781,OK,OK,OK,B,"{""A"": ""1"", ""B"": ""2"", ""C"": ""4"", ""D"": ""12""}",4.783100047,7.476778453206,2.9176024869060004,4.783100047,9.3422760133,12.259878500206,OK,OK,OK,A,"{""A"": ""2"", ""B"": ""4"", ""C"": ""12"", ""D"": ""-8""}",6.3861045942,4.486152552120001,2.807216734820001,6.3861045942,8.0650404115,10.87225714632,OK,OK,OK,A,"{""A"": ""2"", ""B"": ""1"", ""C"": ""12"", ""D"": ""4""}",9.06651723932,0.491017631630001,9.461099270950001,9.06651723932,0.09643559999999995,9.55753487095,OK,OK,OK,D,"{""A"": ""-8"", ""B"": ""1"", ""C"": ""30"", ""D"": ""2""}"
30,2.28468884,9.283235233880001,10.30558933388,2.28468884,1.26233474,11.56792407388,OK,OK,OK,A,"{""A"": ""8"", ""B"": ""18"", ""C"": ""7"", ""D"": ""2""}",3.8356895549999996,5.72406153995,8.84137874495,3.8356895549999996,0.7183723500000001,9.55975109495,OK,OK,OK,B,"{""A"": ""4"", ""B"": ""8"", ""C"": ""2"", ""D"": ""9""}",5.141586471999999,4.210533985420001,7.15862374742,5.141586471999999,2.19349671,9.35212045742,OK,OK,OK,B,"{""A"": ""16"", ""B"": ""8"", ""C"": ""7"", ""D"": ""1""}",1.81254583,9.323932839470002,10.518739909470002,1.81254583,0.61773876,11.136478669470002,OK,OK,OK,A,"{""A"": ""8"", ""B"": ""18"", ""C"": ""9"", ""D"": ""2""}"
31,7.3148325964000005,0.07310870059999974,5.135562887000001,7.3148325964000005,2.25237841,7.387941297,OK,OK,OK,B,"{""A"": ""3"", ""B"": ""5950"", ""C"": ""11900"", ""D"": ""5949""}",7.404729790399999,1.0942474845000003,5.9966044849,7.404729790399999,2.50237279,8.4989772749,OK,OK,OK,D,"{""A"": ""1350"", ""B"": ""11900"", ""C"": ""5951"", ""D"": ""5950""}",0.55136864,3.677499882,4.913293842,0.55136864,-0.6844253200000001,4.228868522,OK,OK,OK,D,"{""A"": ""5940"", ""B"": ""5951"", ""C"": ""1350"", ""D"": ""5950""}",-2.96382715,1.4958744700000002,1.1300087600000002,-2.96382715,-2.59796144,-1.46795268,OK,OK,OK,D,"{""A"": ""5940"", ""B"": ""5960"", ""C"": ""1350"", ""D"": ""5950""}"
32,9.54070137904,0.47363292402999946,-0.40883194423000013,9.54070137904,10.4231662473,10.01433430307,OK,OK,OK,C,"{""A"": ""10"", ""B"": ""12"", ""C"": ""9"", ""D"": ""18""}",10.12326998966,-0.6273563291900004,-0.08265083512999993,10.12326998966,9.5785644956,9.49591366047,OK,OK,OK,B,"{""A"": ""12"", ""B"": ""9"", ""C"": ""19"", ""D"": ""4.5""}",10.78962059372,1.8264652143799989,2.4373900691999992,10.78962059372,10.1786957389,12.6160858081,OK,OK,OK,A,"{""A"": ""9"", ""B"": ""-1"", ""C"": ""10"", ""D"": ""4""}",6.629991694,2.6724161224400005,0.3596392569400013,6.629991694,8.9427685595,9.30240781644,OK,OK,OK,B,"{""A"": ""19"", ""B"": ""9"", ""C"": ""12"", ""D"": ""18""}"
33,6.140409634599999,0.3547665574000005,0.8822365454999996,6.140409634599999,5.6129396465,6.495176192,OK,OK,OK,D,"{""A"": ""66"", ""B"": ""4"", ""C"": ""55"", ""D"": ""65""}",1.48383519,-0.2826309199999999,-0.4928265299999999,1.48383519,1.6940308,1.20120427,OK,OK,OK,A,"{""A"": ""65"", ""B"": ""75"", ""C"": ""64"", ""D"": ""4""}",-0.9219436499999999,7.588062363000001,3.0046025550000004,-0.9219436499999999,3.661516158,6.666118713,OK,OK,OK,B,"{""A"": ""64"", ""B"": ""65"", ""C"": ""4"", ""D"": ""32.5""}",7.274034715899999,0.5083919713000009,4.4658830122,7.274034715899999,3.316543675,7.7824266872,OK,OK,OK,C,"{""A"": ""66"", ""B"": ""55"", ""C"": ""65"", ""D"": ""4""}"
34,10.64531217195,0.25595580071000157,1.1926131326000018,10.64531217195,9.70865484006,10.901267972660001,OK,OK,OK,B,"{""A"": ""6"", ""B"": ""3"", ""C"": ""-7"", ""D"": ""4""}",8.401582297040001,0.8842797618599985,3.9421598478999993,8.401582297040001,5.343702211,9.2858620589,OK,OK,OK,D,"{""A"": ""2"", ""B"": ""-7"", ""C"": ""1.5"", ""D"": ""3""}",3.22392282,5.711702326040001,4.375286162040001,3.22392282,4.560338984,8.935625146040001,OK,OK,OK,C,"{""A"": ""1.5"", ""B"": ""-7"", ""C"": ""3"", ""D"": ""2""}",10.19139071645,3.7158254826959993,4.6122902480459995,10.19139071645,9.2949259511,13.907216199146,OK,OK,OK,A,"{""A"": ""3"", ""B"": ""4"", ""C"": ""1.5"", ""D"": ""6""}"
