id,original,lexical,syntactic,contextual,mean_faithfulness
101,0.4181998658447801,0.5512749445676275,0.5018287705487957,0.3008666478558532,0.4430425572042641
102,0.475892146127812,0.2555367917910428,0.4964574898785425,0.0,0.3069716069493493
105,0.5351108284883721,0.43329012623985574,0.5714330678200146,0.5031374386009484,0.5107428652872977
107,0.5581011730205279,0.5290413940540739,0.5144499852231175,0.5297794523695595,0.5328430011668197
108,0.4629400712025316,0.4177375389408099,0.4374930890182116,0.4739947552447552,0.4480413636015771
109,0.7643783235834368,0.4700125736787224,0.3847810516028666,0.5057557132891487,0.5312319155385437
113,0.4937094386883752,0.6852897185696066,0.4854539470536864,0.4671307425479784,0.5328959617149117
114,0.2705380503744271,0.3882351285966516,0.3298299230389488,0.5146053542927695,0.3758021140756993
117,0.4732307083407235,0.26008897945718534,0.4675794743473414,0.5009421227395447,0.4254603212211987
118,0.8839841673964068,0.26356609527815755,0.4617346938775509,0.5706471631744563,0.5449830299316429
119,0.3714861220181902,0.5246538817815387,0.472631512113661,0.5025047308690551,0.4678190616956112
124,0.4845303431592119,0.5000000541529488,0.3786155729196095,0.3737848182319184,0.4342326971159221
126,0.1981276121812296,0.5105580133294806,0.6079340850050677,0.5020650367225684,0.4546711868095866
129,0.590610090648855,0.508915315961489,0.46875,0.71875,0.571756351652586
131,0.557764343133781,0.5777502502007307,0.5658634053965041,0.496113184079602,0.5493727957026544
133,0.6036559473923172,0.0,0.3777574924373172,0.4146636336951851,0.3490192683812049
134,0.3518518518518518,0.3765432098765432,0.450415917266187,0.7582236842105263,0.4842586658012771
136,0.4825498575498576,0.8283272220681004,0.4810267857142857,0.3286226350874757,0.5301316251049298
138,0.4775989149543464,0.5595458795618576,0.540138000673174,0.4075523370926528,0.4962087830705077
142,0.3688779162953872,0.5367732558139535,0.5125613788748661,0.5047213586860765,0.4807334774175708
144,0.5454483546903837,0.3545956870907023,0.3961986750483711,0.4860899390243903,0.4455831639634618
148,0.5235060543259105,0.7398629781075778,0.7156960227272726,0.4865649863057723,0.6164075103666333
151,0.8345998759305211,0.6558129826380642,0.5166091001332863,0.464461137724618,0.6178707741066224
152,0.8521455223880597,0.6517970115596492,0.519763508839886,0.4842741660607161,0.6269950522120777
153,0.4746098231176489,0.4113496932515337,0.4170421456434903,0.4304126232587258,0.4333535713178497
155,0.4471311469549911,0.5080642384245043,0.6082249051787427,0.5171310171487132,0.5201378269267378
156,0.4423938022466986,0.596706081081081,0.4921885373441319,0.5700900215718679,0.525344610560945
157,0.8417220785617535,0.5009123171399604,0.5000020632879186,0.5000128300053576,0.5856623222487476
158,0.5537882320987403,0.5897789577431904,0.5710347724628734,0.518141812309983,0.5581859436536968
161,0.4243814107415434,0.5083757314260643,0.7427366128701592,0.7305148852941363,0.6015021600829759
