id,gold_label,pred_original_base,pred_original_nec,pred_original_nec_ctrl,pred_original_suff,pred_original_suff_ctrl,coverage_original,score_original_nec_flip,score_original_nec_ctrl_flip,score_original_suff_stay,score_original_suff_ctrl_stay,pred_lexical_base,pred_lexical_nec,pred_lexical_nec_ctrl,pred_lexical_suff,pred_lexical_suff_ctrl,coverage_lexical,score_lexical_nec_flip,score_lexical_nec_ctrl_flip,score_lexical_suff_stay,score_lexical_suff_ctrl_stay,pred_syntactic_base,pred_syntactic_nec,pred_syntactic_nec_ctrl,pred_syntactic_suff,pred_syntactic_suff_ctrl,coverage_syntactic,score_syntactic_nec_flip,score_syntactic_nec_ctrl_flip,score_syntactic_suff_stay,score_syntactic_suff_ctrl_stay,pred_pragmatic_base,pred_pragmatic_nec,pred_pragmatic_nec_ctrl,pred_pragmatic_suff,pred_pragmatic_suff_ctrl,coverage_pragmatic,score_pragmatic_nec_flip,score_pragmatic_nec_ctrl_flip,score_pragmatic_suff_stay,score_pragmatic_suff_ctrl_stay
26,neutral,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8462,0,0,1,1
27,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.5556,1,0,1,0,contradiction,neutral,neutral,neutral,neutral,0.3333,1,1,0,0,neutral,neutral,contradiction,contradiction,neutral,0.2222,0,1,0,1,contradiction,neutral,contradiction,neutral,neutral,0.3333,1,0,0,0
28,neutral,neutral,neutral,neutral,neutral,neutral,0.3750,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3750,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.4375,1,0,1,0,neutral,neutral,neutral,neutral,neutral,0.4375,0,0,1,1
29,entailment,entailment,neutral,entailment,entailment,neutral,0.8095,1,0,1,0,entailment,neutral,neutral,neutral,neutral,0.8095,1,1,0,0,entailment,entailment,entailment,entailment,entailment,0.9524,0,0,1,1,entailment,neutral,entailment,entailment,entailment,0.9524,1,0,1,1
30,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8333,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1
31,contradiction,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1
32,neutral,neutral,neutral,neutral,neutral,neutral,0.4615,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6154,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6154,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5385,0,0,1,1
33,neutral,neutral,neutral,neutral,neutral,neutral,0.6471,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7059,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7059,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7059,0,0,1,1
34,neutral,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.8182,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6364,0,0,1,1
35,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,0.5000,1,0,1,1,contradiction,neutral,contradiction,contradiction,neutral,0.5000,1,0,1,0,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0,contradiction,neutral,neutral,neutral,contradiction,0.5000,1,1,0,1
36,entailment,entailment,contradiction,entailment,entailment,neutral,0.0750,1,0,1,0,entailment,contradiction,entailment,entailment,neutral,0.0750,1,0,1,0,entailment,contradiction,entailment,entailment,neutral,0.0750,1,0,1,0,entailment,contradiction,entailment,entailment,neutral,0.0750,1,0,1,0
37,neutral,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1,neutral,neutral,neutral,neutral,contradiction,0.2222,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.3889,0,0,1,1,neutral,neutral,neutral,entailment,neutral,0.1111,0,0,0,1
38,neutral,neutral,neutral,neutral,neutral,neutral,0.8182,0,0,1,1,neutral,neutral,entailment,entailment,entailment,0.9091,0,1,0,0,neutral,neutral,neutral,neutral,neutral,0.8182,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6364,0,0,1,1
39,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.5333,1,0,1,0,contradiction,neutral,neutral,neutral,neutral,0.5333,1,1,0,0,contradiction,neutral,neutral,neutral,contradiction,0.5333,1,1,0,1,contradiction,neutral,contradiction,contradiction,neutral,0.5333,1,0,1,0
41,neutral,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,unknown,neutral,neutral,neutral,0.0833,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0833,0,0,1,1
42,neutral,entailment,neutral,neutral,neutral,neutral,0.8462,1,1,0,0,entailment,neutral,entailment,neutral,neutral,0.5385,1,0,0,0,neutral,neutral,neutral,neutral,neutral,0.8462,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.8462,1,0,1,0
44,entailment,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,entailment,entailment,entailment,entailment,0.8333,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.6667,1,0,1,0,entailment,neutral,entailment,neutral,entailment,0.8333,1,0,0,1
45,entailment,entailment,neutral,neutral,entailment,neutral,0.3158,1,1,1,0,entailment,neutral,entailment,entailment,neutral,0.2105,1,0,1,0,entailment,entailment,entailment,entailment,entailment,0.6316,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0
46,neutral,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1
48,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,0.6111,1,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.4444,0,1,1,1,contradiction,neutral,contradiction,contradiction,neutral,0.2222,1,0,1,0,neutral,neutral,contradiction,contradiction,contradiction,0.8333,0,1,0,0
50,entailment,entailment,neutral,entailment,entailment,entailment,0.8000,1,0,1,1,entailment,entailment,neutral,neutral,neutral,0.3000,0,1,0,0,entailment,neutral,entailment,entailment,neutral,0.3000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.8000,1,0,1,1
51,entailment,entailment,entailment,entailment,entailment,unknown,1.0000,0,0,1,0,entailment,entailment,neutral,neutral,entailment,0.8333,0,1,0,1,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1
52,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.5000,1,0,1,0,contradiction,neutral,contradiction,contradiction,contradiction,0.7500,1,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.5833,1,1,0,0,contradiction,neutral,contradiction,contradiction,neutral,0.5833,1,0,1,0
53,entailment,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,neutral,entailment,neutral,neutral,0.4000,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.6000,1,0,1,0
54,entailment,entailment,entailment,entailment,entailment,neutral,0.8750,0,0,1,0,entailment,neutral,neutral,neutral,contradiction,0.6250,1,1,0,0,entailment,entailment,entailment,entailment,neutral,0.7500,0,0,1,0,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1
55,entailment,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0,entailment,unknown,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0
56,neutral,neutral,neutral,neutral,neutral,neutral,0.4615,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1
58,entailment,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1,entailment,neutral,neutral,neutral,neutral,0.1333,1,1,0,0,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4667,0,0,1,1
59,contradiction,neutral,neutral,contradiction,neutral,neutral,0.3077,0,1,1,1,neutral,neutral,contradiction,neutral,neutral,0.2308,0,1,1,1,neutral,neutral,neutral,neutral,neutral,0.2308,0,0,1,1,neutral,neutral,neutral,contradiction,contradiction,0.4615,0,0,0,0
63,neutral,neutral,neutral,neutral,neutral,neutral,0.2667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2000,0,0,1,1
64,neutral,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1
65,entailment,entailment,entailment,entailment,entailment,neutral,0.3636,0,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5455,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3636,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3636,1,0,1,0
66,neutral,neutral,entailment,neutral,neutral,neutral,0.7778,1,0,1,1,neutral,contradiction,neutral,neutral,contradiction,0.3333,1,0,1,0,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5556,0,0,1,1
67,neutral,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7778,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1
68,entailment,entailment,entailment,entailment,entailment,entailment,0.8333,0,0,1,1,entailment,entailment,entailment,entailment,neutral,0.8333,0,0,1,0,entailment,unknown,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.8333,1,0,1,0
69,entailment,entailment,neutral,entailment,entailment,neutral,0.2800,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4800,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.1200,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.2400,1,0,1,0
70,neutral,neutral,neutral,neutral,neutral,neutral,0.8889,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8889,0,0,1,1
71,contradiction,neutral,neutral,neutral,neutral,neutral,0.6250,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.5000,1,0,1,1,neutral,entailment,neutral,neutral,neutral,0.5000,1,0,1,1,neutral,neutral,neutral,neutral,contradiction,0.6250,0,0,1,0
74,contradiction,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,contradiction,neutral,neutral,contradiction,contradiction,0.1429,1,1,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,contradiction,contradiction,neutral,0.4286,0,1,0,1
75,neutral,neutral,neutral,neutral,neutral,neutral,0.2632,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4211,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4737,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5789,0,0,1,1
77,entailment,entailment,neutral,entailment,entailment,neutral,0.3333,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4444,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.2222,1,0,0,0,entailment,neutral,neutral,entailment,neutral,0.3333,1,1,1,0
78,neutral,entailment,neutral,neutral,neutral,neutral,0.1111,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.1111,1,1,0,0,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1
79,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.2222,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.4444,1,0,1,0,neutral,neutral,contradiction,neutral,neutral,0.1111,0,1,1,1,contradiction,neutral,contradiction,contradiction,neutral,0.2222,1,0,1,0
80,contradiction,neutral,neutral,neutral,neutral,contradiction,0.3333,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.3810,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3810,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4762,0,0,1,1
81,entailment,entailment,entailment,neutral,neutral,neutral,0.4444,0,1,0,0,entailment,contradiction,neutral,neutral,neutral,0.4444,1,1,0,0,entailment,neutral,entailment,entailment,entailment,0.4444,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.2222,1,0,1,0
82,neutral,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1
83,contradiction,neutral,neutral,contradiction,contradiction,contradiction,1.0000,0,1,0,0,neutral,entailment,contradiction,neutral,neutral,1.0000,1,1,1,1,neutral,entailment,contradiction,contradiction,neutral,0.8571,1,1,0,1,neutral,neutral,neutral,neutral,contradiction,0.5714,0,0,1,0
84,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.8000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.6000,1,0,1,1,neutral,entailment,neutral,neutral,neutral,0.0000,1,0,1,1
85,contradiction,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
86,entailment,entailment,neutral,entailment,entailment,neutral,0.4167,1,0,1,0,entailment,entailment,entailment,entailment,neutral,0.3333,0,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.4167,1,0,1,1
87,contradiction,contradiction,contradiction,contradiction,entailment,neutral,0.0588,0,0,0,0,contradiction,contradiction,contradiction,entailment,neutral,0.0588,0,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.2353,1,0,0,0,contradiction,neutral,contradiction,contradiction,neutral,0.2353,1,0,1,0
88,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,0.5882,1,0,1,1,contradiction,contradiction,contradiction,neutral,neutral,0.2353,0,0,0,0,neutral,neutral,neutral,neutral,neutral,0.5882,0,0,1,1,neutral,neutral,contradiction,contradiction,contradiction,0.5882,0,1,0,0
89,neutral,neutral,entailment,unknown,neutral,neutral,1.0000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1
90,neutral,neutral,neutral,neutral,neutral,neutral,0.8125,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8125,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9375,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6875,0,0,1,1
91,entailment,entailment,neutral,entailment,entailment,neutral,0.2143,1,0,1,0,entailment,neutral,neutral,entailment,neutral,0.2143,1,1,1,0,entailment,neutral,entailment,entailment,neutral,0.2143,1,0,1,0,neutral,neutral,entailment,entailment,neutral,0.2143,0,1,0,1
92,entailment,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.1250,1,0,0,0,entailment,neutral,entailment,entailment,entailment,0.6250,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0
93,entailment,entailment,entailment,entailment,entailment,entailment,0.5000,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.4375,1,0,1,0,entailment,entailment,entailment,entailment,neutral,0.4375,0,0,1,0,entailment,neutral,entailment,entailment,entailment,0.4375,1,0,1,1
95,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.0833,1,0,1,0,contradiction,neutral,contradiction,neutral,neutral,0.2500,1,0,0,0,contradiction,neutral,neutral,contradiction,neutral,0.0833,1,1,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.2500,1,0,1,0
97,entailment,entailment,entailment,entailment,neutral,entailment,0.4000,0,0,0,1,entailment,neutral,entailment,entailment,entailment,0.4000,1,0,1,1,entailment,entailment,entailment,neutral,entailment,0.4000,0,0,0,1,entailment,entailment,entailment,entailment,entailment,0.4000,0,0,1,1
99,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.4000,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.4000,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.4000,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.4000,1,0,1,0
101,entailment,entailment,entailment,entailment,entailment,neutral,0.6000,0,0,1,0,entailment,neutral,entailment,entailment,entailment,0.8000,1,0,1,1,entailment,neutral,neutral,entailment,neutral,0.3000,1,1,1,0,entailment,neutral,entailment,entailment,entailment,0.8000,1,0,1,1
102,neutral,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1
103,entailment,entailment,contradiction,entailment,entailment,neutral,0.5263,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5263,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5263,1,0,1,0,entailment,contradiction,entailment,entailment,neutral,0.5263,1,0,1,0
104,entailment,entailment,neutral,entailment,entailment,neutral,0.1818,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.1818,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.1818,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.1818,1,0,1,0
106,neutral,neutral,neutral,neutral,neutral,neutral,0.8333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9167,0,0,1,1,neutral,neutral,contradiction,contradiction,neutral,0.6667,0,1,0,1
107,entailment,entailment,neutral,neutral,neutral,neutral,0.3636,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.6364,1,0,1,0,entailment,neutral,neutral,neutral,neutral,0.4545,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.4545,1,1,0,0
108,entailment,entailment,neutral,entailment,entailment,neutral,0.1579,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.0526,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.2105,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0
109,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.1667,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.2083,1,0,1,0,contradiction,neutral,contradiction,contradiction,contradiction,0.2083,1,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.1667,1,1,0,0
110,neutral,neutral,neutral,neutral,neutral,neutral,0.1429,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1429,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1429,0,0,1,1
111,neutral,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.9091,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9091,0,0,1,1
112,contradiction,contradiction,contradiction,neutral,contradiction,neutral,0.1000,0,1,1,0,contradiction,contradiction,neutral,contradiction,neutral,0.1000,0,1,1,0,contradiction,contradiction,contradiction,contradiction,neutral,0.1000,0,0,1,0,contradiction,contradiction,contradiction,contradiction,neutral,0.1000,0,0,1,0
