id,gold_label,pred_original_base,pred_original_nec,pred_original_nec_ctrl,pred_original_suff,pred_original_suff_ctrl,coverage_original,score_original_nec_flip,score_original_nec_ctrl_flip,score_original_suff_stay,score_original_suff_ctrl_stay,pred_lexical_base,pred_lexical_nec,pred_lexical_nec_ctrl,pred_lexical_suff,pred_lexical_suff_ctrl,coverage_lexical,score_lexical_nec_flip,score_lexical_nec_ctrl_flip,score_lexical_suff_stay,score_lexical_suff_ctrl_stay,pred_syntactic_base,pred_syntactic_nec,pred_syntactic_nec_ctrl,pred_syntactic_suff,pred_syntactic_suff_ctrl,coverage_syntactic,score_syntactic_nec_flip,score_syntactic_nec_ctrl_flip,score_syntactic_suff_stay,score_syntactic_suff_ctrl_stay,pred_pragmatic_base,pred_pragmatic_nec,pred_pragmatic_nec_ctrl,pred_pragmatic_suff,pred_pragmatic_suff_ctrl,coverage_pragmatic,score_pragmatic_nec_flip,score_pragmatic_nec_ctrl_flip,score_pragmatic_suff_stay,score_pragmatic_suff_ctrl_stay
15,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.0714,1,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.0714,1,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.0714,1,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.0714,1,0,0,0
16,neutral,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,contradiction,0.3333,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.7333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7333,0,0,1,1
17,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.1389,1,0,1,0,contradiction,contradiction,contradiction,neutral,neutral,0.0833,0,0,0,0,contradiction,neutral,contradiction,contradiction,neutral,0.1389,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.1389,1,0,1,0
18,neutral,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5833,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1
19,entailment,entailment,neutral,entailment,neutral,neutral,0.0833,1,0,0,0,entailment,neutral,entailment,neutral,neutral,0.0833,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3333,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.0833,1,0,0,0
20,neutral,neutral,neutral,neutral,neutral,neutral,0.5455,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6364,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2727,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2727,0,0,1,1
21,entailment,entailment,neutral,entailment,entailment,entailment,0.7931,1,0,1,1,entailment,neutral,neutral,neutral,neutral,0.5517,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.6552,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.8276,1,0,1,1
22,neutral,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1429,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1429,0,0,1,1
23,neutral,neutral,neutral,neutral,neutral,neutral,0.6000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3000,0,0,1,1
24,neutral,neutral,neutral,neutral,neutral,neutral,0.4667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4667,0,0,1,1
25,contradiction,neutral,neutral,neutral,neutral,neutral,0.3000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.6000,0,1,1,1
26,neutral,neutral,neutral,neutral,neutral,neutral,0.0769,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5385,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0769,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6154,0,0,1,1
27,contradiction,neutral,neutral,neutral,neutral,neutral,0.2222,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.3333,0,1,1,1
28,neutral,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4375,0,0,1,1
29,entailment,neutral,neutral,neutral,neutral,neutral,0.0952,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0476,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.0476,1,0,1,1,neutral,neutral,entailment,neutral,neutral,0.2857,0,1,1,1
30,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
31,contradiction,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1
32,neutral,neutral,neutral,neutral,neutral,neutral,0.6154,0,0,1,1,neutral,neutral,unknown,neutral,neutral,0.2308,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4615,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5385,0,0,1,1
33,neutral,neutral,neutral,neutral,neutral,neutral,0.2353,0,0,1,1,neutral,neutral,entailment,neutral,unknown,0.4706,0,1,1,0,neutral,neutral,neutral,neutral,neutral,0.5294,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2353,0,0,1,1
34,neutral,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1818,0,0,1,1
35,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,0.6667,1,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0
36,entailment,entailment,neutral,entailment,entailment,neutral,0.0750,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.0750,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.0750,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.0750,1,0,1,0
37,neutral,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2222,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3889,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1
38,neutral,neutral,neutral,neutral,neutral,neutral,0.6364,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7273,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8182,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7273,0,0,1,1
39,contradiction,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2000,0,0,1,1
41,neutral,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0833,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1
42,neutral,neutral,neutral,neutral,neutral,neutral,0.0769,0,0,1,1,neutral,neutral,unknown,neutral,neutral,0.4615,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0769,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8462,0,0,1,1
44,entailment,entailment,neutral,entailment,entailment,entailment,0.8333,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.8333,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.6667,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.8333,1,0,1,1
45,entailment,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2105,1,0,1,0,entailment,neutral,neutral,entailment,entailment,0.2632,1,1,1,1,entailment,neutral,entailment,entailment,neutral,0.2632,1,0,1,0
46,neutral,neutral,neutral,neutral,neutral,neutral,0.3500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1
48,contradiction,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3889,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2778,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2222,0,0,1,1
50,entailment,entailment,entailment,entailment,entailment,neutral,0.5000,0,0,1,0,entailment,entailment,entailment,neutral,neutral,0.3000,0,0,0,0,entailment,entailment,neutral,neutral,entailment,0.5000,0,1,0,1,entailment,entailment,entailment,entailment,entailment,0.5000,0,0,1,1
51,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,neutral,neutral,neutral,0.6667,1,1,0,0,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,neutral,neutral,neutral,1.0000,1,1,0,0
52,contradiction,contradiction,neutral,neutral,neutral,neutral,0.4167,1,1,0,0,contradiction,neutral,neutral,neutral,contradiction,0.7500,1,1,0,1,contradiction,neutral,neutral,neutral,neutral,0.3333,1,1,0,0,contradiction,neutral,neutral,neutral,neutral,0.4167,1,1,0,0
53,entailment,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.6000,1,0,1,0,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0
54,entailment,entailment,neutral,neutral,neutral,neutral,0.5000,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.3750,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.7500,1,0,1,0
55,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,neutral,neutral,0.2500,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3750,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3750,1,0,1,0
56,neutral,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6154,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6154,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6923,0,0,1,1
58,entailment,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1
59,contradiction,neutral,neutral,neutral,neutral,neutral,0.6154,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9231,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2308,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1538,0,0,1,1
63,neutral,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1333,0,0,1,1
64,neutral,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1
65,entailment,entailment,neutral,neutral,neutral,neutral,0.7273,1,1,0,0,entailment,neutral,entailment,neutral,neutral,0.3636,1,0,0,0,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,neutral,entailment,1.0000,1,0,0,1
66,neutral,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1
67,neutral,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7778,0,0,1,1
68,entailment,entailment,neutral,entailment,entailment,entailment,0.8333,1,0,1,1,neutral,neutral,entailment,neutral,neutral,0.8333,0,1,1,1,entailment,neutral,entailment,entailment,entailment,0.8333,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.8333,1,0,1,0
69,entailment,entailment,neutral,entailment,entailment,neutral,0.2800,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.2000,1,0,0,0,entailment,neutral,entailment,neutral,neutral,0.1600,1,0,0,0,entailment,neutral,entailment,neutral,neutral,0.1600,1,0,0,0
70,neutral,neutral,neutral,neutral,neutral,neutral,0.2222,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1
71,contradiction,contradiction,neutral,neutral,neutral,neutral,0.3750,1,1,0,0,contradiction,neutral,neutral,neutral,contradiction,0.5000,1,1,0,1,contradiction,neutral,contradiction,neutral,neutral,0.3750,1,0,0,0,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0
74,contradiction,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5714,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5714,0,0,1,1
75,neutral,neutral,neutral,neutral,neutral,neutral,0.3158,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3158,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3158,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3684,0,0,1,1
77,entailment,entailment,neutral,entailment,neutral,neutral,0.2222,1,0,0,0,entailment,neutral,entailment,neutral,neutral,0.1111,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.2222,1,1,0,0,entailment,neutral,entailment,neutral,neutral,0.1111,1,0,0,0
78,neutral,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1111,0,0,1,1
79,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.2222,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.2222,1,0,1,0,neutral,neutral,neutral,neutral,neutral,0.7778,0,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.2222,1,1,0,0
80,contradiction,neutral,neutral,neutral,neutral,neutral,0.1905,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2381,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3810,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2381,0,0,1,1
81,entailment,entailment,neutral,entailment,entailment,neutral,0.4444,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.1111,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3333,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.2222,1,0,0,0
82,neutral,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1
83,contradiction,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5714,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5714,0,0,1,1
84,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.6000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,neutral,entailment,1.0000,1,0,0,1
85,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.2000,1,0,0,0,contradiction,neutral,contradiction,contradiction,neutral,0.2000,1,0,1,0,contradiction,neutral,contradiction,contradiction,contradiction,0.2000,1,0,1,1,contradiction,neutral,contradiction,neutral,neutral,0.2000,1,0,0,0
86,entailment,entailment,neutral,neutral,entailment,entailment,0.4167,1,1,1,1,entailment,neutral,entailment,entailment,neutral,0.4167,1,0,1,0,entailment,entailment,entailment,entailment,neutral,0.4167,0,0,1,0,entailment,neutral,entailment,entailment,entailment,0.4167,1,0,1,1
87,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.1765,1,0,0,0,contradiction,neutral,neutral,neutral,neutral,0.2353,1,1,0,0,contradiction,neutral,contradiction,neutral,neutral,0.2353,1,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.0588,1,0,0,0
88,contradiction,contradiction,contradiction,contradiction,neutral,neutral,0.2353,0,0,0,0,contradiction,contradiction,contradiction,neutral,neutral,0.1765,0,0,0,0,contradiction,contradiction,neutral,neutral,neutral,0.1765,0,1,0,0,contradiction,neutral,contradiction,neutral,neutral,0.2353,1,0,0,0
89,neutral,neutral,neutral,neutral,neutral,neutral,0.8000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8000,0,0,1,1
90,neutral,neutral,contradiction,neutral,neutral,neutral,0.8750,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8750,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5625,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
91,entailment,entailment,neutral,entailment,entailment,neutral,0.2143,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2143,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2143,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2143,1,0,1,0
92,entailment,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.3750,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0,entailment,neutral,neutral,entailment,neutral,0.6250,1,1,1,0
93,entailment,entailment,neutral,entailment,entailment,neutral,0.4375,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4375,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5625,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4375,1,0,1,0
95,contradiction,neutral,neutral,neutral,neutral,neutral,0.0833,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0833,0,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.2500,0,1,1,1
97,entailment,entailment,neutral,entailment,neutral,neutral,0.2000,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,neutral,neutral,neutral,unknown,0.4000,1,1,0,0
99,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.4000,1,0,0,0,contradiction,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,contradiction,neutral,contradiction,neutral,neutral,0.4000,1,0,0,0,contradiction,neutral,neutral,neutral,neutral,0.4000,1,1,0,0
101,entailment,entailment,neutral,entailment,entailment,unknown,0.4000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.8000,1,0,1,1,entailment,neutral,entailment,entailment,unknown,0.8000,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.3000,1,0,0,0
102,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.5000,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1
103,entailment,entailment,neutral,entailment,entailment,neutral,0.5263,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5789,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5263,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5263,1,0,1,0
104,entailment,entailment,neutral,entailment,neutral,neutral,0.1818,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.1818,1,1,0,0,entailment,neutral,entailment,neutral,neutral,0.3636,1,0,0,0,entailment,neutral,entailment,neutral,neutral,0.1818,1,0,0,0
106,neutral,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9167,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9167,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1
107,entailment,entailment,neutral,entailment,entailment,neutral,0.5455,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5455,1,0,1,0,entailment,neutral,neutral,neutral,neutral,0.4545,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.3636,1,1,0,0
108,entailment,entailment,neutral,entailment,neutral,neutral,0.1579,1,0,0,0,entailment,entailment,entailment,entailment,neutral,0.1579,0,0,1,0,entailment,neutral,entailment,entailment,neutral,0.1579,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.2105,1,0,0,0
109,contradiction,contradiction,entailment,contradiction,contradiction,neutral,0.2500,1,0,1,0,contradiction,contradiction,contradiction,neutral,neutral,0.0833,0,0,0,0,contradiction,neutral,contradiction,contradiction,neutral,0.2083,1,0,1,0,contradiction,neutral,neutral,neutral,neutral,0.1667,1,1,0,0
110,neutral,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1429,0,0,1,1,neutral,neutral,unknown,neutral,neutral,0.1429,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9286,0,0,1,1
111,neutral,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1
112,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,0.1000,0,0,1,1,contradiction,contradiction,contradiction,contradiction,neutral,0.1000,0,0,1,0,contradiction,contradiction,contradiction,contradiction,neutral,0.1000,0,0,1,0,contradiction,contradiction,contradiction,contradiction,neutral,0.1000,0,0,1,0
