id,rationale_original_final,rationale_lexical_final,rationale_syntactic_final,rationale_pragmatic_final
170,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
171,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
173,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
174,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
175,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
177,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
179,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
180,ENTAILMENT,CONTRADICTION,ENTAILMENT,ENTAILMENT
181,CONTRADICTION,NEUTRAL,NEUTRAL,NEUTRAL
182,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
183,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
184,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
185,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT
186,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
187,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
188,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
189,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
190,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
191,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
193,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
194,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
195,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
196,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
198,NEUTRAL,NEUTRAL,ENTAILMENT,ENTAILMENT
199,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
200,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
202,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
204,NEUTRAL,NEUTRAL,ENTAILMENT,ENTAILMENT
205,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
206,ENTAILMENT,ENTAILMENT,NEUTRAL,NEUTRAL
207,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
208,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
209,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
210,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
211,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
212,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
213,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
214,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
215,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
217,CONTRADICTION,CONTRADICTION,NEUTRAL,NEUTRAL
218,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
219,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
220,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT
223,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
224,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
225,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
227,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
228,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
229,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
230,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
231,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT
232,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
234,CONTRADICTION,CONTRADICTION,CONTRADICTION,NEUTRAL
235,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
236,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
237,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
238,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
242,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
243,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
245,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
247,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
249,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
250,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
251,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
252,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
253,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
255,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
256,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
258,NEUTRAL,CONTRADICTION,NEUTRAL,CONTRADICTION
259,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
260,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
261,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
262,NEUTRAL,NEUTRAL,NEUTRAL,ENTAILMENT
263,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
264,CONTRADICTION,NEUTRAL,NEUTRAL,CONTRADICTION
265,CONTRADICTION,NEUTRAL,CONTRADICTION,CONTRADICTION
267,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
269,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
270,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
271,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
272,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
274,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
275,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
276,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
277,CONTRADICTION,CONTRADICTION,CONTRADICTION,NEUTRAL
279,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
280,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
281,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
282,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
284,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
285,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
286,NEUTRAL,NEUTRAL,NEUTRAL,ENTAILMENT
288,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
289,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
290,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
291,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
294,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
295,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
297,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
298,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
299,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
300,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT
301,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
302,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
305,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
306,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
307,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
308,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
310,CONTRADICTION,NEUTRAL,NEUTRAL,NEUTRAL
311,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
312,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
314,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
315,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
316,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
318,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
319,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
320,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
321,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
322,CONTRADICTION,CONTRADICTION,NEUTRAL,NEUTRAL
323,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
324,NEUTRAL,NEUTRAL,CONTRADICTION,NEUTRAL
326,CONTRADICTION,NEUTRAL,CONTRADICTION,CONTRADICTION
327,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
328,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
329,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
330,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
333,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
334,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
335,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
337,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
338,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
339,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
340,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
341,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
342,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
343,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
345,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
346,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
347,NEUTRAL,NEUTRAL,NEUTRAL,CONTRADICTION
348,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
349,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
351,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
352,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
353,CONTRADICTION,NEUTRAL,NEUTRAL,CONTRADICTION
355,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
356,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
357,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
358,CONTRADICTION,NEUTRAL,NEUTRAL,NEUTRAL
360,ENTAILMENT,NEUTRAL,ENTAILMENT,NEUTRAL
361,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
362,CONTRADICTION,CONTRADICTION,CONTRADICTION,NEUTRAL
365,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
366,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
367,NEUTRAL,NEUTRAL,ENTAILMENT,CONTRADICTION
368,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
369,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
370,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
371,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
372,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
373,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
374,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
375,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
376,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
377,ENTAILMENT,NEUTRAL,ENTAILMENT,NEUTRAL
378,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
379,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
381,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
382,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
383,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
384,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
385,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
386,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
387,NEUTRAL,CONTRADICTION,NEUTRAL,CONTRADICTION
388,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
389,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
390,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
393,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
394,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT
395,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
397,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
399,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
400,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
401,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
402,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
403,NEUTRAL,NEUTRAL,NEUTRAL,ENTAILMENT
404,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
405,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
407,CONTRADICTION,CONTRADICTION,NEUTRAL,CONTRADICTION
409,CONTRADICTION,CONTRADICTION,NEUTRAL,CONTRADICTION
410,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
411,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
412,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
413,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
414,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
415,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
416,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
417,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
420,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
421,NEUTRAL,NEUTRAL,NEUTRAL,CONTRADICTION
422,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
424,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
425,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
429,NEUTRAL,NEUTRAL,ENTAILMENT,ENTAILMENT
430,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
431,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
432,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
433,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
434,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
435,NEUTRAL,ENTAILMENT,CONTRADICTION,NEUTRAL
437,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
442,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
443,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
444,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
445,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
446,ENTAILMENT,ENTAILMENT,NEUTRAL,NEUTRAL
447,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
448,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
449,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
450,NEUTRAL,NEUTRAL,NEUTRAL,CONTRADICTION
452,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
453,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
454,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
456,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
457,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
458,CONTRADICTION,NEUTRAL,CONTRADICTION,CONTRADICTION
459,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
460,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
461,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
462,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
463,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
467,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
468,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
470,CONTRADICTION,CONTRADICTION,NEUTRAL,NEUTRAL
472,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
473,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
474,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
475,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
476,NEUTRAL,ENTAILMENT,ENTAILMENT,NEUTRAL
479,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
481,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
483,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
484,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
485,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
486,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
487,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
489,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
490,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
491,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
492,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
493,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
495,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
496,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
497,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
