id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
15,Pink shirted woman sleeping in a car with blue and white blanket on her.,Pink shirted woman _____ _____ _____ _____ with blue and white blanket on her.,_____ _____ _____ sleeping in a car _____ _____ _____ _____ _____ _____ _____,Pink shirted woman sleeping in a car with _____ _____ white blanket _____ _____,0.2857,Pink shirted _____ _____ _____ _____ _____ with blue and white _____ on her.,_____ _____ woman sleeping in a car _____ _____ _____ _____ blanket _____ _____,_____ _____ woman sleeping in a car with _____ and _____ blanket _____ _____,0.4286,Pink shirted _____ _____ _____ _____ _____ with blue and white _____ on her.,_____ _____ woman sleeping in a car _____ _____ _____ _____ blanket _____ _____,_____ _____ woman sleeping in a car with _____ and _____ blanket _____ _____,0.4286,Pink shirted _____ _____ _____ _____ _____ with _____ _____ _____ _____ _____ _____,_____ _____ woman sleeping in a car _____ blue and white blanket on her.,_____ _____ woman sleeping in a car _____ blue and white blanket on her.,0.7857
16,A pair of black women on the street where one of them is walking past.,_____ _____ _____ _____ _____ on the street where _____ _____ _____ _____ _____ _____,A pair of black women _____ _____ _____ _____ one of them is walking past.,A pair of black women _____ _____ _____ _____ one of them is walking past.,0.7333,A pair of black women _____ _____ _____ where _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ on the street _____ one of them is walking past.,_____ _____ _____ _____ _____ on the street _____ one of them is walking past.,0.6000,_____ _____ _____ _____ _____ on the street where _____ _____ _____ _____ _____ _____,A pair of black women _____ _____ _____ _____ one of them is walking past.,A pair of black women _____ _____ _____ _____ one of them is walking past.,0.7333,_____ _____ _____ _____ _____ on the street where _____ _____ _____ _____ _____ _____,A pair of black women _____ _____ _____ _____ one of them is walking past.,A pair of black women _____ _____ _____ _____ one of them is walking past.,0.7333
17,We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat by the pool.,We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ by the pool.,We see the backs of a young Asian girl with _____ green shirt and a red hat holding hands with a young Asian _____ with a striped pink shirt _____ a pink hat by the pool.,0.0833,We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ by the pool.,We see the backs of a young Asian girl with a green shirt _____ a red hat holding hands with a young _____ _____ with a striped pink shirt and a pink hat by the pool.,0.0833,We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ by the pool.,We see the backs _____ a young Asian girl with _____ green shirt and a red hat _____ hands with a young Asian girl with a striped pink shirt and a pink hat by the pool.,0.0833,We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ by the pool.,We see the backs of a young Asian girl with _____ green shirt and a _____ hat holding hands with a young Asian girl with a striped pink shirt _____ a pink hat by the pool.,0.0833
18,two man in the army with a small boy from the area.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,two man in the army with a small boy from the area.,two man in the army with a small boy from the area.,1.0000,_____ _____ _____ _____ _____ with _____ _____ _____ _____ _____ _____,two man in the army _____ a small boy from the area.,two man in the army _____ a small boy from the area.,0.9167,_____ _____ _____ _____ _____ with _____ _____ _____ _____ _____ _____,two man in the army _____ a small boy from the area.,two man in the army _____ a small boy from the area.,0.9167,_____ _____ _____ _____ _____ with _____ _____ _____ _____ _____ _____,two man in the army _____ a small boy from the area.,two man in the army _____ a small boy from the area.,0.9167
19,A street vendor sitting on a sidewalk with eggs and live chickens.,_____ _____ _____ _____ on a sidewalk with eggs and live chickens.,A street vendor sitting _____ _____ _____ _____ _____ _____ _____ _____,A street vendor sitting on a _____ with _____ _____ _____ chickens.,0.3333,A _____ _____ _____ on a sidewalk with eggs and live chickens.,_____ street vendor sitting _____ _____ _____ _____ _____ _____ _____ _____,A street vendor sitting on a _____ with _____ _____ live chickens.,0.2500,_____ _____ _____ _____ on a sidewalk with eggs and live chickens.,A street vendor sitting _____ _____ _____ _____ _____ _____ _____ _____,A street vendor sitting _____ _____ _____ with eggs and live _____,0.3333,A street vendor _____ on a sidewalk with eggs and live chickens.,_____ _____ _____ sitting _____ _____ _____ _____ _____ _____ _____ _____,A street vendor sitting on a sidewalk _____ eggs and live chickens.,0.0833
20,A man painted in gold with cycle stands in the street.,A _____ _____ _____ _____ with cycle _____ _____ _____ _____,_____ man painted in gold _____ _____ stands in the street.,_____ man painted in gold _____ _____ stands in the street.,0.7273,A _____ _____ _____ _____ with cycle _____ _____ _____ _____,_____ man painted in gold _____ _____ stands in the street.,_____ man painted in gold _____ _____ stands in the street.,0.7273,_____ _____ _____ _____ _____ with cycle _____ _____ _____ _____,A man painted in gold _____ _____ stands in the street.,A man painted in gold _____ _____ stands in the street.,0.8182,_____ _____ _____ _____ _____ with cycle _____ _____ _____ _____,A man painted in gold _____ _____ stands in the street.,A man painted in gold _____ _____ stands in the street.,0.8182
21,"With a beautiful blue sky and green mountains in the background, a man in blue shorts and a blue shirt wades through the shallow, clear waters carry something white.",With a _____ _____ _____ and _____ _____ _____ _____ _____ _____ _____ in blue shorts and a blue shirt _____ _____ _____ _____ _____ _____ carry something white.,"_____ _____ beautiful blue sky _____ green mountains in the background, a man _____ _____ _____ _____ _____ _____ _____ wades through the shallow, clear waters _____ _____ _____","_____ _____ beautiful blue sky _____ green mountains in the background, a man _____ _____ _____ _____ _____ _____ _____ wades through the shallow, clear waters _____ _____ _____",0.5517,"With a _____ _____ _____ and _____ _____ _____ _____ _____ _____ _____ in _____ _____ and a _____ _____ _____ _____ the shallow, clear _____ carry something white.","_____ _____ beautiful blue sky _____ green mountains in the background, a man _____ blue shorts _____ _____ blue shirt wades through _____ _____ _____ waters _____ _____ _____","_____ _____ beautiful blue sky _____ green mountains in the background, a man _____ blue shorts _____ _____ blue shirt wades through _____ _____ _____ waters _____ _____ _____",0.5862,With a beautiful blue sky and _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ carry something white.,"_____ _____ _____ _____ _____ _____ green mountains in the background, a man in blue shorts and a blue shirt wades through the shallow, clear waters _____ _____ _____","_____ _____ _____ _____ _____ _____ green mountains in the background, a man in blue shorts and a blue shirt wades through the shallow, clear waters _____ _____ _____",0.6897,With a _____ _____ _____ and _____ _____ _____ _____ _____ _____ _____ in blue shorts and a blue shirt _____ _____ _____ _____ _____ _____ carry something white.,"_____ _____ beautiful blue sky _____ green mountains in the background, a man _____ _____ _____ _____ _____ _____ _____ wades through the shallow, clear waters _____ _____ _____","_____ _____ beautiful blue sky _____ green mountains in the background, a man _____ _____ _____ _____ _____ _____ _____ wades through the shallow, clear waters _____ _____ _____",0.5517
22,A large crowd of people are walking.,A _____ _____ _____ _____ are _____,_____ large crowd of people _____ walking.,_____ large crowd of people _____ walking.,0.7143,_____ _____ _____ _____ _____ _____ _____,A large crowd of people are walking.,A large crowd of people are walking.,1.0000,_____ _____ _____ _____ _____ _____ _____,A large crowd of people are walking.,A large crowd of people are walking.,1.0000,A _____ _____ _____ _____ are _____,_____ large crowd of people _____ walking.,_____ large crowd of people _____ walking.,0.7143
23,Two elderly people sit in handicapped chairs on a train.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two elderly people sit in handicapped chairs on a train.,Two elderly people sit in handicapped chairs on a train.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two elderly people sit in handicapped chairs on a train.,Two elderly people sit in handicapped chairs on a train.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two elderly people sit in handicapped chairs on a train.,Two elderly people sit in handicapped chairs on a train.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two elderly people sit in handicapped chairs on a train.,Two elderly people sit in handicapped chairs on a train.,1.0000
24,A woman cuts a cake while the woman next to her holds out a plate.,A woman _____ _____ _____ while the woman next to her _____ _____ _____ _____,_____ _____ cuts a cake _____ _____ _____ _____ _____ _____ holds out a plate.,_____ _____ cuts a cake _____ the _____ _____ _____ _____ holds out a plate.,0.4667,A woman _____ _____ _____ while the woman next to her _____ _____ _____ _____,_____ _____ cuts a cake _____ _____ _____ _____ _____ _____ holds out a plate.,_____ _____ cuts a cake _____ _____ woman _____ _____ _____ holds out a plate.,0.4667,A woman _____ _____ _____ while the woman next to her _____ _____ _____ _____,_____ _____ cuts a cake _____ _____ _____ _____ _____ _____ holds out a plate.,_____ _____ cuts a cake while _____ _____ _____ _____ _____ holds out a plate.,0.4667,A woman _____ _____ _____ while the woman next to her _____ _____ _____ _____,_____ _____ cuts a cake _____ _____ _____ _____ _____ _____ holds out a plate.,_____ woman cuts a cake _____ _____ _____ _____ _____ _____ holds out a plate.,0.4667
25,A person with a bag walking in a big city.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a bag walking in a big city.,A person with a bag walking in a big city.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a bag walking in a big city.,A person with a bag walking in a big city.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a bag walking in a big city.,A person with a bag walking in a big city.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a bag walking in a big city.,A person with a bag walking in a big city.,1.0000
26,14 men standing on a stairway outside almost all wearing the same shirt.,14 _____ _____ _____ _____ _____ outside almost all _____ _____ _____ _____,_____ men standing on a stairway _____ _____ _____ wearing the same shirt.,_____ men standing on a stairway _____ _____ _____ wearing the same shirt.,0.6923,14 _____ _____ _____ _____ _____ outside almost all _____ _____ _____ _____,_____ men standing on a stairway _____ _____ _____ wearing the same shirt.,_____ men standing on a stairway _____ _____ _____ wearing the same shirt.,0.6923,14 _____ _____ _____ _____ _____ outside almost all _____ _____ _____ _____,_____ men standing on a stairway _____ _____ _____ wearing the same shirt.,_____ men standing on a stairway _____ _____ _____ wearing the same shirt.,0.6923,14 _____ _____ _____ _____ _____ outside _____ _____ _____ _____ _____ _____,_____ men standing on a stairway _____ almost all wearing the same shirt.,_____ men standing on a stairway _____ almost all wearing the same shirt.,0.8462
27,Two children walking down a path in the woods.,Two _____ _____ down a path _____ _____ _____,_____ children walking _____ _____ _____ in the woods.,_____ children walking _____ _____ _____ in the woods.,0.5556,Two children walking down a path _____ _____ _____,_____ _____ _____ _____ _____ _____ in the woods.,Two _____ walking _____ a _____ in the woods.,0.3333,Two _____ walking down a path in the _____,_____ children _____ _____ _____ _____ _____ _____ woods.,_____ children walking down a _____ in the woods.,0.2222,Two children walking down a path _____ _____ _____,_____ _____ _____ _____ _____ _____ in the woods.,Two children walking _____ _____ _____ in the woods.,0.3333
28,Young people are playing in the snow while an older person seems to be taking pictures.,_____ _____ are _____ _____ _____ _____ while an older person seems to be taking pictures.,Young people _____ playing in the snow _____ _____ _____ _____ _____ _____ _____ _____ _____,Young people _____ playing in the snow while an older _____ _____ _____ _____ _____ pictures.,0.3750,_____ _____ are _____ _____ _____ _____ while an older person seems to be taking pictures.,Young people _____ playing in the snow _____ _____ _____ _____ _____ _____ _____ _____ _____,Young people _____ playing in the snow while _____ _____ _____ _____ to be _____ pictures.,0.3750,_____ _____ _____ _____ _____ _____ _____ while an older person seems to be taking pictures.,Young people are playing in the snow _____ _____ _____ _____ _____ _____ _____ _____ _____,Young people are playing in the snow _____ _____ _____ person _____ _____ be _____ _____,0.4375,_____ _____ _____ _____ _____ _____ _____ while an older person seems to be taking pictures.,Young people are playing in the snow _____ _____ _____ _____ _____ _____ _____ _____ _____,Young people are playing in the snow _____ _____ older person _____ _____ _____ _____ _____,0.4375
29,Person in blue jacket on a bike on a dirt course with people looking from behind a red and white barrier.,_____ _____ _____ _____ _____ _____ _____ on a _____ _____ with _____ _____ from _____ _____ _____ _____ _____ _____,Person in blue jacket on a bike _____ _____ dirt course _____ people looking _____ behind a red and white barrier.,Person in blue jacket on a bike _____ _____ dirt course _____ people looking _____ behind a red and white barrier.,0.8095,_____ in blue jacket _____ _____ _____ _____ _____ _____ _____ with _____ _____ _____ _____ _____ _____ _____ _____ _____,Person _____ _____ _____ on a bike on a dirt course _____ people looking from behind a red and white barrier.,Person _____ _____ _____ on a bike on a dirt course _____ people looking from behind a red and white barrier.,0.8095,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ with _____ _____ _____ _____ _____ _____ _____ _____ _____,Person in blue jacket on a bike on a dirt course _____ people looking from behind a red and white barrier.,Person in blue jacket on a bike on a dirt course _____ people looking from behind a red and white barrier.,0.9524,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ with _____ _____ _____ _____ _____ _____ _____ _____ _____,Person in blue jacket on a bike on a dirt course _____ people looking from behind a red and white barrier.,Person in blue jacket on a bike on a dirt course _____ people looking from behind a red and white barrier.,0.9524
30,A band is practicing their routine.,A band is _____ _____ _____,_____ _____ _____ practicing their routine.,_____ _____ _____ practicing their routine.,0.5000,A band is _____ _____ _____,_____ _____ _____ practicing their routine.,_____ _____ _____ practicing their routine.,0.5000,_____ _____ is _____ _____ _____,A band _____ practicing their routine.,A band _____ practicing their routine.,0.8333,_____ _____ _____ _____ _____ _____,A band is practicing their routine.,A band is practicing their routine.,1.0000
31,A laboratory worker making a phone call.,A _____ _____ _____ _____ _____ _____,_____ laboratory worker making a phone call.,_____ laboratory worker making a phone call.,0.8571,A _____ _____ _____ _____ _____ _____,_____ laboratory worker making a phone call.,_____ laboratory worker making a phone call.,0.8571,A _____ _____ _____ _____ _____ _____,_____ laboratory worker making a phone call.,_____ laboratory worker making a phone call.,0.8571,A _____ _____ _____ _____ _____ _____,_____ laboratory worker making a phone call.,_____ laboratory worker making a phone call.,0.8571
32,A man in a yellow shirt is on a roof hammering in shingles.,A man in a yellow shirt is _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ on a roof hammering in shingles.,_____ man _____ _____ _____ _____ _____ on a roof hammering in shingles.,0.4615,_____ _____ in a yellow shirt is _____ _____ _____ _____ _____ _____,A man _____ _____ _____ _____ _____ on a roof hammering in shingles.,A man _____ _____ _____ _____ _____ on a roof hammering in shingles.,0.6154,_____ _____ in a yellow shirt is _____ _____ _____ _____ _____ _____,A man _____ _____ _____ _____ _____ on a roof hammering in shingles.,A man _____ _____ _____ _____ _____ on a roof hammering in shingles.,0.6154,A _____ in a yellow shirt is _____ _____ _____ _____ _____ _____,_____ man _____ _____ _____ _____ _____ on a roof hammering in shingles.,_____ man _____ _____ _____ _____ _____ on a roof hammering in shingles.,0.5385
33,Three brown-haired women in brown and green skirts lean against a metal fence staring to the left.,_____ brown-haired _____ in brown and green skirts _____ _____ _____ _____ _____ _____ _____ _____ _____,Three _____ women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,Three _____ women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,0.6471,_____ _____ _____ in brown and green skirts _____ _____ _____ _____ _____ _____ _____ _____ _____,Three brown-haired women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,Three brown-haired women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,0.7059,_____ _____ _____ in brown and green skirts _____ _____ _____ _____ _____ _____ _____ _____ _____,Three brown-haired women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,Three brown-haired women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,0.7059,_____ _____ _____ in brown and green skirts _____ _____ _____ _____ _____ _____ _____ _____ _____,Three brown-haired women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,Three brown-haired women _____ _____ _____ _____ _____ lean against a metal fence staring to the left.,0.7059
34,Man on a motorcycle performing a trick high in the air.,Man on a _____ performing a trick high in the air.,_____ _____ _____ motorcycle _____ _____ _____ _____ _____ _____ _____,Man on a motorcycle _____ a trick high in the air.,0.0909,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Man on a motorcycle performing a trick high in the air.,Man on a motorcycle performing a trick high in the air.,1.0000,_____ on a _____ _____ _____ _____ _____ _____ _____ _____,Man _____ _____ motorcycle performing a trick high in the air.,Man _____ _____ motorcycle performing a trick high in the air.,0.8182,_____ _____ _____ _____ _____ _____ _____ high in the air.,Man on a motorcycle performing a trick _____ _____ _____ _____,Man on a motorcycle performing a trick _____ _____ _____ _____,0.6364
35,Two dogs playing in a yard.,Two dogs playing _____ _____ _____,_____ _____ _____ in a yard.,_____ _____ _____ in a yard.,0.5000,Two dogs playing _____ _____ _____,_____ _____ _____ in a yard.,_____ _____ _____ in a yard.,0.5000,Two dogs playing _____ _____ _____,_____ _____ _____ in a yard.,_____ _____ _____ in a yard.,0.5000,Two dogs playing _____ _____ _____,_____ _____ _____ in a yard.,_____ _____ _____ in a yard.,0.5000
