id,rationale_original_final,rationale_lexical_final,rationale_syntactic_final,rationale_pragmatic_final,gold_label,row_accuracy
79,neutral,neutral,contradiction,neutral,contradiction,0.25
80,neutral,neutral,neutral,neutral,contradiction,0.0
81,entailment,entailment,entailment,entailment,entailment,1.0
82,neutral,neutral,neutral,neutral,neutral,1.0
83,neutral,neutral,neutral,neutral,contradiction,0.0
84,entailment,entailment,entailment,entailment,entailment,1.0
85,contradiction,neutral,neutral,neutral,contradiction,0.25
86,entailment,entailment,entailment,entailment,entailment,1.0
87,neutral,neutral,neutral,neutral,contradiction,0.0
88,contradiction,neutral,neutral,neutral,contradiction,0.25
89,neutral,entailment,neutral,neutral,neutral,0.75
90,entailment,entailment,entailment,entailment,neutral,0.0
91,neutral,neutral,entailment,entailment,entailment,0.5
92,entailment,entailment,entailment,entailment,entailment,1.0
93,entailment,entailment,entailment,entailment,entailment,1.0
95,contradiction,contradiction,neutral,neutral,contradiction,0.5
97,entailment,entailment,entailment,neutral,entailment,0.75
99,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
101,entailment,entailment,neutral,entailment,entailment,0.75
102,neutral,neutral,neutral,neutral,neutral,1.0
103,entailment,entailment,entailment,entailment,entailment,1.0
104,entailment,entailment,entailment,entailment,entailment,1.0
106,neutral,neutral,neutral,neutral,neutral,1.0
107,neutral,neutral,entailment,neutral,entailment,0.25
108,entailment,entailment,entailment,entailment,entailment,1.0
109,contradiction,neutral,contradiction,neutral,contradiction,0.5
110,neutral,neutral,neutral,neutral,neutral,1.0
111,entailment,neutral,entailment,neutral,neutral,0.5
112,contradiction,contradiction,neutral,contradiction,contradiction,0.75
114,neutral,neutral,neutral,neutral,contradiction,0.0
117,entailment,entailment,entailment,entailment,neutral,0.0
119,neutral,neutral,neutral,neutral,contradiction,0.0
120,neutral,neutral,neutral,neutral,contradiction,0.0
122,neutral,neutral,neutral,neutral,contradiction,0.0
123,neutral,neutral,neutral,neutral,neutral,1.0
124,neutral,neutral,neutral,neutral,neutral,1.0
125,entailment,entailment,entailment,entailment,entailment,1.0
126,neutral,neutral,neutral,neutral,contradiction,0.0
127,neutral,neutral,entailment,neutral,neutral,0.75
128,entailment,entailment,entailment,entailment,entailment,1.0
130,neutral,neutral,neutral,neutral,neutral,1.0
131,entailment,entailment,entailment,entailment,entailment,1.0
132,entailment,entailment,entailment,entailment,neutral,0.0
133,neutral,contradiction,neutral,neutral,contradiction,0.25
134,neutral,neutral,neutral,neutral,neutral,1.0
135,neutral,neutral,neutral,neutral,neutral,1.0
136,entailment,entailment,entailment,entailment,neutral,0.0
137,entailment,neutral,entailment,neutral,neutral,0.5
138,entailment,entailment,neutral,entailment,entailment,0.75
141,entailment,entailment,entailment,entailment,entailment,1.0
142,entailment,entailment,entailment,entailment,neutral,0.0
143,neutral,neutral,neutral,neutral,contradiction,0.0
144,neutral,neutral,neutral,neutral,neutral,1.0
146,entailment,entailment,entailment,entailment,entailment,1.0
148,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
150,entailment,entailment,neutral,entailment,entailment,0.75
151,neutral,neutral,neutral,neutral,neutral,1.0
152,entailment,entailment,entailment,entailment,entailment,1.0
154,entailment,entailment,entailment,entailment,entailment,1.0
156,neutral,neutral,entailment,neutral,neutral,0.75
157,entailment,entailment,entailment,entailment,entailment,1.0
159,entailment,entailment,entailment,entailment,entailment,1.0
160,entailment,entailment,entailment,entailment,entailment,1.0
161,entailment,entailment,entailment,entailment,entailment,1.0
164,neutral,neutral,neutral,neutral,neutral,1.0
165,neutral,neutral,neutral,neutral,entailment,0.0
167,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
168,neutral,neutral,neutral,neutral,contradiction,0.0
169,neutral,neutral,contradiction,entailment,neutral,0.5
170,entailment,entailment,entailment,entailment,entailment,1.0
171,entailment,entailment,entailment,entailment,entailment,1.0
173,entailment,entailment,entailment,entailment,entailment,1.0
174,neutral,neutral,neutral,neutral,entailment,0.0
175,entailment,entailment,entailment,entailment,entailment,1.0
177,entailment,entailment,entailment,entailment,entailment,1.0
179,contradiction,contradiction,neutral,neutral,contradiction,0.5
180,entailment,entailment,entailment,entailment,entailment,1.0
181,contradiction,contradiction,neutral,contradiction,contradiction,0.75
182,neutral,neutral,contradiction,contradiction,contradiction,0.5
183,entailment,entailment,entailment,entailment,entailment,1.0
184,entailment,entailment,entailment,entailment,entailment,1.0
185,entailment,entailment,entailment,entailment,entailment,1.0
186,neutral,neutral,neutral,neutral,neutral,1.0
187,entailment,entailment,entailment,entailment,entailment,1.0
188,neutral,neutral,neutral,neutral,neutral,1.0
189,entailment,entailment,entailment,entailment,entailment,1.0
190,entailment,entailment,entailment,entailment,entailment,1.0
191,contradiction,neutral,neutral,neutral,contradiction,0.25
193,neutral,entailment,entailment,entailment,entailment,0.75
194,entailment,entailment,entailment,entailment,neutral,0.0
195,neutral,neutral,neutral,neutral,neutral,1.0
196,entailment,entailment,entailment,entailment,entailment,1.0
198,entailment,entailment,entailment,entailment,neutral,0.0
199,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
200,entailment,entailment,entailment,entailment,entailment,1.0
202,entailment,entailment,entailment,entailment,entailment,1.0
204,neutral,neutral,neutral,neutral,neutral,1.0
205,neutral,neutral,neutral,neutral,neutral,1.0
207,entailment,entailment,entailment,entailment,neutral,0.0
208,entailment,entailment,entailment,entailment,neutral,0.0
209,neutral,entailment,entailment,entailment,entailment,0.75
210,neutral,neutral,neutral,neutral,neutral,1.0
211,entailment,entailment,entailment,entailment,entailment,1.0
212,neutral,neutral,neutral,neutral,contradiction,0.0
213,entailment,entailment,entailment,entailment,entailment,1.0
214,entailment,entailment,entailment,entailment,entailment,1.0
215,neutral,entailment,neutral,neutral,neutral,0.75
217,contradiction,contradiction,neutral,neutral,contradiction,0.5
218,neutral,neutral,neutral,neutral,contradiction,0.0
219,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
220,neutral,contradiction,neutral,contradiction,neutral,0.5
223,entailment,entailment,entailment,entailment,entailment,1.0
224,neutral,neutral,neutral,neutral,contradiction,0.0
225,neutral,neutral,neutral,entailment,neutral,0.75
227,entailment,entailment,entailment,entailment,entailment,1.0
228,neutral,neutral,neutral,neutral,neutral,1.0
229,contradiction,neutral,neutral,neutral,contradiction,0.25
230,neutral,neutral,neutral,neutral,neutral,1.0
231,entailment,entailment,entailment,entailment,entailment,1.0
232,entailment,entailment,entailment,entailment,entailment,1.0
234,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
235,neutral,neutral,neutral,entailment,neutral,0.75
236,neutral,neutral,neutral,neutral,neutral,1.0
237,neutral,neutral,neutral,entailment,neutral,0.75
238,neutral,neutral,entailment,entailment,neutral,0.5
242,neutral,entailment,neutral,neutral,neutral,0.75
243,neutral,neutral,neutral,neutral,contradiction,0.0
245,entailment,entailment,entailment,entailment,entailment,1.0
247,neutral,entailment,neutral,neutral,neutral,0.75
249,entailment,entailment,entailment,entailment,entailment,1.0
250,neutral,neutral,neutral,neutral,contradiction,0.0
251,entailment,entailment,entailment,entailment,entailment,1.0
252,neutral,contradiction,contradiction,contradiction,contradiction,0.75
253,neutral,neutral,entailment,neutral,neutral,0.75
255,neutral,neutral,neutral,neutral,contradiction,0.0
256,entailment,entailment,entailment,entailment,entailment,1.0
258,contradiction,contradiction,contradiction,neutral,contradiction,0.75
259,neutral,neutral,neutral,neutral,contradiction,0.0
260,entailment,entailment,entailment,entailment,entailment,1.0
261,entailment,entailment,entailment,entailment,entailment,1.0
262,neutral,neutral,neutral,neutral,neutral,1.0
263,entailment,entailment,contradiction,entailment,neutral,0.0
264,neutral,neutral,contradiction,contradiction,contradiction,0.5
265,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
267,neutral,neutral,neutral,neutral,neutral,1.0
269,neutral,contradiction,neutral,neutral,contradiction,0.25
270,neutral,neutral,entailment,neutral,neutral,0.75
271,neutral,contradiction,neutral,contradiction,contradiction,0.5
272,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
274,entailment,entailment,entailment,entailment,entailment,1.0
275,contradiction,contradiction,contradiction,neutral,contradiction,0.75
276,contradiction,neutral,neutral,neutral,contradiction,0.25
277,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
279,neutral,neutral,neutral,neutral,neutral,1.0
280,neutral,entailment,entailment,entailment,neutral,0.25
281,neutral,neutral,neutral,neutral,neutral,1.0
282,entailment,entailment,entailment,entailment,entailment,1.0
284,entailment,contradiction,entailment,entailment,entailment,0.75
285,neutral,entailment,neutral,neutral,neutral,0.75
286,neutral,neutral,neutral,neutral,neutral,1.0
288,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
289,neutral,neutral,neutral,neutral,neutral,1.0
290,entailment,entailment,entailment,entailment,neutral,0.0
291,entailment,entailment,entailment,entailment,neutral,0.0
294,neutral,neutral,neutral,neutral,contradiction,0.0
295,entailment,entailment,entailment,entailment,entailment,1.0
297,neutral,neutral,neutral,neutral,contradiction,0.0
298,entailment,entailment,entailment,entailment,neutral,0.0
299,entailment,entailment,entailment,entailment,neutral,0.0
300,entailment,entailment,neutral,entailment,neutral,0.25
301,neutral,neutral,neutral,neutral,contradiction,0.0
302,entailment,entailment,entailment,entailment,neutral,0.0
305,contradiction,neutral,contradiction,contradiction,contradiction,0.75
306,entailment,neutral,entailment,entailment,neutral,0.25
307,neutral,entailment,neutral,entailment,neutral,0.5
308,neutral,neutral,contradiction,neutral,entailment,0.0
310,neutral,neutral,neutral,neutral,contradiction,0.0
311,entailment,entailment,entailment,entailment,entailment,1.0
312,entailment,entailment,entailment,entailment,neutral,0.0
314,entailment,entailment,entailment,neutral,neutral,0.25
315,neutral,neutral,neutral,contradiction,contradiction,0.25
316,contradiction,neutral,contradiction,neutral,contradiction,0.5
318,neutral,neutral,neutral,neutral,contradiction,0.0
319,neutral,neutral,neutral,neutral,contradiction,0.0
320,neutral,neutral,neutral,neutral,neutral,1.0
321,entailment,entailment,entailment,entailment,entailment,1.0
322,neutral,neutral,neutral,neutral,contradiction,0.0
323,neutral,entailment,neutral,neutral,entailment,0.25
324,neutral,contradiction,neutral,contradiction,contradiction,0.5
326,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
327,neutral,neutral,neutral,neutral,contradiction,0.0
328,entailment,entailment,entailment,entailment,entailment,1.0
329,entailment,entailment,neutral,entailment,neutral,0.25
330,entailment,entailment,neutral,entailment,neutral,0.25
332,neutral,entailment,neutral,neutral,neutral,0.75
333,neutral,neutral,neutral,neutral,neutral,1.0
334,entailment,entailment,entailment,entailment,entailment,1.0
335,contradiction,contradiction,neutral,neutral,entailment,0.0
337,neutral,neutral,neutral,neutral,contradiction,0.0
339,neutral,entailment,entailment,neutral,neutral,0.5
340,entailment,entailment,entailment,entailment,entailment,1.0
341,neutral,neutral,neutral,neutral,neutral,1.0
342,neutral,neutral,neutral,neutral,contradiction,0.0
343,entailment,entailment,entailment,entailment,entailment,1.0
345,neutral,neutral,neutral,neutral,neutral,1.0
346,neutral,entailment,neutral,entailment,neutral,0.5
347,neutral,neutral,contradiction,neutral,contradiction,0.25
348,neutral,neutral,contradiction,neutral,contradiction,0.25
349,entailment,entailment,entailment,entailment,entailment,1.0
351,entailment,entailment,entailment,entailment,entailment,1.0
352,neutral,neutral,neutral,neutral,contradiction,0.0
353,entailment,contradiction,entailment,entailment,entailment,0.75
355,neutral,neutral,neutral,neutral,neutral,1.0
356,entailment,entailment,entailment,entailment,entailment,1.0
357,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
358,neutral,neutral,contradiction,neutral,contradiction,0.25
360,neutral,neutral,entailment,neutral,entailment,0.25
361,entailment,entailment,entailment,entailment,entailment,1.0
362,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
365,entailment,entailment,entailment,entailment,entailment,1.0
366,neutral,entailment,entailment,entailment,entailment,0.75
367,entailment,entailment,neutral,neutral,neutral,0.5
368,entailment,entailment,entailment,entailment,entailment,1.0
369,neutral,neutral,neutral,neutral,neutral,1.0
370,neutral,neutral,neutral,neutral,neutral,1.0
371,entailment,entailment,entailment,entailment,entailment,1.0
372,entailment,entailment,entailment,entailment,entailment,1.0
373,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
374,entailment,entailment,entailment,entailment,entailment,1.0
375,neutral,neutral,neutral,neutral,contradiction,0.0
376,entailment,neutral,entailment,entailment,entailment,0.75
377,neutral,entailment,neutral,neutral,neutral,0.75
378,entailment,entailment,entailment,neutral,entailment,0.75
379,entailment,entailment,entailment,entailment,entailment,1.0
381,entailment,entailment,entailment,entailment,entailment,1.0
382,entailment,entailment,entailment,entailment,entailment,1.0
383,neutral,neutral,neutral,neutral,neutral,1.0
384,entailment,entailment,entailment,entailment,entailment,1.0
385,entailment,entailment,entailment,entailment,entailment,1.0
386,neutral,neutral,neutral,neutral,neutral,1.0
387,contradiction,contradiction,contradiction,neutral,contradiction,0.75
388,entailment,entailment,entailment,entailment,entailment,1.0
389,entailment,entailment,entailment,entailment,entailment,1.0
390,neutral,neutral,neutral,neutral,neutral,1.0
393,neutral,neutral,neutral,neutral,neutral,1.0
394,entailment,neutral,entailment,entailment,neutral,0.25
395,entailment,entailment,entailment,entailment,entailment,1.0
397,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
399,neutral,neutral,neutral,entailment,neutral,0.75
400,entailment,entailment,entailment,entailment,neutral,0.0
401,entailment,entailment,entailment,entailment,entailment,1.0
402,entailment,entailment,entailment,entailment,entailment,1.0
403,entailment,entailment,entailment,entailment,entailment,1.0
404,neutral,neutral,neutral,neutral,neutral,1.0
405,neutral,entailment,neutral,neutral,entailment,0.25
407,contradiction,contradiction,neutral,contradiction,contradiction,0.75
409,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
410,entailment,entailment,entailment,entailment,entailment,1.0
411,entailment,entailment,entailment,entailment,entailment,1.0
412,entailment,entailment,entailment,entailment,entailment,1.0
413,neutral,neutral,entailment,entailment,entailment,0.5
414,neutral,neutral,neutral,neutral,contradiction,0.0
415,entailment,entailment,entailment,entailment,entailment,1.0
416,neutral,neutral,neutral,neutral,contradiction,0.0
417,entailment,entailment,entailment,entailment,entailment,1.0
420,entailment,entailment,entailment,entailment,neutral,0.0
421,neutral,neutral,neutral,contradiction,neutral,0.75
422,neutral,neutral,neutral,neutral,neutral,1.0
424,contradiction,contradiction,neutral,contradiction,contradiction,0.75
425,neutral,neutral,neutral,neutral,contradiction,0.0
429,entailment,neutral,neutral,neutral,neutral,0.75
430,neutral,contradiction,neutral,contradiction,contradiction,0.5
431,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
432,neutral,neutral,neutral,neutral,neutral,1.0
433,neutral,contradiction,neutral,neutral,contradiction,0.25
434,neutral,contradiction,neutral,neutral,contradiction,0.25
435,neutral,neutral,contradiction,entailment,contradiction,0.25
437,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
442,neutral,neutral,neutral,neutral,neutral,1.0
443,entailment,entailment,entailment,entailment,entailment,1.0
444,entailment,entailment,entailment,entailment,neutral,0.0
445,entailment,entailment,entailment,entailment,entailment,1.0
446,entailment,entailment,neutral,entailment,entailment,0.75
447,entailment,entailment,neutral,entailment,entailment,0.75
448,contradiction,neutral,neutral,neutral,neutral,0.75
449,neutral,neutral,neutral,neutral,neutral,1.0
450,neutral,contradiction,contradiction,neutral,contradiction,0.5
452,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
453,contradiction,neutral,neutral,neutral,neutral,0.75
454,neutral,neutral,neutral,neutral,neutral,1.0
456,neutral,contradiction,contradiction,contradiction,contradiction,0.75
457,neutral,contradiction,neutral,neutral,contradiction,0.25
458,neutral,contradiction,contradiction,contradiction,contradiction,0.75
459,neutral,neutral,neutral,neutral,neutral,1.0
460,neutral,neutral,contradiction,contradiction,contradiction,0.5
461,entailment,entailment,entailment,entailment,neutral,0.0
462,contradiction,neutral,neutral,contradiction,contradiction,0.5
463,entailment,entailment,entailment,entailment,neutral,0.0
467,entailment,entailment,entailment,entailment,neutral,0.0
468,neutral,entailment,neutral,neutral,neutral,0.75
470,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
472,entailment,entailment,entailment,entailment,entailment,1.0
473,neutral,entailment,neutral,neutral,neutral,0.75
474,entailment,entailment,entailment,entailment,entailment,1.0
475,entailment,contradiction,neutral,entailment,entailment,0.5
476,neutral,neutral,neutral,neutral,neutral,1.0
479,neutral,neutral,neutral,neutral,neutral,1.0
481,entailment,entailment,neutral,entailment,entailment,0.75
483,entailment,entailment,entailment,entailment,entailment,1.0
484,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
485,neutral,neutral,neutral,entailment,neutral,0.75
486,neutral,contradiction,contradiction,neutral,contradiction,0.5
487,neutral,neutral,neutral,neutral,contradiction,0.0
489,neutral,neutral,neutral,entailment,neutral,0.75
490,neutral,neutral,neutral,neutral,contradiction,0.0
491,entailment,entailment,entailment,entailment,entailment,1.0
492,entailment,entailment,entailment,entailment,entailment,1.0
493,neutral,contradiction,contradiction,neutral,contradiction,0.5
495,neutral,neutral,neutral,neutral,neutral,1.0
496,contradiction,neutral,neutral,neutral,contradiction,0.25
497,neutral,neutral,neutral,neutral,neutral,1.0
499,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
500,neutral,neutral,neutral,neutral,contradiction,0.0
501,entailment,neutral,entailment,entailment,neutral,0.25
502,neutral,neutral,neutral,neutral,neutral,1.0
503,entailment,entailment,entailment,entailment,entailment,1.0
504,neutral,neutral,neutral,neutral,neutral,1.0
505,neutral,neutral,neutral,neutral,contradiction,0.0
506,entailment,entailment,entailment,entailment,entailment,1.0
507,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
508,contradiction,contradiction,neutral,neutral,contradiction,0.5
509,entailment,entailment,entailment,entailment,neutral,0.0
510,neutral,neutral,neutral,entailment,neutral,0.75
511,entailment,entailment,entailment,entailment,entailment,1.0
512,entailment,entailment,entailment,entailment,entailment,1.0
513,neutral,neutral,neutral,neutral,neutral,1.0
514,neutral,neutral,entailment,neutral,neutral,0.75
516,entailment,entailment,entailment,entailment,entailment,1.0
517,neutral,neutral,neutral,neutral,contradiction,0.0
519,contradiction,contradiction,neutral,neutral,contradiction,0.5
524,entailment,entailment,entailment,entailment,entailment,1.0
526,neutral,neutral,contradiction,neutral,contradiction,0.25
529,neutral,neutral,neutral,neutral,neutral,1.0
530,neutral,neutral,neutral,neutral,neutral,1.0
531,entailment,entailment,entailment,entailment,entailment,1.0
532,entailment,entailment,entailment,entailment,entailment,1.0
535,contradiction,neutral,neutral,contradiction,contradiction,0.5
538,entailment,entailment,entailment,entailment,entailment,1.0
539,neutral,neutral,neutral,neutral,neutral,1.0
540,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
541,neutral,neutral,neutral,neutral,neutral,1.0
542,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
543,neutral,neutral,contradiction,neutral,contradiction,0.25
544,neutral,neutral,entailment,neutral,neutral,0.75
545,neutral,neutral,neutral,contradiction,contradiction,0.25
546,neutral,neutral,entailment,entailment,neutral,0.5
547,entailment,entailment,entailment,entailment,entailment,1.0
548,neutral,neutral,neutral,neutral,neutral,1.0
549,neutral,neutral,neutral,neutral,entailment,0.0
550,entailment,entailment,entailment,entailment,entailment,1.0
551,entailment,entailment,entailment,entailment,entailment,1.0
553,entailment,entailment,entailment,entailment,entailment,1.0
555,neutral,neutral,neutral,neutral,neutral,1.0
556,neutral,neutral,entailment,neutral,neutral,0.75
557,neutral,neutral,neutral,neutral,contradiction,0.0
558,entailment,entailment,entailment,entailment,neutral,0.0
559,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
560,neutral,neutral,neutral,neutral,contradiction,0.0
561,entailment,entailment,entailment,entailment,entailment,1.0
562,neutral,neutral,neutral,neutral,neutral,1.0
563,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
564,contradiction,contradiction,neutral,neutral,contradiction,0.5
565,neutral,neutral,neutral,neutral,neutral,1.0
567,entailment,entailment,entailment,entailment,entailment,1.0
568,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
569,neutral,neutral,entailment,neutral,neutral,0.75
570,neutral,neutral,neutral,neutral,contradiction,0.0
573,neutral,entailment,neutral,neutral,neutral,0.75
574,neutral,neutral,neutral,neutral,neutral,1.0
575,entailment,entailment,neutral,entailment,entailment,0.75
577,neutral,neutral,neutral,neutral,neutral,1.0
578,neutral,entailment,neutral,neutral,neutral,0.75
579,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
580,neutral,neutral,neutral,neutral,contradiction,0.0
581,entailment,entailment,entailment,entailment,entailment,1.0
583,entailment,entailment,entailment,entailment,entailment,1.0
584,neutral,neutral,neutral,neutral,neutral,1.0
586,entailment,entailment,entailment,entailment,entailment,1.0
587,contradiction,contradiction,contradiction,neutral,contradiction,0.75
588,entailment,entailment,entailment,entailment,neutral,0.0
589,neutral,contradiction,neutral,neutral,contradiction,0.25
590,neutral,neutral,neutral,neutral,neutral,1.0
591,neutral,neutral,neutral,neutral,contradiction,0.0
592,entailment,entailment,entailment,entailment,entailment,1.0
593,neutral,neutral,neutral,neutral,neutral,1.0
594,entailment,entailment,entailment,entailment,neutral,0.0
596,entailment,entailment,entailment,entailment,entailment,1.0
597,neutral,contradiction,contradiction,neutral,neutral,0.5
598,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
599,neutral,neutral,neutral,entailment,neutral,0.75
600,entailment,entailment,entailment,entailment,entailment,1.0
602,entailment,entailment,entailment,entailment,entailment,1.0
603,entailment,entailment,entailment,entailment,entailment,1.0
604,contradiction,contradiction,neutral,contradiction,neutral,0.25
605,entailment,entailment,entailment,entailment,neutral,0.0
606,neutral,entailment,entailment,neutral,neutral,0.5
607,neutral,neutral,neutral,neutral,entailment,0.0
609,neutral,neutral,contradiction,neutral,neutral,0.75
610,entailment,entailment,entailment,entailment,entailment,1.0
611,entailment,entailment,entailment,entailment,entailment,1.0
612,neutral,neutral,neutral,neutral,neutral,1.0
613,entailment,entailment,entailment,entailment,entailment,1.0
614,neutral,neutral,neutral,neutral,neutral,1.0
615,neutral,neutral,neutral,neutral,neutral,1.0
616,neutral,neutral,neutral,neutral,contradiction,0.0
617,neutral,neutral,neutral,neutral,neutral,1.0
618,contradiction,neutral,neutral,entailment,contradiction,0.25
619,neutral,neutral,contradiction,neutral,contradiction,0.25
620,neutral,entailment,entailment,neutral,neutral,0.5
622,entailment,entailment,entailment,entailment,entailment,1.0
623,neutral,entailment,entailment,entailment,neutral,0.25
624,entailment,entailment,neutral,neutral,neutral,0.5
625,neutral,neutral,entailment,neutral,entailment,0.25
626,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
627,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
628,neutral,contradiction,contradiction,neutral,neutral,0.5
629,neutral,neutral,contradiction,neutral,contradiction,0.25
631,neutral,contradiction,neutral,neutral,contradiction,0.25
632,entailment,entailment,entailment,entailment,entailment,1.0
633,entailment,entailment,entailment,entailment,neutral,0.0
634,entailment,entailment,entailment,entailment,entailment,1.0
635,contradiction,entailment,entailment,neutral,entailment,0.5
636,neutral,neutral,neutral,contradiction,neutral,0.75
637,neutral,contradiction,neutral,contradiction,contradiction,0.5
639,entailment,entailment,entailment,entailment,neutral,0.0
640,neutral,entailment,entailment,entailment,neutral,0.25
641,entailment,entailment,entailment,entailment,entailment,1.0
642,entailment,entailment,entailment,entailment,entailment,1.0
643,neutral,neutral,entailment,neutral,neutral,0.75
644,entailment,entailment,entailment,entailment,entailment,1.0
646,entailment,entailment,entailment,entailment,entailment,1.0
647,neutral,neutral,neutral,neutral,contradiction,0.0
648,neutral,neutral,neutral,contradiction,contradiction,0.25
649,neutral,neutral,neutral,neutral,contradiction,0.0
650,neutral,neutral,neutral,neutral,neutral,1.0
652,neutral,neutral,neutral,neutral,neutral,1.0
654,neutral,neutral,neutral,neutral,neutral,1.0
655,entailment,entailment,entailment,entailment,entailment,1.0
656,neutral,contradiction,contradiction,contradiction,contradiction,0.75
657,contradiction,contradiction,neutral,neutral,contradiction,0.5
659,neutral,neutral,neutral,neutral,contradiction,0.0
660,neutral,neutral,neutral,neutral,contradiction,0.0
661,neutral,neutral,neutral,neutral,contradiction,0.0
662,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
664,neutral,entailment,entailment,neutral,neutral,0.5
