id,plaus_original,plaus_lexical,plaus_syntactic,plaus_pragmatic,Pmean
346,5,5,5,5,5.0
347,5,5,5,5,5.0
348,4,1,2,4,2.75
349,5,5,5,5,5.0
351,5,5,5,5,5.0
352,5,5,5,5,5.0
353,5,1,1,5,3.0
355,5,5,1,5,4.0
356,5,5,5,5,5.0
357,5,5,5,5,5.0
358,2,2,2,1,1.75
360,1,1,1,1,1.0
361,5,5,5,5,5.0
362,5,5,5,5,5.0
365,5,5,5,5,5.0
366,5,5,5,5,5.0
367,5,5,4,5,4.75
368,5,5,5,5,5.0
369,5,5,5,5,5.0
370,5,5,5,5,5.0
371,5,5,5,5,5.0
372,5,5,1,5,4.0
373,5,5,5,5,5.0
374,5,5,5,5,5.0
375,2,1,1,3,1.75
376,5,5,5,5,5.0
377,5,5,5,5,5.0
378,5,5,5,5,5.0
379,5,5,5,5,5.0
381,5,5,5,5,5.0
382,5,5,5,5,5.0
383,5,5,5,5,5.0
384,5,5,5,5,5.0
385,5,5,5,5,5.0
386,5,5,5,5,5.0
387,5,5,5,5,5.0
388,5,5,5,5,5.0
389,5,5,5,5,5.0
390,5,5,5,5,5.0
393,5,5,5,5,5.0
394,5,5,5,1,4.0
395,5,5,5,5,5.0
397,5,5,5,5,5.0
399,5,5,5,5,5.0
400,5,5,5,5,5.0
401,5,5,5,5,5.0
402,5,5,5,5,5.0
403,1,1,4,1,1.75
404,5,5,5,5,5.0
405,1,1,2,1,1.25
407,5,5,5,5,5.0
409,5,5,5,5,5.0
410,5,2,5,5,4.25
411,5,5,5,5,5.0
412,5,5,5,5,5.0
413,5,5,5,5,5.0
414,1,2,1,1,1.25
415,5,5,5,1,4.0
416,1,2,1,1,1.25
417,5,5,5,5,5.0
420,5,5,5,5,5.0
421,5,5,5,5,5.0
422,5,5,5,5,5.0
424,5,5,2,5,4.25
425,2,1,1,2,1.5
429,2,2,5,1,2.5
430,5,5,5,5,5.0
431,5,5,5,5,5.0
432,5,5,5,5,5.0
433,1,1,1,1,1.0
434,1,5,2,5,3.25
435,5,5,5,2,4.25
437,5,5,5,5,5.0
442,5,5,5,5,5.0
443,5,5,5,5,5.0
444,5,5,5,5,5.0
445,5,5,5,5,5.0
446,1,1,1,4,1.75
447,5,5,5,5,5.0
448,2,2,2,5,2.75
449,5,5,5,5,5.0
450,5,5,5,5,5.0
452,5,5,5,5,5.0
453,5,5,5,5,5.0
454,5,5,5,5,5.0
456,5,5,5,5,5.0
457,2,5,1,4,3.0
458,5,4,5,5,4.75
459,5,5,5,5,5.0
460,5,5,5,5,5.0
461,5,5,5,5,5.0
462,5,5,5,5,5.0
463,1,1,1,5,2.0
467,4,5,1,5,3.75
468,5,4,5,5,4.75
470,5,5,5,5,5.0
472,5,5,5,5,5.0
473,5,5,5,5,5.0
474,5,5,5,5,5.0
475,5,5,5,5,5.0
476,5,5,5,5,5.0
479,5,5,5,5,5.0
481,5,1,5,5,4.0
483,5,5,5,5,5.0
484,5,5,5,5,5.0
485,5,5,5,5,5.0
486,5,5,5,5,5.0
487,5,5,5,5,5.0
489,5,5,5,5,5.0
490,1,5,2,1,2.25
491,5,5,5,5,5.0
492,5,5,5,5,5.0
493,5,5,5,5,5.0
495,5,5,5,5,5.0
496,5,5,2,5,4.25
497,5,5,5,5,5.0
499,5,5,5,5,5.0
500,2,5,2,2,2.75
501,5,3,1,5,3.5
502,5,5,5,5,5.0
503,5,5,5,5,5.0
504,5,5,5,5,5.0
505,1,1,1,1,1.0
506,5,5,5,5,5.0
507,5,5,5,5,5.0
508,1,2,2,1,1.5
509,5,5,5,5,5.0
510,5,5,5,5,5.0
511,5,5,5,5,5.0
512,5,5,5,5,5.0
513,5,5,5,5,5.0
514,1,5,5,5,4.0
516,5,5,5,5,5.0
517,1,4,1,2,2.0
519,5,5,5,5,5.0
524,1,3,5,5,3.5
526,4,2,5,1,3.0
529,1,1,1,1,1.0
530,5,5,5,5,5.0
531,5,5,5,5,5.0
532,5,5,1,5,4.0
535,5,5,5,5,5.0
538,5,5,5,5,5.0
539,5,5,5,5,5.0
540,5,5,5,5,5.0
541,5,5,5,5,5.0
542,5,5,5,5,5.0
543,1,1,1,1,1.0
544,5,5,5,5,5.0
545,1,2,2,2,1.75
546,5,5,5,5,5.0
547,5,5,5,5,5.0
548,5,5,5,5,5.0
549,1,1,1,1,1.0
550,5,5,5,5,5.0
551,5,5,5,5,5.0
553,5,5,5,5,5.0
555,5,5,5,5,5.0
556,5,5,5,5,5.0
557,1,1,2,1,1.25
558,5,5,5,5,5.0
559,5,5,5,5,5.0
560,5,5,5,4,4.75
561,4,5,5,5,4.75
562,5,5,5,5,5.0
563,5,5,5,5,5.0
564,5,5,2,5,4.25
565,5,5,5,5,5.0
567,5,5,5,1,4.0
568,5,5,5,5,5.0
569,5,5,5,5,5.0
570,2,2,1,1,1.5
573,5,5,5,5,5.0
574,5,1,5,5,4.0
575,5,5,5,5,5.0
577,5,5,5,5,5.0
578,5,5,5,5,5.0
579,5,5,5,5,5.0
580,1,2,2,2,1.75
581,5,5,5,5,5.0
583,5,5,5,5,5.0
584,5,5,5,5,5.0
586,5,5,5,1,4.0
587,1,1,1,1,1.0
588,1,5,1,5,3.0
589,5,5,3,5,4.5
590,5,5,5,5,5.0
591,1,1,2,1,1.25
592,5,4,5,5,4.75
593,5,5,4,5,4.75
594,5,2,5,5,4.25
596,5,5,5,5,5.0
597,5,5,5,5,5.0
598,5,5,5,5,5.0
599,5,5,5,5,5.0
600,5,5,5,1,4.0
602,5,5,4,5,4.75
603,5,5,5,5,5.0
604,2,1,2,1,1.5
605,5,5,5,5,5.0
606,5,5,5,5,5.0
607,1,1,1,1,1.0
609,5,5,5,5,5.0
610,5,5,5,5,5.0
611,5,5,5,5,5.0
612,5,5,5,5,5.0
613,5,5,5,5,5.0
614,5,5,5,5,5.0
615,5,5,5,5,5.0
616,1,1,1,2,1.25
617,5,5,5,5,5.0
618,5,5,5,5,5.0
619,5,5,4,2,4.0
620,5,1,5,5,4.0
622,5,5,4,5,4.75
623,1,1,5,1,2.0
624,5,5,5,5,5.0
625,5,5,5,5,5.0
626,5,5,5,5,5.0
627,5,5,5,5,5.0
628,5,4,5,5,4.75
629,5,5,5,5,5.0
631,5,5,5,5,5.0
632,3,5,2,5,3.75
633,1,5,1,1,2.0
634,5,5,5,5,5.0
635,5,5,5,5,5.0
636,2,5,5,5,4.25
637,2,1,1,1,1.25
639,5,5,5,5,5.0
640,5,5,5,5,5.0
641,5,5,5,5,5.0
642,5,5,5,5,5.0
643,5,5,5,5,5.0
644,5,5,5,5,5.0
646,5,5,5,5,5.0
647,2,2,4,1,2.25
648,5,4,5,5,4.75
649,1,1,1,1,1.0
650,5,5,5,5,5.0
652,5,5,5,5,5.0
654,5,5,5,5,5.0
655,5,5,5,5,5.0
656,1,2,2,1,1.5
657,5,5,5,5,5.0
659,5,5,5,5,5.0
660,2,4,2,2,2.5
661,5,5,5,5,5.0
662,5,5,5,5,5.0
664,5,5,5,5,5.0
665,1,2,1,1,1.25
666,5,5,5,5,5.0
667,5,5,5,5,5.0
668,5,5,5,5,5.0
670,5,5,1,5,4.0
671,1,1,1,2,1.25
672,5,5,5,5,5.0
673,5,5,5,5,5.0
674,5,5,5,5,5.0
676,5,5,5,5,5.0
677,5,1,5,5,4.0
679,5,4,5,5,4.75
680,5,5,5,5,5.0
681,1,1,1,1,1.0
683,5,5,5,5,5.0
684,5,5,5,5,5.0
685,5,5,5,5,5.0
689,5,5,5,5,5.0
691,5,5,5,5,5.0
692,4,4,2,5,3.75
693,1,1,1,1,1.0
694,1,1,5,1,2.0
695,5,5,5,5,5.0
697,5,5,5,5,5.0
698,5,5,5,5,5.0
699,5,5,5,5,5.0
700,5,1,5,5,4.0
701,5,5,5,5,5.0
702,5,5,5,5,5.0
703,1,1,1,1,1.0
704,5,2,5,5,4.25
705,5,5,5,5,5.0
706,5,5,5,5,5.0
707,1,1,1,1,1.0
708,5,5,5,5,5.0
709,5,5,5,5,5.0
711,1,5,5,2,3.25
712,5,5,5,5,5.0
713,5,5,5,5,5.0
714,5,5,5,5,5.0
715,5,5,5,5,5.0
718,5,5,5,5,5.0
719,5,5,5,5,5.0
720,5,5,5,5,5.0
721,5,5,5,5,5.0
722,5,5,5,5,5.0
723,5,5,5,5,5.0
724,5,5,5,5,5.0
725,5,5,5,5,5.0
726,5,5,5,5,5.0
727,1,1,1,1,1.0
728,4,5,5,2,4.0
729,5,5,5,5,5.0
731,5,5,4,5,4.75
733,5,5,5,5,5.0
734,5,5,5,5,5.0
736,5,1,5,5,4.0
737,5,5,5,5,5.0
738,4,5,5,5,4.75
740,5,2,5,5,4.25
741,5,5,5,5,5.0
742,1,1,1,1,1.0
743,5,1,5,5,4.0
744,1,1,1,1,1.0
745,5,5,5,5,5.0
746,5,5,5,5,5.0
747,1,1,1,1,1.0
748,5,5,5,5,5.0
749,5,5,5,5,5.0
751,5,5,5,5,5.0
752,5,5,5,5,5.0
753,4,5,5,5,4.75
754,5,5,5,5,5.0
755,5,5,5,5,5.0
757,5,5,2,5,4.25
759,5,5,1,5,4.0
760,5,5,5,5,5.0
761,1,1,1,1,1.0
762,5,5,5,5,5.0
763,5,1,1,1,2.0
764,5,5,5,1,4.0
765,5,5,1,5,4.0
767,5,5,5,5,5.0
768,5,5,5,5,5.0
769,5,5,5,4,4.75
770,5,5,5,5,5.0
771,5,5,5,5,5.0
772,5,5,5,5,5.0
774,1,1,1,1,1.0
775,1,1,1,1,1.0
776,1,1,1,1,1.0
777,5,5,5,1,4.0
779,5,5,5,5,5.0
780,5,5,5,5,5.0
781,5,5,5,5,5.0
782,5,5,5,5,5.0
784,5,5,5,5,5.0
786,5,5,5,5,5.0
790,5,5,5,5,5.0
793,5,5,5,5,5.0
794,5,5,5,5,5.0
795,1,1,1,2,1.25
796,5,5,5,5,5.0
797,5,5,5,5,5.0
798,5,5,5,5,5.0
799,2,5,5,2,3.5
800,5,1,5,5,4.0
