id,gold_label,pred_original_base,pred_original_nec,pred_original_nec_ctrl,pred_original_suff,pred_original_suff_ctrl,coverage_original,score_original_nec_flip,score_original_nec_ctrl_flip,score_original_suff_stay,score_original_suff_ctrl_stay,pred_lexical_base,pred_lexical_nec,pred_lexical_nec_ctrl,pred_lexical_suff,pred_lexical_suff_ctrl,coverage_lexical,score_lexical_nec_flip,score_lexical_nec_ctrl_flip,score_lexical_suff_stay,score_lexical_suff_ctrl_stay,pred_syntactic_base,pred_syntactic_nec,pred_syntactic_nec_ctrl,pred_syntactic_suff,pred_syntactic_suff_ctrl,coverage_syntactic,score_syntactic_nec_flip,score_syntactic_nec_ctrl_flip,score_syntactic_suff_stay,score_syntactic_suff_ctrl_stay,pred_pragmatic_base,pred_pragmatic_nec,pred_pragmatic_nec_ctrl,pred_pragmatic_suff,pred_pragmatic_suff_ctrl,coverage_pragmatic,score_pragmatic_nec_flip,score_pragmatic_nec_ctrl_flip,score_pragmatic_suff_stay,score_pragmatic_suff_ctrl_stay
17,contradiction,neutral,neutral,neutral,neutral,unknown,0.0833,0,0,1,0,neutral,neutral,neutral,unknown,unknown,0.0833,0,0,0,0,neutral,neutral,unknown,unknown,unknown,0.3056,0,0,0,0,neutral,neutral,neutral,unknown,unknown,0.0833,0,0,0,0
18,neutral,neutral,entailment,entailment,entailment,neutral,0.4167,1,1,0,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,entailment,0.6667,0,0,1,0,neutral,unknown,unknown,unknown,unknown,0.6667,0,0,0,0
19,entailment,neutral,neutral,entailment,entailment,entailment,0.6667,0,1,0,0,neutral,neutral,entailment,entailment,neutral,0.4167,0,1,0,1,entailment,neutral,entailment,entailment,neutral,0.2500,1,0,1,0,entailment,unknown,neutral,entailment,unknown,0.3333,0,1,1,0
20,neutral,neutral,neutral,neutral,neutral,entailment,0.6364,0,0,1,0,entailment,unknown,entailment,neutral,neutral,0.6364,0,0,0,0,entailment,neutral,neutral,neutral,neutral,0.7273,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.6364,1,1,0,0
21,entailment,entailment,neutral,entailment,entailment,neutral,0.7241,1,0,1,0,entailment,neutral,neutral,entailment,entailment,0.7586,1,1,1,1,entailment,neutral,unknown,unknown,neutral,0.4138,1,0,0,0,entailment,neutral,unknown,unknown,neutral,0.6897,1,0,0,0
22,neutral,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.7143,1,0,1,1,neutral,neutral,neutral,unknown,entailment,0.1429,0,0,0,0,neutral,unknown,neutral,neutral,neutral,0.8571,0,0,1,1
23,neutral,neutral,neutral,neutral,neutral,neutral,0.3000,0,0,1,1,entailment,neutral,entailment,entailment,unknown,0.3000,1,0,1,0,neutral,neutral,unknown,unknown,neutral,0.5000,0,0,0,1,entailment,neutral,entailment,neutral,neutral,0.5000,1,0,0,0
24,neutral,neutral,neutral,neutral,entailment,neutral,0.4667,0,0,0,1,entailment,neutral,entailment,neutral,neutral,0.4667,1,0,0,0,entailment,neutral,entailment,neutral,neutral,0.4667,1,0,0,0,entailment,entailment,entailment,entailment,unknown,0.4667,0,0,1,0
25,contradiction,neutral,neutral,neutral,neutral,neutral,0.6000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,entailment,neutral,unknown,0.4000,0,1,1,0
26,neutral,entailment,neutral,neutral,neutral,neutral,0.6923,1,1,0,0,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,entailment,unknown,entailment,neutral,entailment,0.9231,0,0,0,1,entailment,unknown,neutral,neutral,neutral,1.0000,0,1,0,0
27,contradiction,neutral,neutral,neutral,unknown,entailment,0.1111,0,0,0,0,neutral,neutral,neutral,unknown,unknown,0.1111,0,0,0,0,neutral,neutral,neutral,unknown,entailment,0.1111,0,0,0,0,neutral,unknown,neutral,neutral,neutral,0.6667,0,0,1,1
28,neutral,entailment,neutral,entailment,entailment,contradiction,0.4375,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3750,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.3750,1,0,0,0,entailment,unknown,entailment,neutral,entailment,0.4375,0,0,0,1
29,entailment,entailment,entailment,neutral,entailment,entailment,0.4286,0,1,1,1,entailment,neutral,entailment,neutral,neutral,0.2857,1,0,0,0,entailment,entailment,entailment,entailment,neutral,0.5714,0,0,1,0,entailment,neutral,neutral,entailment,entailment,0.4286,1,1,1,1
30,neutral,neutral,entailment,neutral,entailment,unknown,0.1667,1,0,0,0,entailment,neutral,entailment,neutral,neutral,0.5000,1,0,0,0,entailment,entailment,entailment,neutral,entailment,0.3333,0,0,0,1,entailment,unknown,entailment,entailment,entailment,0.6667,0,0,1,1
31,contradiction,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1
32,neutral,entailment,neutral,entailment,entailment,entailment,0.3077,1,0,1,1,entailment,neutral,neutral,neutral,entailment,0.2308,1,1,0,1,entailment,neutral,entailment,neutral,neutral,0.3077,1,0,0,0,entailment,neutral,entailment,unknown,entailment,0.2308,1,0,0,1
33,neutral,neutral,neutral,neutral,neutral,neutral,0.5882,0,0,1,1,neutral,neutral,entailment,neutral,neutral,0.5294,0,1,1,1,entailment,neutral,neutral,neutral,neutral,0.5294,1,1,0,0,neutral,unknown,neutral,neutral,neutral,0.9412,0,0,1,1
34,neutral,neutral,neutral,neutral,neutral,neutral,0.3636,0,0,1,1,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,neutral,entailment,entailment,neutral,1.0000,0,1,0,1,entailment,unknown,neutral,neutral,entailment,1.0000,0,1,0,1
35,contradiction,contradiction,neutral,neutral,neutral,contradiction,0.5000,1,1,0,1,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0,neutral,neutral,neutral,neutral,entailment,0.6667,0,0,1,0,contradiction,neutral,neutral,neutral,unknown,0.3333,1,1,0,0
36,entailment,entailment,neutral,entailment,entailment,entailment,0.1250,1,0,1,1,entailment,neutral,entailment,entailment,unknown,0.1250,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.1250,1,0,1,1,entailment,neutral,entailment,entailment,unknown,0.0750,1,0,1,0
37,neutral,neutral,neutral,neutral,unknown,unknown,0.1111,0,0,0,0,neutral,neutral,neutral,unknown,unknown,0.1111,0,0,0,0,neutral,neutral,neutral,neutral,unknown,0.1111,0,0,1,0,neutral,unknown,neutral,neutral,neutral,0.4444,0,0,1,1
38,neutral,entailment,entailment,neutral,entailment,entailment,0.8182,0,1,1,1,entailment,entailment,entailment,neutral,entailment,0.8182,0,0,0,1,neutral,entailment,neutral,entailment,neutral,0.9091,1,0,0,1,neutral,neutral,unknown,unknown,unknown,0.6364,0,0,0,0
39,contradiction,neutral,neutral,unknown,unknown,neutral,0.5333,0,0,0,1,neutral,unknown,neutral,neutral,unknown,0.5333,0,0,1,0,neutral,unknown,neutral,neutral,entailment,0.5333,0,0,1,0,neutral,unknown,neutral,neutral,neutral,0.5333,0,0,1,1
41,neutral,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.0833,0,0,1,0,neutral,neutral,neutral,unknown,unknown,0.0833,0,0,0,0
42,neutral,entailment,neutral,entailment,entailment,entailment,0.8462,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.5385,1,0,1,0,entailment,unknown,entailment,entailment,entailment,0.8462,0,0,1,1,entailment,neutral,unknown,unknown,unknown,0.8462,1,0,0,0
44,entailment,entailment,neutral,entailment,entailment,entailment,0.5000,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.5000,1,0,1,1,entailment,entailment,entailment,entailment,entailment,0.8333,0,0,1,1,entailment,unknown,neutral,entailment,neutral,0.6667,0,1,1,0
45,entailment,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.2105,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.2105,1,0,1,0
46,neutral,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,neutral,neutral,neutral,unknown,unknown,0.4000,0,0,0,0,neutral,unknown,neutral,neutral,unknown,0.6000,0,0,1,0,neutral,unknown,neutral,neutral,unknown,0.6000,0,0,1,0
48,contradiction,neutral,neutral,neutral,neutral,neutral,0.2778,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.3333,0,1,1,1,neutral,entailment,neutral,unknown,unknown,0.3333,1,0,0,0
50,entailment,entailment,neutral,entailment,entailment,entailment,0.7000,1,0,1,1,entailment,entailment,entailment,entailment,entailment,0.3000,0,0,1,1,entailment,entailment,entailment,entailment,entailment,0.5000,0,0,1,1,entailment,entailment,entailment,entailment,entailment,0.8000,0,0,1,1
51,entailment,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,entailment,neutral,neutral,neutral,0.8333,0,1,0,0,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1
52,contradiction,contradiction,neutral,unknown,unknown,neutral,0.4167,1,0,0,0,neutral,unknown,contradiction,contradiction,contradiction,1.0000,0,1,0,0,neutral,unknown,unknown,unknown,neutral,0.8333,0,0,0,1,contradiction,unknown,unknown,unknown,unknown,0.4167,0,0,0,0
53,entailment,entailment,neutral,entailment,entailment,neutral,0.4000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.4000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.4000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.5000,1,0,1,1
54,entailment,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,unknown,entailment,entailment,neutral,0.8750,0,0,1,0,entailment,neutral,neutral,neutral,entailment,0.3750,1,1,0,1,neutral,unknown,neutral,neutral,unknown,0.3750,0,0,1,0
55,entailment,entailment,neutral,neutral,entailment,entailment,0.5000,1,1,1,1,entailment,neutral,neutral,entailment,unknown,0.2500,1,1,1,0,entailment,unknown,entailment,entailment,unknown,0.6250,0,0,1,0,entailment,neutral,neutral,unknown,unknown,0.2500,1,1,0,0
56,neutral,neutral,entailment,neutral,neutral,entailment,0.3077,1,0,1,0,neutral,neutral,neutral,neutral,unknown,0.3077,0,0,1,0,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,unknown,unknown,0.1538,0,0,0,0
58,entailment,entailment,neutral,entailment,entailment,neutral,0.3333,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.7333,1,0,1,1,entailment,neutral,neutral,neutral,unknown,0.2667,1,1,0,0,entailment,neutral,unknown,unknown,neutral,0.4667,1,0,0,0
59,contradiction,neutral,neutral,neutral,unknown,neutral,0.1538,0,0,0,1,neutral,neutral,neutral,unknown,entailment,0.1538,0,0,0,0,neutral,unknown,neutral,neutral,unknown,0.4615,0,0,1,0,neutral,neutral,neutral,unknown,entailment,0.1538,0,0,0,0
63,neutral,neutral,neutral,neutral,neutral,neutral,0.2667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2667,0,0,1,1,entailment,entailment,entailment,unknown,unknown,0.2667,0,0,0,0
64,neutral,neutral,neutral,neutral,neutral,entailment,0.3333,0,0,1,0,neutral,neutral,neutral,neutral,entailment,0.1667,0,0,1,0,neutral,neutral,unknown,unknown,unknown,0.3333,0,0,0,0,neutral,neutral,entailment,entailment,neutral,0.3333,0,1,0,1
65,entailment,entailment,entailment,neutral,entailment,entailment,0.3636,0,1,1,1,entailment,neutral,entailment,entailment,entailment,0.3636,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.3636,1,0,1,0,entailment,neutral,entailment,entailment,unknown,0.3636,1,0,1,0
66,neutral,entailment,neutral,neutral,neutral,unknown,0.3333,1,1,0,0,neutral,neutral,entailment,entailment,unknown,0.3333,0,1,0,0,neutral,neutral,neutral,neutral,unknown,0.3333,0,0,1,0,entailment,neutral,neutral,unknown,unknown,0.3333,1,1,0,0
67,neutral,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,entailment,entailment,neutral,0.4444,0,1,0,1,neutral,neutral,neutral,unknown,unknown,0.4444,0,0,0,0,neutral,entailment,neutral,neutral,neutral,0.7778,1,0,1,1
68,entailment,entailment,entailment,entailment,entailment,neutral,0.8333,0,0,1,0,entailment,entailment,neutral,neutral,neutral,0.3333,0,1,0,0,entailment,entailment,entailment,entailment,entailment,0.8333,0,0,1,1,entailment,entailment,entailment,entailment,neutral,0.5000,0,0,1,0
69,entailment,entailment,entailment,entailment,entailment,entailment,0.2800,0,0,1,1,entailment,entailment,entailment,entailment,entailment,0.2800,0,0,1,1,entailment,neutral,entailment,neutral,unknown,0.2000,1,0,0,0,entailment,entailment,entailment,entailment,unknown,0.2800,0,0,1,0
70,neutral,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,unknown,neutral,neutral,neutral,0.8889,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2222,0,0,1,1
71,contradiction,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.7500,1,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.6250,1,1,0,0,neutral,entailment,neutral,neutral,neutral,0.5000,1,0,1,1
74,contradiction,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5714,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5714,0,0,1,1,neutral,neutral,unknown,unknown,unknown,0.4286,0,0,0,0
75,neutral,neutral,neutral,neutral,entailment,neutral,0.3158,0,0,0,1,neutral,neutral,neutral,neutral,contradiction,0.3158,0,0,1,0,neutral,neutral,entailment,entailment,neutral,0.3684,0,1,0,1,neutral,entailment,entailment,unknown,unknown,0.2632,1,1,0,0
77,entailment,entailment,neutral,entailment,unknown,unknown,0.1111,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3333,1,0,1,0,entailment,neutral,neutral,unknown,neutral,0.3333,1,1,0,0,entailment,entailment,entailment,unknown,neutral,0.3333,0,0,0,0
78,neutral,entailment,entailment,entailment,neutral,entailment,0.5556,0,0,0,1,entailment,entailment,entailment,entailment,neutral,0.2222,0,0,1,0,entailment,entailment,neutral,neutral,entailment,0.4444,0,1,0,1,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1
79,contradiction,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,unknown,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,unknown,unknown,contradiction,0.5556,0,0,0,0
80,contradiction,neutral,neutral,neutral,neutral,neutral,0.3810,0,0,1,1,neutral,neutral,neutral,unknown,neutral,0.1429,0,0,0,1,neutral,neutral,entailment,neutral,unknown,0.2857,0,1,1,0,neutral,neutral,unknown,neutral,unknown,0.2381,0,0,1,0
81,entailment,entailment,entailment,neutral,entailment,neutral,0.2222,0,1,1,0,entailment,neutral,neutral,neutral,unknown,0.1111,1,1,0,0,entailment,neutral,entailment,entailment,entailment,0.2222,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.4444,1,0,1,0
82,neutral,neutral,unknown,neutral,neutral,neutral,0.9000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,unknown,unknown,unknown,neutral,0.7000,0,0,0,1,neutral,unknown,neutral,neutral,neutral,0.7000,0,0,1,1
83,contradiction,neutral,neutral,neutral,unknown,unknown,0.1429,0,0,0,0,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,neutral,entailment,neutral,neutral,contradiction,0.5714,1,0,1,0,neutral,entailment,neutral,neutral,neutral,0.5714,1,0,1,1
84,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,entailment,entailment,entailment,entailment,0.8000,0,0,1,1,neutral,neutral,entailment,neutral,neutral,1.0000,0,1,1,1
85,contradiction,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,contradiction,neutral,neutral,neutral,entailment,0.2000,1,1,0,0,neutral,neutral,neutral,unknown,neutral,0.3000,0,0,0,1
86,entailment,entailment,neutral,entailment,entailment,entailment,0.4167,1,0,1,1,entailment,entailment,entailment,entailment,neutral,0.3333,0,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,unknown,entailment,entailment,entailment,0.5000,0,0,1,1
87,contradiction,neutral,neutral,contradiction,neutral,unknown,0.2353,0,1,1,0,contradiction,neutral,contradiction,neutral,neutral,0.2353,1,0,0,0,neutral,neutral,neutral,unknown,unknown,0.2353,0,0,0,0,neutral,neutral,unknown,unknown,unknown,0.2353,0,0,0,0
88,contradiction,contradiction,neutral,neutral,neutral,neutral,0.2353,1,1,0,0,neutral,neutral,neutral,neutral,neutral,0.6471,0,0,1,1,neutral,unknown,unknown,unknown,unknown,0.8235,0,0,0,0,contradiction,neutral,neutral,unknown,neutral,0.2353,1,1,0,0
89,neutral,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,entailment,entailment,entailment,entailment,entailment,0.4000,0,0,1,1,neutral,neutral,neutral,neutral,entailment,0.6000,0,0,1,0,neutral,neutral,entailment,entailment,neutral,0.6000,0,1,0,1
90,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3125,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.5625,1,0,1,1,neutral,neutral,unknown,unknown,entailment,0.6250,0,0,0,0
91,entailment,neutral,neutral,entailment,entailment,neutral,0.2143,0,1,0,1,neutral,neutral,entailment,entailment,entailment,0.2143,0,1,0,0,neutral,neutral,neutral,entailment,entailment,0.2143,0,0,0,0,entailment,neutral,entailment,unknown,unknown,0.2143,1,0,0,0
92,entailment,entailment,unknown,entailment,entailment,entailment,0.6250,0,0,1,1,entailment,neutral,neutral,entailment,unknown,0.1250,1,1,1,0,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,unknown,entailment,neutral,neutral,0.6250,0,0,0,0
93,entailment,entailment,neutral,entailment,entailment,entailment,0.3750,1,0,1,1,entailment,neutral,entailment,entailment,unknown,0.3750,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.6875,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3750,1,0,1,0
95,contradiction,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.2500,0,0,1,0,neutral,unknown,neutral,neutral,neutral,0.4167,0,0,1,1,neutral,neutral,neutral,unknown,unknown,0.0833,0,0,0,0
97,entailment,entailment,entailment,entailment,entailment,entailment,0.4000,0,0,1,1,entailment,entailment,entailment,entailment,neutral,0.2000,0,0,1,0,entailment,entailment,entailment,entailment,entailment,0.8000,0,0,1,1,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1
99,contradiction,neutral,neutral,neutral,neutral,unknown,0.2000,0,0,1,0,neutral,neutral,neutral,neutral,unknown,0.2000,0,0,1,0,neutral,neutral,neutral,unknown,unknown,0.2000,0,0,0,0,neutral,unknown,contradiction,unknown,neutral,0.4000,0,1,0,1
101,entailment,entailment,neutral,entailment,neutral,neutral,0.5000,1,0,0,0,entailment,entailment,neutral,neutral,contradiction,0.5000,0,1,0,0,entailment,unknown,entailment,entailment,entailment,0.8000,0,0,1,1,entailment,neutral,entailment,unknown,unknown,0.2000,1,0,0,0
102,neutral,neutral,neutral,entailment,neutral,neutral,0.5000,0,1,1,1,neutral,entailment,entailment,entailment,entailment,0.5000,1,1,0,0,neutral,entailment,neutral,neutral,unknown,0.7000,1,0,1,0,neutral,entailment,neutral,neutral,neutral,0.7000,1,0,1,1
103,entailment,entailment,unknown,neutral,entailment,neutral,0.6316,0,1,1,0,entailment,unknown,entailment,entailment,neutral,0.5789,0,0,1,0,entailment,unknown,entailment,entailment,entailment,0.6316,0,0,1,1,entailment,unknown,entailment,entailment,neutral,0.6316,0,0,1,0
104,entailment,entailment,neutral,entailment,entailment,neutral,0.1818,1,0,1,0,entailment,neutral,entailment,entailment,unknown,0.1818,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.3636,1,0,1,1,entailment,neutral,entailment,entailment,unknown,0.1818,1,0,1,0
106,neutral,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,unknown,neutral,0.1667,0,0,0,1,neutral,neutral,neutral,unknown,unknown,0.1667,0,0,0,0,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1
107,entailment,neutral,neutral,entailment,neutral,neutral,0.7273,0,1,1,1,entailment,neutral,entailment,entailment,entailment,0.5455,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.6364,1,0,1,1,neutral,neutral,entailment,entailment,neutral,0.4545,0,1,0,1
108,entailment,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,entailment,entailment,entailment,entailment,0.1579,0,0,1,1,entailment,unknown,entailment,entailment,entailment,0.1579,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0
109,contradiction,contradiction,entailment,contradiction,contradiction,neutral,0.2083,1,0,1,0,contradiction,neutral,entailment,contradiction,neutral,0.2083,1,1,1,0,contradiction,neutral,neutral,contradiction,entailment,0.2083,1,1,1,0,contradiction,neutral,contradiction,unknown,unknown,0.2083,1,0,0,0
110,neutral,entailment,unknown,neutral,neutral,entailment,0.9286,0,1,0,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,unknown,neutral,unknown,unknown,0.2143,0,0,0,0
111,neutral,neutral,neutral,neutral,entailment,neutral,0.4545,0,0,0,1,entailment,neutral,unknown,unknown,neutral,0.4545,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.4545,1,1,0,0,entailment,unknown,neutral,unknown,neutral,0.4545,0,1,0,0
112,contradiction,contradiction,neutral,neutral,contradiction,neutral,0.1000,1,1,1,0,neutral,contradiction,neutral,neutral,contradiction,0.1000,1,0,1,0,neutral,neutral,neutral,neutral,neutral,0.1000,0,0,1,1,neutral,neutral,neutral,unknown,unknown,0.1000,0,0,0,0
114,contradiction,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,unknown,neutral,neutral,neutral,0.6250,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1
